Plot,ID,Subplot,Plant_Simple,Visits_tot,homo_motif,hete_motif,Week,Line,Seeds_GF,Fruit_GF,visits_GF
5,Psilothrix_viridicoerulea,C3,LEMA,1,6,0,13,2,192,3,1
5,Psilothrix_viridicoerulea,C4,LEMA,1,6,0,13,2,128,2,1
5,Dilophus_sp.,C5,LEMA,2,0,0,13,2,128,2,2
5,Meligethes_sp.,D1,LEMA,1,3,0,13,2,192,3,1
5,Psilothrix_viridicoerulea,D4,LEMA,1,6,0,13,2,320,5,1
5,Eupeodes_corollae,D5,LEMA,1,3,0,13,2,128,2,1
5,Eupeodes_corollae,E1,LEMA,1,3,0,13,2,704,11,1
5,Sphaerophoria_scripta,E1,LEMA,1,2,0,13,2,704,11,1
5,Meligethes_sp.,E5,LEMA,1,3,0,13,2,384,6,1
5,Psilothrix_viridicoerulea,F1,LEMA,1,6,0,13,2,192,3,1
5,Meligethes_sp.,F4,LEMA,2,3,0,13,2,640,10,2
6,Psilothrix_viridicoerulea,A1,LEMA,2,5,0,13,2,0,0,2
6,Diptera,A3,LEMA,1,1,0,13,2,64,1,1
6,Sphaerophoria_scripta,A4,LEMA,1,0,0,13,2,64,1,1
6,Meligethes_sp.,B3,LEMA,1,2,0,13,2,64,1,1
6,Meligethes_sp.,C3,LEMA,1,2,0,13,2,256,4,1
6,Psilothrix_viridicoerulea,C6,LEMA,1,5,0,13,2,320,5,1
6,Psilothrix_viridicoerulea,D1,LEMA,1,5,0,13,2,192,3,1
6,Psilothrix_viridicoerulea,D5,LEMA,1,5,0,13,2,64,1,1
6,Diptera,D6,LEMA,1,1,0,13,2,256,4,1
6,Psilothrix_viridicoerulea,F2,LEMA,1,5,0,13,2,192,3,1
6,Psilothrix_viridicoerulea,F5,LEMA,2,5,0,13,2,384,6,2
6,Meligethes_sp.,F6,LEMA,1,2,0,13,2,192,3,1
7,Dilophus_sp.,B5,LEMA,1,2,0,13,3,320,5,1
7,Psilothrix_viridicoerulea,B6,LEMA,1,1,0,13,3,320,5,1
7,Dilophus_sp.,C2,LEMA,1,2,0,13,3,384,6,1
7,Psilothrix_viridicoerulea,C3,LEMA,1,1,0,13,3,576,9,1
7,Sphaerophoria_scripta,D3,LEMA,1,1,0,13,3,448,7,1
7,Mordellidae,D5,LEMA,1,2,0,13,3,384,6,1
7,Dilophus_sp.,D6,LEMA,1,2,0,13,3,192,3,1
7,Mordellidae,D6,LEMA,2,2,0,13,3,192,3,2
7,Mordellidae,E3,LEMA,1,2,0,13,3,384,6,1
7,Sphaerophoria_scripta,E3,LEMA,1,1,0,13,3,384,6,1
8,Meligethes_sp.,A1,LEMA,2,4,0,13,3,0,0,2
8,Psilothrix_viridicoerulea,A1,LEMA,1,5,0,13,3,0,0,1
8,Meligethes_sp.,B2,LEMA,2,4,0,13,3,320,5,2
8,Psilothrix_viridicoerulea,B3,LEMA,1,5,0,13,3,192,3,1
8,Meligethes_sp.,B5,LEMA,1,4,0,13,3,192,3,1
8,Sphaerophoria_scripta,B5,ME,1,0,1,13,3,0,0,1
8,Meligethes_sp.,C1,LEMA,1,4,0,13,3,192,3,1
8,Psilothrix_viridicoerulea,C4,LEMA,1,5,0,13,3,320,5,1
8,Diptera,C6,CHFU,1,0,1,13,3,608,8,1
8,Psilothrix_viridicoerulea,D4,LEMA,1,5,0,13,3,128,2,1
8,Psilothrix_viridicoerulea,D6,LEMA,1,5,0,13,3,256,4,1
8,Diptera,E2,LEMA,1,0,1,13,3,320,5,1
8,Oedemeridae,E6,LEMA,1,0,0,13,3,384,6,1
8,Sphaerophoria_scripta,F2,LEMA,1,0,1,13,3,128,2,1
8,Meligethes_sp.,F4,LEMA,1,4,0,13,3,192,3,1
8,Psilothrix_viridicoerulea,F4,LEMA,2,5,0,13,3,192,3,2
8,Cantharidae,F5,ME,1,0,0,13,3,0,0,1
8,Nemotelus_sp.,F6,LEMA,1,0,0,13,3,192,3,1
9,Mordellidae,A3,LEMA,1,1,0,13,3,128,2,1
9,Psilothrix_viridicoerulea,A3,LEMA,1,7,0,13,3,128,2,1
9,Psilothrix_viridicoerulea,A5,LEMA,1,7,0,13,3,0,0,1
9,Psilothrix_viridicoerulea,B2,LEMA,1,7,0,13,3,128,2,1
9,Psilothrix_viridicoerulea,B4,LEMA,1,7,0,13,3,128,2,1
9,Mordellidae,B5,LEMA,3,1,0,13,3,64,1,3
9,Psilothrix_viridicoerulea,B5,LEMA,1,7,0,13,3,64,1,1
9,Psilothrix_viridicoerulea,E1,LEMA,2,7,0,13,3,0,0,2
9,Psilothrix_viridicoerulea,E2,LEMA,1,7,0,13,3,64,1,1
9,Psilothrix_viridicoerulea,E5,LEMA,1,7,0,13,3,64,1,1
9,Anthaxia_semicuprea,E6,LEMA,1,0,0,13,3,128,2,1
1,Andrena_cinerea,A4,LEMA,1,0,0,14,1,128,2,1
1,Eupeodes_corollae,B1,LEMA,1,2,0,14,1,128,2,1
1,Psilothrix_viridicoerulea,B5,LEMA,1,3,0,14,1,384,6,1
1,Musca_sp.,C1,LEMA,1,0,1,14,1,128,2,1
1,Eupeodes_corollae,C5,LEMA,1,2,0,14,1,64,1,1
1,Musca_sp.,D2,ME,1,0,1,14,1,0,0,1
1,Psilothrix_viridicoerulea,E1,LEMA,1,3,0,14,1,192,3,1
1,Psilothrix_viridicoerulea,E2,LEMA,1,3,0,14,1,256,4,1
1,Sphaerophoria_scripta,E2,LEMA,2,1,0,14,1,256,4,2
1,Psilothrix_viridicoerulea,E6,LEMA,3,3,0,14,1,256,4,3
1,Eupeodes_corollae,F6,LEMA,1,2,0,14,1,192,3,1
1,Sphaerophoria_scripta,F6,LEMA,1,1,0,14,1,192,3,1
2,Diptera,A1,LEMA,2,0,4,14,1,128,2,2
2,Eupeodes_corollae,A1,LEMA,1,1,0,14,1,128,2,1
2,Cantharidae,B1,LEMA,1,2,2,14,1,192,3,1
2,Diptera,B1,ME,5,2,2,14,1,70,70,5
2,Cantharidae,B5,ME,1,1,3,14,1,0,0,1
2,Psilothrix_viridicoerulea,B6,LEMA,1,0,0,14,1,256,4,1
2,Cantharidae,C1,LEMA,1,2,2,14,1,320,5,1
2,Cantharidae,C1,ME,1,1,3,14,1,0,0,1
2,Diptera,D1,CHFU,3,0,4,14,1,228,3,3
2,Eupeodes_corollae,E2,LEMA,1,1,0,14,1,256,4,1
2,Diptera,E2,ME,1,2,2,14,1,130,130,1
2,Diptera,E4,ME,1,2,2,14,1,120,120,1
2,Cantharidae,F1,LEMA,1,2,2,14,1,192,3,1
3,Eupeodes_corollae,B1,LEMA,1,0,0,14,1,128,2,1
3,Psilothrix_viridicoerulea,B1,LEMA,1,9,0,14,1,128,2,1
3,Diptera,C3,ME,1,3,1,14,1,0,0,1
3,Psilothrix_viridicoerulea,C6,LEMA,1,9,0,14,1,64,1,1
3,Andrena_cinerea,D2,LEMA,5,0,0,14,1,64,1,5
3,Psilothrix_viridicoerulea,D2,LEMA,1,9,0,14,1,64,1,1
3,Psilothrix_viridicoerulea,D3,LEMA,3,9,0,14,1,64,1,3
3,Psilothrix_viridicoerulea,D6,LEMA,3,9,0,14,1,64,1,3
3,Psilothrix_viridicoerulea,E1,LEMA,1,9,0,14,1,64,1,1
3,Psilothrix_viridicoerulea,E2,LEMA,1,9,0,14,1,64,1,1
3,Sphaerophoria_scripta,E3,LEMA,1,0,0,14,1,128,2,1
3,Diptera,E3,ME,1,3,1,14,1,0,0,1
3,Diptera,E4,LEMA,1,0,4,14,1,128,2,1
3,Diptera,E4,ME,3,3,1,14,1,0,0,3
3,Psilothrix_viridicoerulea,E5,LEMA,1,9,0,14,1,128,2,1
3,Psilothrix_viridicoerulea,F2,LEMA,2,9,0,14,1,128,2,2
3,Meligethes_sp.,F3,LEMA,1,0,0,14,1,64,1,1
3,Psilothrix_viridicoerulea,F3,LEMA,1,9,0,14,1,64,1,1
3,Diptera,F4,ME,2,3,1,14,1,0,0,2
4,Odontomyia_sp.,A1,LEMA,1,0,0,14,2,128,2,1
4,Meligethes_sp.,A2,LEMA,3,0,0,14,2,192,3,3
4,Nemotelus_sp.,A2,LEMA,1,1,0,14,2,192,3,1
4,Psilothrix_viridicoerulea,A2,LEMA,1,4,0,14,2,192,3,1
4,Andrena_cinerea,B2,LEMA,1,0,0,14,2,448,7,1
4,Psilothrix_viridicoerulea,B2,LEMA,2,4,0,14,2,448,7,2
4,Psilothrix_viridicoerulea,B6,LEMA,2,4,0,14,2,0,0,2
4,Psilothrix_viridicoerulea,C4,LEMA,1,4,0,14,2,128,2,1
4,Sphaerophoria_scripta,C4,LEMA,2,4,0,14,2,128,2,2
4,Sphaerophoria_scripta,C5,LEMA,1,4,0,14,2,128,2,1
4,Psilothrix_viridicoerulea,E2,LEMA,1,4,0,14,2,256,4,1
4,Sphaerophoria_scripta,E2,LEMA,1,4,0,14,2,256,4,1
4,Sphaerophoria_scripta,E4,LEMA,1,4,0,14,2,192,3,1
4,Nemotelus_sp.,E5,LEMA,1,1,0,14,2,256,4,1
4,Sphaerophoria_scripta,F1,LEMA,1,4,0,14,2,896,14,1
5,Sphaerophoria_scripta,A2,LEMA,3,0,0,14,2,128,2,3
5,Psilothrix_viridicoerulea,B2,LEMA,2,0,0,14,2,256,4,2
5,Eupeodes_corollae,D2,LEMA,2,0,0,14,2,896,14,2
6,Meligethes_sp.,B2,LEMA,1,0,0,14,2,128,2,1
6,Psilothrix_viridicoerulea,B4,LEMA,1,2,0,14,2,128,2,1
6,Psilothrix_viridicoerulea,B6,LEMA,4,2,0,14,2,128,2,4
6,Psilothrix_viridicoerulea,C1,LEMA,2,2,0,14,2,320,5,2
6,Andrena_cinerea,C4,LEMA,2,0,0,14,2,192,3,2
6,Sphaerophoria_scripta,D1,LEMA,1,2,0,14,2,192,3,1
6,Sphaerophoria_scripta,D3,LEMA,1,2,0,14,2,192,3,1
6,Sphaerophoria_scripta,F4,LEMA,1,2,0,14,2,128,2,1
7,Eupeodes_corollae,A5,LEMA,1,0,0,14,3,384,6,1
7,Andrena_cinerea,B3,LEMA,1,2,0,14,3,256,4,1
7,Musca_sp.,C1,LEMA,2,0,1,14,3,448,7,2
7,Sphaerophoria_scripta,C1,LEMA,2,1,0,14,3,448,7,2
7,Psilothrix_viridicoerulea,C3,LEMA,1,1,0,14,3,576,9,1
7,Sphaerophoria_scripta,D1,LEMA,1,1,0,14,3,320,5,1
7,Psilothrix_viridicoerulea,E2,LEMA,1,1,0,14,3,320,5,1
7,Musca_sp.,E2,ME,3,0,1,14,3,0,0,3
7,Dilophus_sp.,F2,LEMA,1,0,0,14,3,192,3,1
7,Andrena_cinerea,F3,LEMA,1,2,0,14,3,256,4,1
7,Andrena_cinerea,F4,LEMA,1,2,0,14,3,256,4,1
8,Musca_sp.,A3,LEMA,1,0,1,14,3,192,3,1
8,Sphaerophoria_scripta,A3,LEMA,1,2,0,14,3,192,3,1
8,Psilothrix_viridicoerulea,A5,LEMA,2,10,0,14,3,128,2,2
8,Meligethes_sp.,B3,LEMA,1,2,0,14,3,192,3,1
8,Psilothrix_viridicoerulea,B3,LEMA,1,10,0,14,3,192,3,1
8,Dilophus_sp.,B4,LEMA,1,0,0,14,3,384,6,1
8,Malachius_bipustulatus,B5,LEMA,1,1,0,14,3,192,3,1
8,Psilothrix_viridicoerulea,B5,LEMA,1,10,0,14,3,192,3,1
8,Andrena_cinerea,C2,LEMA,1,0,0,14,3,384,6,1
8,Psilothrix_viridicoerulea,C2,LEMA,3,10,0,14,3,384,6,3
8,Sphaerophoria_scripta,C2,LEMA,1,2,0,14,3,384,6,1
8,Psilothrix_viridicoerulea,C3,LEMA,3,10,0,14,3,640,10,3
8,Meligethes_sp.,C4,LEMA,1,2,0,14,3,320,5,1
8,Psilothrix_viridicoerulea,C4,LEMA,1,10,0,14,3,320,5,1
8,Musca_sp.,C5,ME,1,0,1,14,3,0,0,1
8,Psilothrix_viridicoerulea,D3,LEMA,1,10,0,14,3,192,3,1
8,Sphaerophoria_scripta,D4,LEMA,1,2,0,14,3,128,2,1
8,Oedemeridae,D5,LEMA,1,0,0,14,3,256,4,1
8,Psilothrix_viridicoerulea,E1,LEMA,1,10,0,14,3,384,6,1
8,Psilothrix_viridicoerulea,E2,LEMA,1,10,0,14,3,320,5,1
8,Meligethes_sp.,F1,LEMA,1,2,0,14,3,192,3,1
8,Psilothrix_viridicoerulea,F2,LEMA,1,10,0,14,3,128,2,1
8,Malachius_bipustulatus,F4,LEMA,1,1,0,14,3,192,3,1
8,Psilothrix_viridicoerulea,F4,LEMA,3,10,0,14,3,192,3,3
9,Psilothrix_viridicoerulea,B6,LEMA,1,2,0,14,3,128,2,1
9,Psilothrix_viridicoerulea,C5,LEMA,1,2,0,14,3,64,1,1
9,Musca_sp.,D5,ME,1,2,0,14,3,0,0,1
9,Sphaerophoria_scripta,E3,LEMA,2,0,0,14,3,0,0,2
9,Musca_sp.,E6,ME,1,2,0,14,3,0,0,1
9,Musca_sp.,F4,ME,1,2,0,14,3,0,0,1
9,Psilothrix_viridicoerulea,F5,LEMA,2,2,0,14,3,0,0,2
1,Oedemeridae,B1,LEMA,1,0,0,15,1,128,2,1
1,Sphaerophoria_scripta,E3,ME,1,0,0,15,1,100,100,1
1,Dilophus_sp.,E5,LEMA,1,0,0,15,1,192,3,1
1,Psilothrix_viridicoerulea,E5,LEMA,2,2,0,15,1,192,3,2
1,Psilothrix_viridicoerulea,F3,LEMA,3,2,0,15,1,128,2,3
1,Psilothrix_viridicoerulea,F5,LEMA,1,2,0,15,1,256,4,1
2,Psilothrix_viridicoerulea,A3,LEMA,1,11,0,15,1,64,1,1
2,Psilothrix_viridicoerulea,B1,LEMA,1,11,0,15,1,192,3,1
2,Psilothrix_viridicoerulea,B3,LEMA,1,11,0,15,1,128,2,1
2,Dilophus_sp.,C1,LEMA,2,7,1,15,1,320,5,2
2,Psilothrix_viridicoerulea,C3,LEMA,1,11,0,15,1,384,6,1
2,Brassicogethes_sp.,D1,LEMA,1,1,0,15,1,384,6,1
2,Dilophus_sp.,D1,LEMA,3,7,1,15,1,384,6,3
2,Musca_sp.,D1,LEMA,1,0,0,15,1,384,6,1
2,Psilothrix_viridicoerulea,D1,LEMA,2,11,0,15,1,384,6,2
2,Psilothrix_viridicoerulea,D4,LEMA,1,11,0,15,1,128,2,1
2,Dilophus_sp.,E1,CHFU,1,0,8,15,1,76,1,1
2,Dilophus_sp.,E1,LEMA,5,7,1,15,1,192,3,5
2,Mordellidae,E1,LEMA,1,0,0,15,1,192,3,1
2,Psilothrix_viridicoerulea,E1,LEMA,2,11,0,15,1,192,3,2
2,Dilophus_sp.,E2,LEMA,1,7,1,15,1,256,4,1
2,Psilothrix_viridicoerulea,E4,LEMA,1,11,0,15,1,128,2,1
2,Psilothrix_viridicoerulea,E5,LEMA,1,11,0,15,1,128,2,1
2,Psilothrix_viridicoerulea,E6,LEMA,1,11,0,15,1,384,6,1
2,Dilophus_sp.,F1,LEMA,2,7,1,15,1,192,3,2
2,Psilothrix_viridicoerulea,F1,LEMA,1,11,0,15,1,192,3,1
2,Dilophus_sp.,F2,LEMA,1,7,1,15,1,128,2,1
2,Malachius_bipustulatus,F2,LEMA,1,0,0,15,1,128,2,1
2,Brassicogethes_sp.,F3,LEMA,3,1,0,15,1,256,4,3
2,Dilophus_sp.,F3,LEMA,2,7,1,15,1,256,4,2
2,Psilothrix_viridicoerulea,F3,LEMA,4,11,0,15,1,256,4,4
2,Dilophus_sp.,F6,LEMA,1,7,1,15,1,256,4,1
3,Psilothrix_viridicoerulea,B2,LEMA,1,6,2,15,1,64,1,1
3,Dilophus_sp.,C3,ME,1,0,0,15,1,0,0,1
3,Diptera,C3,ME,1,0,0,15,1,0,0,1
3,Psilothrix_viridicoerulea,C3,ME,1,1,7,15,1,0,0,1
3,Psilothrix_viridicoerulea,D4,ME,1,1,7,15,1,140,140,1
3,Psilothrix_viridicoerulea,D6,LEMA,1,6,2,15,1,64,1,1
3,Psilothrix_viridicoerulea,E1,LEMA,2,6,2,15,1,64,1,2
3,Psilothrix_viridicoerulea,E2,LEMA,3,6,2,15,1,64,1,3
3,Psilothrix_viridicoerulea,F1,LEMA,2,6,2,15,1,128,2,2
3,Psilothrix_viridicoerulea,F2,LEMA,1,6,2,15,1,128,2,1
3,Psilothrix_viridicoerulea,F4,LEMA,1,6,2,15,1,192,3,1
4,Dilophus_sp.,E1,LEMA,3,0,0,15,2,320,5,3
4,Psilothrix_viridicoerulea,E1,LEMA,3,3,0,15,2,320,5,3
4,Psilothrix_viridicoerulea,E4,LEMA,1,3,0,15,2,192,3,1
4,Psilothrix_viridicoerulea,F1,LEMA,1,3,0,15,2,896,14,1
4,Diptera,F2,LEMA,1,0,0,15,2,128,2,1
4,Psilothrix_viridicoerulea,F3,LEMA,1,3,0,15,2,384,6,1
5,Psilothrix_viridicoerulea,B4,LEMA,2,2,0,15,2,256,4,2
5,Dilophus_sp.,C1,LEMA,1,5,0,15,2,192,3,1
5,Dilophus_sp.,C4,LEMA,1,5,0,15,2,128,2,1
5,Dilophus_sp.,C5,LEMA,1,5,0,15,2,128,2,1
5,Dilophus_sp.,D1,LEMA,8,5,0,15,2,192,3,8
5,Malachius_bipustulatus,D1,LEMA,1,0,0,15,2,192,3,1
5,Mordellidae,D1,LEMA,1,0,0,15,2,192,3,1
5,Psilothrix_viridicoerulea,D1,LEMA,1,2,0,15,2,192,3,1
5,Dilophus_sp.,D2,LEMA,1,5,0,15,2,896,14,1
5,Dilophus_sp.,E1,LEMA,2,5,0,15,2,704,11,2
5,Psilothrix_viridicoerulea,E1,LEMA,4,2,0,15,2,704,11,4
7,Psilothrix_viridicoerulea,A4,LEMA,1,7,0,15,3,320,5,1
7,Sphaerophoria_scripta,A4,LEMA,2,8,0,15,3,320,5,2
7,Sphaerophoria_scripta,A5,LEMA,1,8,0,15,3,384,6,1
7,Psilothrix_viridicoerulea,B3,LEMA,1,7,0,15,3,256,4,1
7,Andrena_cinerea,B4,LEMA,4,3,0,15,3,448,7,4
7,Andrena_cinerea,B5,LEMA,2,3,0,15,3,320,5,2
7,Sphaerophoria_scripta,B5,LEMA,2,8,0,15,3,320,5,2
7,Psilothrix_viridicoerulea,B6,LEMA,1,7,0,15,3,320,5,1
7,Sphaerophoria_scripta,B6,LEMA,2,8,0,15,3,320,5,2
7,Malachius_bipustulatus,C2,LEMA,1,0,0,15,3,384,6,1
7,Psilothrix_viridicoerulea,C2,LEMA,2,7,0,15,3,384,6,2
7,Sphaerophoria_scripta,C2,LEMA,1,8,0,15,3,384,6,1
7,Andrena_cinerea,C3,LEMA,2,3,0,15,3,576,9,2
7,Psilothrix_viridicoerulea,C3,LEMA,1,7,0,15,3,576,9,1
7,Andrena_cinerea,C4,LEMA,3,3,0,15,3,448,7,3
7,Psilothrix_viridicoerulea,C4,LEMA,1,7,0,15,3,448,7,1
7,Sphaerophoria_scripta,C4,LEMA,1,8,0,15,3,448,7,1
7,Sphaerophoria_scripta,C5,LEMA,2,8,0,15,3,384,6,2
7,Psilothrix_viridicoerulea,D2,LEMA,1,7,0,15,3,128,2,1
7,Sphaerophoria_scripta,D5,LEMA,1,8,0,15,3,384,6,1
7,Sphaerophoria_scripta,E4,LEMA,1,8,0,15,3,320,5,1
7,Psilothrix_viridicoerulea,E6,LEMA,1,7,0,15,3,448,7,1
8,Sphaerophoria_scripta,A1,LEMA,1,4,0,15,3,0,0,1
8,Psilothrix_viridicoerulea,A2,LEMA,1,6,0,15,3,192,3,1
8,Sphaerophoria_scripta,A2,LEMA,2,4,0,15,3,192,3,2
8,Dilophus_sp.,A3,LEMA,1,8,1,15,3,192,3,1
8,Andrena_cinerea,A4,LEMA,1,4,1,15,3,320,5,1
8,Sphaerophoria_scripta,A5,LEMA,2,4,0,15,3,128,2,2
8,Dilophus_sp.,B2,LEMA,1,8,1,15,3,320,5,1
8,Sphaerophoria_scripta,B2,LEMA,1,4,0,15,3,320,5,1
8,Oedemeridae,B3,LEMA,1,2,0,15,3,192,3,1
8,Psilothrix_viridicoerulea,B3,LEMA,2,6,0,15,3,192,3,2
8,Andrena_cinerea,B4,LEMA,1,4,1,15,3,384,6,1
8,Dilophus_sp.,B4,LEMA,2,8,1,15,3,384,6,2
8,Andrena_cinerea,B5,LEMA,2,4,1,15,3,192,3,2
8,Dilophus_sp.,B5,LEMA,3,8,1,15,3,192,3,3
8,Dilophus_sp.,B5,ME,1,0,9,15,3,0,0,1
8,Psilothrix_viridicoerulea,B6,LEMA,1,6,0,15,3,256,4,1
8,Dilophus_sp.,C2,LEMA,1,8,1,15,3,384,6,1
8,Psilothrix_viridicoerulea,C2,LEMA,1,6,0,15,3,384,6,1
8,Psilothrix_viridicoerulea,C3,LEMA,3,6,0,15,3,640,10,3
8,Andrena_cinerea,C4,LEMA,1,4,1,15,3,320,5,1
8,Dilophus_sp.,C4,LEMA,1,8,1,15,3,320,5,1
8,Psilothrix_viridicoerulea,C4,LEMA,1,6,0,15,3,320,5,1
8,Oedemeridae,D1,LEMA,1,2,0,15,3,320,5,1
8,Oedemeridae,D2,LEMA,3,2,0,15,3,512,8,3
8,Sphaerophoria_scripta,D2,LEMA,2,4,0,15,3,512,8,2
8,Dilophus_sp.,E2,LEMA,1,8,1,15,3,320,5,1
8,Andrena_cinerea,E2,ME,1,0,5,15,3,250,250,1
8,Psilothrix_viridicoerulea,E3,LEMA,1,6,0,15,3,256,4,1
8,Andrena_cinerea,E4,LEMA,1,4,1,15,3,320,5,1
8,Dilophus_sp.,E4,LEMA,1,8,1,15,3,320,5,1
8,Dilophus_sp.,F3,LEMA,1,8,1,15,3,0,0,1
9,Psilothrix_viridicoerulea,B4,LEMA,2,7,1,15,3,128,2,2
9,Sphaerophoria_scripta,B4,LEMA,1,1,0,15,3,128,2,1
9,Dilophus_sp.,B5,LEMA,2,3,1,15,3,64,1,2
9,Malachius_bipustulatus,B5,LEMA,1,0,0,15,3,64,1,1
9,Psilothrix_viridicoerulea,B5,LEMA,1,7,1,15,3,64,1,1
9,Psilothrix_viridicoerulea,B6,LEMA,2,7,1,15,3,128,2,2
9,Psilothrix_viridicoerulea,C5,LEMA,1,7,1,15,3,64,1,1
9,Dilophus_sp.,D5,LEMA,1,3,1,15,3,192,3,1
9,Musca_sp.,D5,ME,1,1,0,15,3,0,0,1
9,Psilothrix_viridicoerulea,D5,ME,1,0,8,15,3,0,0,1
9,Dilophus_sp.,D6,ME,1,0,4,15,3,0,0,1
9,Dilophus_sp.,E3,LEMA,2,3,1,15,3,0,0,2
9,Psilothrix_viridicoerulea,E3,LEMA,4,7,1,15,3,0,0,4
9,Sphaerophoria_scripta,E3,LEMA,1,1,0,15,3,0,0,1
9,Musca_sp.,E3,ME,1,1,0,15,3,90,90,1
9,Psilothrix_viridicoerulea,E5,LEMA,2,7,1,15,3,64,1,2
9,Dilophus_sp.,F1,LEMA,1,3,1,15,3,0,0,1
9,Psilothrix_viridicoerulea,F2,LEMA,5,7,1,15,3,0,0,5
9,Psilothrix_viridicoerulea,F5,LEMA,1,7,1,15,3,0,0,1
7,Mordellidae,D1,CHMI,2,2,0,17,3,0,0,2
7,Dilophus_sp.,D3,CHMI,1,0,1,17,3,0,0,1
7,Dilophus_sp.,D4,LEMA,1,0,1,17,3,320,5,1
7,Odontomyia_sp.,E4,LEMA,1,0,0,17,3,320,5,1
7,Curculionidae,F3,LEMA,1,1,0,17,3,256,4,1
7,Mordellidae,F4,CHMI,2,2,0,17,3,0,0,2
7,Psilothrix_viridicoerulea,F4,CHMI,1,0,0,17,3,0,0,1
7,Curculionidae,F4,LEMA,1,1,0,17,3,256,4,1
7,Mordellidae,F5,CHMI,1,2,0,17,3,0,0,1
8,Psilothrix_viridicoerulea,A4,LEMA,1,2,0,17,3,320,5,1
8,Mordellidae,B5,LEMA,1,0,0,17,3,192,3,1
8,Psilothrix_viridicoerulea,B5,LEMA,2,2,0,17,3,192,3,2
8,Psilothrix_viridicoerulea,E5,LEMA,1,2,0,17,3,192,3,1
8,Cantharidae,F2,PUPA,1,0,0,17,3,0,0,1
8,Dilophus_sp.,F3,PUPA,1,0,0,17,3,0,0,1
9,Psilothrix_viridicoerulea,B6,LEMA,1,4,0,17,3,128,2,1
9,Psilothrix_viridicoerulea,D6,LEMA,1,4,0,17,3,64,1,1
9,Psilothrix_viridicoerulea,E5,LEMA,2,4,0,17,3,64,1,2
9,Psilothrix_viridicoerulea,E6,LEMA,1,4,0,17,3,128,2,1
9,Psilothrix_viridicoerulea,F6,LEMA,2,4,0,17,3,0,0,2
7,Eucera_sp.,B5,PUPA,1,4,0,18,3,315,9,1
7,Dilophus_sp.,C2,PUPA,1,0,0,18,3,0,0,1
7,Eucera_sp.,C2,PUPA,2,4,0,18,3,0,0,2
7,Lasiocampa_trifolii,C2,PUPA,1,0,0,18,3,0,0,1
7,Eucera_sp.,D2,PUPA,2,4,0,18,3,0,0,2
7,Eucera_sp.,D3,PUPA,1,4,0,18,3,210,6,1
7,Eucera_sp.,D5,PUPA,2,4,0,18,3,595,17,2
8,Eucera_sp.,B2,PUPA,2,6,0,18,3,385,11,2
8,Lasiocampa_trifolii,B4,PUPA,1,1,0,18,3,1050,30,1
8,Eucera_sp.,C3,PUPA,3,6,0,18,3,525,15,3
8,Lasiocampa_trifolii,C3,PUPA,1,1,0,18,3,525,15,1
8,Eucera_sp.,D3,PUPA,7,6,0,18,3,490,14,7
8,Psilothrix_viridicoerulea,D3,PUPA,1,1,0,18,3,490,14,1
8,Eucera_sp.,D5,PUPA,1,6,0,18,3,245,7,1
8,Eucera_sp.,D6,PUPA,1,6,0,18,3,210,6,1
8,Meligethes_sp.,D6,PUPA,1,0,0,18,3,210,6,1
8,Psilothrix_viridicoerulea,D6,PUPA,1,1,0,18,3,210,6,1
8,Eucera_sp.,E1,PUPA,1,6,0,18,3,280,8,1
8,Musca_sp.,E2,PUPA,1,0,0,18,3,490,14,1
8,Eucera_sp.,F3,PUPA,2,6,0,18,3,0,0,2
8,Thymelicus_sp.,B2,PUPA,2,6,0,20,3,385,11,2
8,Musca_sp.,B3,PUPA,1,0,0,20,3,735,21,1
8,Thymelicus_sp.,B4,PUPA,1,6,0,20,3,1050,30,1
8,Thymelicus_sp.,B6,PUPA,1,6,0,20,3,490,14,1
8,Lasiocampa_trifolii,C5,PUPA,1,1,0,20,3,315,9,1
8,Thymelicus_sp.,C5,PUPA,6,6,0,20,3,315,9,6
8,Bombyliidae,D2,PUPA,1,2,0,20,3,840,24,1
8,Lasiocampa_trifolii,D2,PUPA,1,1,0,20,3,840,24,1
8,Thymelicus_sp.,D6,PUPA,3,6,0,20,3,210,6,3
8,Thymelicus_sp.,E6,PUPA,1,6,0,20,3,245,7,1
8,Bombyliidae,F1,PUPA,1,2,0,20,3,0,0,1
8,Bombyliidae,F4,PUPA,2,2,0,20,3,0,0,2
8,Eucera_sp.,F4,PUPA,1,0,0,20,3,0,0,1
8,Thymelicus_sp.,F5,PUPA,2,6,0,20,3,560,16,2
7,Bombyliidae,A6,PUPA,1,7,0,21,3,700,20,1
7,Bombyliidae,B4,PUPA,1,7,0,21,3,385,11,1
7,Lasiocampa_trifolii,B4,PUPA,1,4,0,21,3,385,11,1
7,Bombyliidae,B5,PUPA,1,7,0,21,3,315,9,1
7,Bombyliidae,C2,PUPA,1,7,0,21,3,0,0,1
7,Colias_croceus,C3,PUPA,1,0,0,21,3,420,12,1
7,Bombyliidae,C4,PUPA,1,7,0,21,3,175,5,1
7,Andrena_cinerea,E3,PUPA,2,0,0,21,3,560,16,2
7,Bombyliidae,E4,PUPA,3,7,0,21,3,245,7,3
7,Lasiocampa_trifolii,E4,PUPA,1,4,0,21,3,245,7,1
7,Bombyliidae,E6,PUPA,1,7,0,21,3,245,7,1
