Plot,Subplot,Plant_Simple,Seeds_GF,Fruit_GF,visits_GF,ID,homo_motif,hete_motif,Strength,StrengthIn,StrengthOut,Degree,DegreeIn,DegreeOut,PageRank,Hub,Authority,Katz,Multiplexity,Kcore
1,C4,LEMA,128,2,2,Melyridae,1,0,2.16666666666667,1.16666666666667,1,4,2,2,0.165306795686682,0.0113405436408498,0,8.69695282734099e-4,0.333333333333333,2
1,C5,CHFU,152,2,2,Dilophus_sp.,0,0,1.5,0.5,1,2,1,1,0.134088854710177,0,0,1.43947019144528e-5,0.333333333333333,2
1,C5,LEMA,64,1,1,Dilophus_sp.,8,0,2.33333333333333,1.33333333333333,1,6,3,3,0.145902699338616,0.0436273892871424,0,0.016867442661861,0.333333333333333,4
1,C5,LEMA,64,1,1,Diptera,0,0,2.33333333333333,1.33333333333333,1,6,3,3,0.145902699338616,0.0436273892871424,0,0.016867442661861,0.333333333333333,4
1,C5,LEMA,64,1,1,Eupeodes_corollae,2,0,2.33333333333333,1.33333333333333,1,6,3,3,0.145902699338616,0.0436273892871424,0,0.016867442661861,0.333333333333333,4
1,C6,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,C6,LEMA,128,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D1,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D1,LEMA,192,3,2,Melyridae,1,0,1.5,0.5,1,2,1,1,0.11070112610533,6.01150981600019e-4,0,2.85121708011212e-4,0.333333333333333,2
1,D2,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D2,LEMA,192,3,1,Psilothrix_viridicoerulea,4,0,1.02325581395349,0.0232558139534884,1,2,1,1,0.0714237543638874,1,0,0.0102034234224611,0.333333333333333,2
1,D3,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D3,LEMA,128,2,1,Dilophus_sp.,8,0,2.48643410852713,1.48643410852713,1,8,4,4,0.220110341141212,0.46420694631813,0,0.0105113556860418,0.333333333333333,4
1,D3,LEMA,128,2,1,Chrysomelidae,0,0,2.48643410852713,1.48643410852713,1,8,4,4,0.220110341141212,0.46420694631813,0,0.0105113556860418,0.333333333333333,4
1,D3,LEMA,128,2,1,Dilophus_sp.,1,0,2.48643410852713,1.48643410852713,1,8,4,4,0.220110341141212,0.46420694631813,0,0.0105113556860418,0.333333333333333,4
1,D3,LEMA,128,2,1,Mordellidae,2,0,2.48643410852713,1.48643410852713,1,8,4,4,0.220110341141212,0.46420694631813,0,0.0105113556860418,0.333333333333333,4
1,D3,LEMA,128,2,3,Psilothrix_viridicoerulea,13,0,2.48643410852713,1.48643410852713,1,8,4,4,0.220110341141212,0.46420694631813,0,0.0105113556860418,0.333333333333333,4
1,D4,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D4,LEMA,192,3,1,Mordellidae,2,0,1.25,0.25,1,2,1,1,0.083268160083121,0.0138232709077661,0,0.00310973189646122,0.333333333333333,2
1,D5,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D5,LEMA,128,2,1,Anthaxia_semicuprea,0,0,1.85658914728682,0.856589147286822,1,10,5,5,0.172228418760383,0.251237518125663,0,0.00907546554104966,0.333333333333333,4
1,D5,LEMA,128,2,1,Dilophus_sp.,8,0,1.85658914728682,0.856589147286822,1,10,5,5,0.172228418760383,0.251237518125663,0,0.00907546554104966,0.333333333333333,4
1,D5,LEMA,128,2,1,Mordellidae,2,0,1.85658914728682,0.856589147286822,1,10,5,5,0.172228418760383,0.251237518125663,0,0.00907546554104966,0.333333333333333,4
1,D5,LEMA,128,2,1,Odontomyia_sp.,5,0,1.85658914728682,0.856589147286822,1,10,5,5,0.172228418760383,0.251237518125663,0,0.00907546554104966,0.333333333333333,4
1,D5,LEMA,128,2,1,Psilothrix_viridicoerulea,13,0,1.85658914728682,0.856589147286822,1,10,5,5,0.172228418760383,0.251237518125663,0,0.00907546554104966,0.333333333333333,4
1,D5,ME,10,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D5,ME,12,12,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D5,ME,280,140,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D6,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,D6,LEMA,128,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E1,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E1,LEMA,192,3,3,Psilothrix_viridicoerulea,13,0,1.09302325581395,0.0930232558139535,1,2,1,1,0.128656581176622,1,0,0.0102034234224611,0.333333333333333,2
1,E1,LEMA,192,3,1,Psilothrix_viridicoerulea,3,0,1.09302325581395,0.0930232558139535,1,2,1,1,0.128656581176622,1,0,0.0102034234224611,0.333333333333333,2
1,E2,CHFU,76,1,1,Diptera,1,0,1.2,0.2,1,2,1,1,0.0955431128103234,0,0,1.43947019144528e-5,0.333333333333333,2
1,E2,LEMA,256,4,1,Dilophus_sp.,8,0,1.46317829457364,0.463178294573643,1,6,3,3,0.143289989218305,0.437116619910335,0,0.127077649681448,0.333333333333333,4
1,E2,LEMA,256,4,1,Psilothrix_viridicoerulea,4,0,1.46317829457364,0.463178294573643,1,6,3,3,0.143289989218305,0.437116619910335,0,0.127077649681448,0.333333333333333,4
1,E2,LEMA,256,4,1,Psilothrix_viridicoerulea,3,0,1.46317829457364,0.463178294573643,1,6,3,3,0.143289989218305,0.437116619910335,0,0.127077649681448,0.333333333333333,4
1,E2,LEMA,256,4,2,Sphaerophoria_scripta,1,0,1.46317829457364,0.463178294573643,1,6,3,3,0.143289989218305,0.437116619910335,0,0.127077649681448,0.333333333333333,4
1,E3,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E3,LEMA,192,3,1,Psilothrix_viridicoerulea,4,0,1.48643410852713,0.486434108527132,1,6,3,3,0.160022153817833,0.620158179311196,0,0.0132875995688593,0.333333333333333,4
1,E3,LEMA,192,3,1,Eupeodes_corollae,0,0,1.48643410852713,0.486434108527132,1,6,3,3,0.160022153817833,0.620158179311196,0,0.0132875995688593,0.333333333333333,4
1,E3,LEMA,192,3,1,Odontomyia_sp.,5,0,1.48643410852713,0.486434108527132,1,6,3,3,0.160022153817833,0.620158179311196,0,0.0132875995688593,0.333333333333333,4
1,E3,LEMA,192,3,2,Psilothrix_viridicoerulea,13,0,1.48643410852713,0.486434108527132,1,6,3,3,0.160022153817833,0.620158179311196,0,0.0132875995688593,0.333333333333333,4
1,E4,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E4,LEMA,256,4,3,Psilothrix_viridicoerulea,4,0,1.09302325581395,0.0930232558139535,1,2,1,1,0.128656581180643,1,0,0.0102034234224611,0.333333333333333,2
1,E4,LEMA,256,4,1,Psilothrix_viridicoerulea,13,0,1.09302325581395,0.0930232558139535,1,2,1,1,0.128656581180643,1,0,0.0102034234224611,0.333333333333333,2
1,E4,ME,400,200,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E5,CHFU,684,9,1,Diptera,1,0,1.2,0.2,1,2,1,1,0.0955431128179284,0,0,1.43947019144528e-5,0.333333333333333,2
1,E5,LEMA,192,3,1,Dilophus_sp.,0,0,1.12984496124031,0.12984496124031,1,4,2,2,0.113332027348192,0.70487811045006,0,0.0126018814898614,0.333333333333333,4
1,E5,LEMA,192,3,2,Psilothrix_viridicoerulea,2,0,1.12984496124031,0.12984496124031,1,4,2,2,0.113332027348192,0.70487811045006,0,0.0126018814898614,0.333333333333333,4
1,E5,ME,280,140,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E6,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,E6,LEMA,256,4,3,Psilothrix_viridicoerulea,3,0,1.06976744186047,0.0697674418604651,1,2,1,1,0.109578972237984,1,0,0.0102034234224611,0.333333333333333,2
1,F1,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F1,LEMA,128,2,1,Dilophus_sp.,8,0,1.91666666666667,0.916666666666667,1,6,3,3,0.129977545503052,0.0496916649407122,0,0.164756823278088,0.333333333333333,4
1,F1,LEMA,128,2,1,Scaeva_sp.,1,0,1.91666666666667,0.916666666666667,1,6,3,3,0.129977545503052,0.0496916649407122,0,0.164756823278088,0.333333333333333,4
1,F1,LEMA,128,2,2,Sphaerophoria_scripta,1,0,1.91666666666667,0.916666666666667,1,6,3,3,0.129977545503052,0.0496916649407122,0,0.164756823278088,0.333333333333333,4
1,F1,ME,240,120,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F2,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F2,LEMA,128,2,1,Dilophus_sp.,8,0,1.08333333333333,0.0833333333333333,1,2,1,1,0.0751768094738034,0.114634331350179,0,0.017398797624662,0.333333333333333,2
1,F3,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F3,LEMA,128,2,1,Dilophus_sp.,8,0,1.6531007751938,0.65310077519379806,1,6,3,3,0.157252410438445,0.625563578312271,0,0.018410991888416,0.333333333333333,4
1,F3,LEMA,128,2,1,Scaeva_sp.,1,0,1.6531007751938,0.65310077519379806,1,6,3,3,0.157252410438445,0.625563578312271,0,0.018410991888416,0.333333333333333,4
1,F3,LEMA,128,2,3,Psilothrix_viridicoerulea,2,0,1.6531007751938,0.65310077519379806,1,6,3,3,0.157252410438445,0.625563578312271,0,0.018410991888416,0.333333333333333,4
1,F4,CHFU,152,2,1,Diptera,1,0,1.2,0.2,1,2,1,1,0.0955431128120841,0,0,1.43947019144528e-5,0.333333333333333,2
1,F4,LEMA,192,3,1,Mordellidae,0,0,1.25,0.25,1,2,1,1,0.083268160092105,0.0138232709077661,0,0.00310973189646122,0.333333333333333,2
1,F4,ME,360,180,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F5,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F5,LEMA,256,4,1,Psilothrix_viridicoerulea,13,0,1.04651162790698,0.0465116279069767,1,2,1,1,0.0905013633000778,0.999999999999999,0,0.0102034234224611,0.333333333333333,2
1,F5,LEMA,256,4,1,Psilothrix_viridicoerulea,2,0,1.04651162790698,0.0465116279069767,1,2,1,1,0.0905013633000778,0.999999999999999,0,0.0102034234224611,0.333333333333333,2
1,F5,ME,440,220,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F6,CHFU,380,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,F6,LEMA,192,3,1,Eupeodes_corollae,2,0,1.41666666666667,0.416666666666667,1,4,2,2,0.0964858393320464,0.0251641220594041,0,0.161938297465972,0.333333333333333,4
1,F6,LEMA,192,3,1,Sphaerophoria_scripta,1,0,1.41666666666667,0.416666666666667,1,4,2,2,0.0964858393320464,0.0251641220594041,0,0.161938297465972,0.333333333333333,4
1,F6,ME,220,110,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A1,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A1,LEMA,128,2,1,Nemotelus_sp.,0,1,2.26641414141414,1.26641414141414,1,8,4,4,0.163796092428756,0.266142669642317,0.0011253206480369,0.0675308077202411,0.333333333333333,4
2,A1,LEMA,128,2,1,Psilothrix_viridicoerulea,7,0,2.26641414141414,1.26641414141414,1,8,4,4,0.163796092428756,0.266142669642317,0.0011253206480369,0.0675308077202411,0.333333333333333,4
2,A1,LEMA,128,2,2,Diptera,0,4,2.26641414141414,1.26641414141414,1,8,4,4,0.163796092428756,0.266142669642317,0.0011253206480369,0.0675308077202411,0.333333333333333,4
2,A1,LEMA,128,2,1,Eupeodes_corollae,1,0,2.26641414141414,1.26641414141414,1,8,4,4,0.163796092428756,0.266142669642317,0.0011253206480369,0.0675308077202411,0.333333333333333,4
2,A2,CHFU,380,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A2,LEMA,192,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A3,CHFU,152,2,1,Dilophus_sp.,0,0,1.2,0.2,1,2,1,1,0.0998239594741857,7.04151469726909e-7,0.00211843537526624,2.51924421099302e-4,0.333333333333333,2
2,A3,LEMA,64,1,1,Psilothrix_viridicoerulea,7,0,1.06060606060606,0.0606060606060606,1,2,1,1,0.0884856920491211,1,2.84424804526775e-7,0.00111998387574154,0.333333333333333,2
2,A3,LEMA,64,1,1,Psilothrix_viridicoerulea,11,0,1.06060606060606,0.0606060606060606,1,2,1,1,0.0884856920491211,1,2.84424804526775e-7,0.00111998387574154,0.333333333333333,2
2,A4,CHFU,304,4,2,Dilophus_sp.,0,0,1.4,0.4,1,2,1,1,0.146352186151001,7.04151469688074e-7,0.00423687075053245,2.51924421099302e-4,0.333333333333333,2
2,A4,LEMA,192,3,2,Nemotelus_sp.,5,0,1.22222222222222,0.222222222222222,1,2,1,1,0.0833153281983083,0.182123327244013,5.15240013192939e-6,0.0170194909832777,0.333333333333333,2
2,A4,ME,240,120,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A5,CHFU,380,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A5,LEMA,192,3,1,Episyrphus_balteatus,0,0,2,1,1,2,1,1,0.153965450301945,0,0,9.35493484460825e-6,0.333333333333333,2
2,A5,ME,90,90,1,Eupeodes_corollae,0,3,2,1,1,2,1,1,0.129044871484993,1.29338912681081e-5,0.0162472069294817,0.0027152363855218,0.333333333333333,2
2,A6,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A6,LEMA,320,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A6,ME,360,180,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1,CHFU,152,2,1,Dilophus_sp.,0,0,1.2,0.2,1,2,1,1,0.0998239594742281,7.04151469668048e-7,0.00211843537526623,2.51924421099302e-4,0.333333333333333,2
2,B1,LEMA,192,3,1,Psilothrix_viridicoerulea,7,0,1.39393939393939,0.393939393939394,1,4,2,2,0.113011555482561,0.683216226821734,1.35478648425552e-6,0.00190536252758021,0.333333333333333,4
2,B1,LEMA,192,3,1,Cantharidae,2,2,1.39393939393939,0.393939393939394,1,4,2,2,0.113011555482561,0.683216226821734,1.35478648425552e-6,0.00190536252758021,0.333333333333333,4
2,B1,LEMA,192,3,1,Psilothrix_viridicoerulea,11,0,1.39393939393939,0.393939393939394,1,4,2,2,0.113011555482561,0.683216226821734,1.35478648425552e-6,0.00190536252758021,0.333333333333333,4
2,B1,ME,70,70,5,Diptera,2,2,1.71428571428571,0.714285714285714,1,2,1,1,0.0927908535890129,0.00212877479375898,0.00307977328388042,0.207520396319743,0.333333333333333,2
2,B2,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B2,LEMA,128,2,1,Meligethes_sp.,0,0,1.14285714285714,0.142857142857143,1,2,1,1,0.0762484774984703,0.0917642023118038,1.07906967525583e-8,1.34419515463597e-4,0.333333333333333,2
2,B2,ME,280,140,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B3,CHFU,380,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B3,LEMA,128,2,1,Psilothrix_viridicoerulea,11,0,1.03030303030303,0.0303030303030303,1,2,1,1,0.0708907124236848,1,1.42212402261475e-7,0.00111998387574154,0.333333333333333,2
2,B4,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B4,LEMA,192,3,1,Melyridae,1,0,1.53030303030303,0.53030303030303,1,4,2,2,0.102847561308742,0.517889355978426,1.47997923298825e-7,6.18803699050033e-4,0.333333333333333,4
2,B4,LEMA,192,3,1,Psilothrix_viridicoerulea,2,0,1.53030303030303,0.53030303030303,1,4,2,2,0.102847561308742,0.517889355978426,1.47997923298825e-7,6.18803699050033e-4,0.333333333333333,4
2,B4,ME,320,160,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B5,LEMA,192,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B5,ME,0,0,2,Calliphoridae,1,0,1.83333333333333,0.833333333333333,1,4,2,2,0.131414533500139,1.41004299107422e-5,0.00235301805734683,0.00377342260275051,0.333333333333333,2
2,B5,ME,0,0,1,Cantharidae,1,3,1.83333333333333,0.833333333333333,1,4,2,2,0.131414533500139,1.41004299107422e-5,0.00235301805734683,0.00377342260275051,0.333333333333333,2
2,B6,LEMA,256,4,1,Psilothrix_viridicoerulea,0,0,1.03030303030303,0.0303030303030303,1,2,1,1,0.0708907124225327,1,1.42212402273367e-7,0.00111998387574154,0.333333333333333,2
2,C1,CHFU,456,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C1,LEMA,320,5,1,Eupeodes_corollae,2,0,1.57598039215686,0.575980392156863,1,6,3,3,0.120319398965766,0.0897938647668097,3.57025876563974e-6,0.00205360605879613,0.333333333333333,4
2,C1,LEMA,320,5,1,Cantharidae,2,2,1.57598039215686,0.575980392156863,1,6,3,3,0.120319398965766,0.0897938647668097,3.57025876563974e-6,0.00205360605879613,0.333333333333333,4
2,C1,LEMA,320,5,2,Dilophus_sp.,7,1,1.57598039215686,0.575980392156863,1,6,3,3,0.120319398965766,0.0897938647668097,3.57025876563974e-6,0.00205360605879613,0.333333333333333,4
2,C1,ME,0,0,1,Cantharidae,1,3,1.33333333333333,0.333333333333333,1,2,1,1,0.0733949679873311,3.94814102776465e-5,0.00227370806318004,0.0101398520576912,0.333333333333333,2
2,C2,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C2,LEMA,256,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C3,CHFU,228,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C3,LEMA,384,6,1,Nemotelus_sp.,5,0,1.17171717171717,0.171717171717172,1,4,2,2,0.10349548974991,0.727374442414671,2.86062487047007e-6,0.0064198195782536,0.333333333333333,4
2,C3,LEMA,384,6,1,Psilothrix_viridicoerulea,7,0,1.17171717171717,0.171717171717172,1,4,2,2,0.10349548974991,0.727374442414671,2.86062487047007e-6,0.0064198195782536,0.333333333333333,4
2,C3,LEMA,384,6,1,Psilothrix_viridicoerulea,11,0,1.17171717171717,0.171717171717172,1,4,2,2,0.10349548974991,0.727374442414671,2.86062487047007e-6,0.0064198195782536,0.333333333333333,4
2,C4,CHFU,152,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C4,LEMA,192,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C4,ME,280,140,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C5,LEMA,512,8,1,Eupeodes_corollae,2,0,1.15530303030303,0.15530303030303,1,4,2,2,0.0886052619224036,0.554161322899942,2.60248695990847e-6,0.00248036658542501,0.333333333333333,4
2,C5,LEMA,512,8,1,Psilothrix_viridicoerulea,7,0,1.15530303030303,0.15530303030303,1,4,2,2,0.0886052619224036,0.554161322899942,2.60248695990847e-6,0.00248036658542501,0.333333333333333,4
2,C5,ME,500,250,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C5,PUPA,420,12,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,C6,LEMA,384,6,1,Meligethes_sp.,3,0,1.17316017316017,0.173160173160173,1,4,2,2,0.0938434571256727,0.545882101155902,1.53003098977726e-7,6.27201695602571e-4,0.333333333333333,4
2,C6,LEMA,384,6,1,Psilothrix_viridicoerulea,7,0,1.17316017316017,0.173160173160173,1,4,2,2,0.0938434571256727,0.545882101155902,1.53003098977726e-7,6.27201695602571e-4,0.333333333333333,4
2,D1,CHFU,228,3,3,Diptera,0,4,2,1,1,2,1,1,0.13737058102234,0.00624653857280362,0.00249066612206885,0.151742702037009,0.333333333333333,2
2,D1,LEMA,384,6,1,Eupeodes_corollae,2,1,2.61207664884135,1.61207664884135,1,10,5,5,0.189496256799398,0.304321089886123,3.35881692997952e-6,0.00102883972676441,0.333333333333333,4
