Plot,Subplot,Plant,Seeds_GF,Fruit_GF,visits_GF,ID,homo_motif,hete_motif,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio
1,A1,LEMA,696,12,4,Brassicogethes_sp.,30,0,0.005186394235265005,0.007129038156608646,0.017094017094017096,1,1,1,-0.0019426439213436411,0.7275026618362531
1,A2,CETE,1443,13,1,Bombilus_major,0,0,0.01333333333333334,0.16666666666666666,1,1,1,1,-0.15333333333333332,0.08000000000000004
1,A2,LEMA,870,15,9,Brassicogethes_sp.,30,0,0.010009339372489644,0.013707165121750894,0.056643356643356645,1,2,2,-0.0036978257492612503,0.7302268035428098
1,A2,LEMA,870,15,1,Psilothrix_viridicoerulea,26,0,0.010009339372489644,0.013707165121750894,0.056643356643356645,1,2,2,-0.0036978257492612503,0.7302268035428098
1,A3,CETE,1665,15,1,Small bee 1_8_6,0,3,0.013852977948673106,0.21637426900584794,1.5,1,2,2,-0.20252129105717484,0.06402322241143517
1,A3,CETE,1665,15,1,Tabanidae,1,0,0.013852977948673106,0.21637426900584794,1.5,1,2,2,-0.20252129105717484,0.06402322241143517
1,A3,LEMA,406,7,10,Brassicogethes_sp.,58,0,0.011679140616131387,0.016022562947984098,0.5427350427350427,1,2,2,-0.0043434223318527115,0.7289183792909245
1,A3,LEMA,406,7,1,Malachius_bipustulatus,1,0,0.011679140616131387,0.016022562947984098,0.5427350427350427,1,2,2,-0.0043434223318527115,0.7289183792909245
1,A4,LEMA,754,13,8,Brassicogethes_sp.,58,0,0.012572550186246928,0.017175555993457846,0.12509712509712512,1,2,2,-0.004603005807210918,0.7320025151462812
1,A4,LEMA,754,13,5,Psilothrix_viridicoerulea,26,0,0.012572550186246928,0.017175555993457846,0.12509712509712512,1,2,2,-0.004603005807210918,0.7320025151462812
1,A5,LEMA,406,7,15,Brassicogethes_sp.,58,0,0.017081137686892057,0.02328296621454199,0.4822843822843823,1,3,3,-0.006201828527649934,0.7336323700982559
1,A5,LEMA,406,7,2,Elateridae,3,0,0.017081137686892057,0.02328296621454199,0.4822843822843823,1,3,3,-0.006201828527649934,0.7336323700982559
1,A5,LEMA,406,7,1,Psilothrix_viridicoerulea,26,0,0.017081137686892057,0.02328296621454199,0.4822843822843823,1,3,3,-0.006201828527649934,0.7336323700982559
1,A6,LEMA,1334,23,1,Black_small_fly_LEMA,0,0,0.015245103976302765,0.020952406265057073,2.056643356643357,1,4,4,-0.005707302288754308,0.7276063562077575
1,A6,LEMA,1334,23,9,Brassicogethes_sp.,58,0,0.015245103976302765,0.020952406265057073,2.056643356643357,1,4,4,-0.005707302288754308,0.7276063562077575
1,A6,LEMA,1334,23,1,Oedemeridae,0,0,0.015245103976302765,0.020952406265057073,2.056643356643357,1,4,4,-0.005707302288754308,0.7276063562077575
1,A6,LEMA,1334,23,1,Psilothrix_viridicoerulea,26,0,0.015245103976302765,0.020952406265057073,2.056643356643357,1,4,4,-0.005707302288754308,0.7276063562077575
1,B1,CHFU,2048,64,2,Ulidiidae,6,0,0.008337550867022541,0.059471674249067366,0.15384615384615385,1,1,1,-0.05113412338204482,0.14019364634170006
1,B1,LEMA,406,7,8,Brassicogethes_sp.,58,0,0.011762587780839016,0.016147088265323944,1.0523698523698524,1,3,3,-0.004384500484484927,0.7284649459741487
1,B1,LEMA,406,7,1,Mordellidae,0,0,0.011762587780839016,0.016147088265323944,1.0523698523698524,1,3,3,-0.004384500484484927,0.7284649459741487
1,B1,LEMA,406,7,1,Psilothrix_viridicoerulea,2,0,0.011762587780839016,0.016147088265323944,1.0523698523698524,1,3,3,-0.004384500484484927,0.7284649459741487
1,B2,LEMA,1856,32,10,Brassicogethes_sp.,58,0,0.009965985588162508,0.013655928724854946,0.042735042735042736,1,1,1,-0.003689943136692438,0.7297918573654805
1,B4,CHFU,608,19,1,Ulidiidae,6,0,0.005168775433511272,0.03655401894271551,0.07692307692307693,1,1,1,-0.03138524350920424,0.14140101644121147
1,B4,LEMA,2204,38,9,Brassicogethes_sp.,65,0,0.014759215666192722,0.019426017496143463,1.093006993006993,1,3,3,-0.004666801829950742,0.7597653852171596
1,B4,LEMA,2204,38,1,Other_Black_small_fly_jarE,0,1,0.014759215666192722,0.019426017496143463,1.093006993006993,1,3,3,-0.004666801829950742,0.7597653852171596
1,B4,LEMA,2204,38,3,Psilothrix_viridicoerulea,27,0,0.014759215666192722,0.019426017496143463,1.093006993006993,1,3,3,-0.004666801829950742,0.7597653852171596
1,B5,LEMA,1044,18,8,Brassicogethes_sp.,58,0,0.009212740813673391,0.012619350027043178,0.05236985236985237,1,2,2,-0.003406609213369787,0.730048757973315
1,B5,LEMA,1044,18,1,Psilothrix_viridicoerulea,26,0,0.009212740813673391,0.012619350027043178,0.05236985236985237,1,2,2,-0.003406609213369787,0.730048757973315
1,B6,LEMA,2088,36,1,Andrena_sp.,1,0,0.010271666133375395,0.014078142224398514,0.2523698523698524,1,3,3,-0.003806476091023119,0.7296180113576207
1,B6,LEMA,2088,36,8,Brassicogethes_sp.,65,0,0.010271666133375395,0.014078142224398514,0.2523698523698524,1,3,3,-0.003806476091023119,0.7296180113576207
1,B6,LEMA,2088,36,1,Psilothrix_viridicoerulea,26,0,0.010271666133375395,0.014078142224398514,0.2523698523698524,1,3,3,-0.003806476091023119,0.7296180113576207
1,C1,CHFU,224,7,1,Other_Black_small_fly_jarE,0,1,0.011709836424530835,0.09360603733037513,1.1538461538461537,1,2,2,-0.08189620090584429,0.12509702107356485
