Real_PR_Multi,Plot,Label,Plant_Simple,Real_PR_Layer,Delta,Ratio,module,pecentage_same_plants,abs_CHFU,abs_CHMI,abs_LEMA,abs_ME,abs_PUPA,total,CHFU,CHMI,LEMA,ME,PUPA,entropy
0.007547670355310822,1,B5 LEMA,LEMA,0.006818839269083052,7.288310862277698e-4,1.106884919480699,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.011894438874183639,1,C1 LEMA,LEMA,0.014926801129017177,-0.003032362254833538,0.7968511653217693,7,0.5,0,0,1,1,0,2,0,0,0.5,0.5,0,0.6931471805599453
0.007944272619851471,1,C2 LEMA,LEMA,0.007564597262188727,3.7967535766274436e-4,1.0501910867827073,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.009796684829935858,1,C3 LEMA,LEMA,0.010849265045149901,-0.0010525802152140436,0.9029814267755775,6,1,0,0,4,0,0,4,0,0,1,0,0,0
0.00985071378650838,1,C4 CHFU,CHFU,0.024337648858841585,-0.014486935072333205,0.4047520713131552,3,1,6,0,0,0,0,6,1,0,0,0,0,0
0.017468714887891753,1,C4 LEMA,LEMA,0.023978461959287014,-0.006509747071395261,0.7285169047769557,9,1,0,0,2,0,0,2,0,0,1,0,0,0
0.014169774224017195,1,C5 CHFU,CHFU,0.041393744319624955,-0.027223970095607758,0.34231680310445467,3,1,6,0,0,0,0,6,1,0,0,0,0,0
0.015418196484498277,1,C5 LEMA,LEMA,0.020901579347482147,-0.00548338286298387,0.7376570080267925,8,1,0,0,3,0,0,3,0,0,1,0,0,0
0.011698287427746435,1,D1 LEMA,LEMA,0.013908141442423952,-0.002209854014677517,0.8411107606414753,9,1,0,0,2,0,0,2,0,0,1,0,0,0
0.007547670354523019,1,D2 LEMA,LEMA,0.006818839269083052,7.288310854399668e-4,1.1068849193651655,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.01165161765347629,1,D2 ME,ME,0.07246376811594203,-0.06081215046246574,0.1607923236179728,7,0.5,0,0,1,1,0,2,0,0,0.5,0.5,0,0.6931471805599453
0.02326005278428006,1,D3 LEMA,LEMA,0.03485352311832924,-0.011593470334049179,0.6673658988593825,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.008799322143345853,1,D4 LEMA,LEMA,0.008929215235909985,-1.2989309256413242e-4,0.9854530225633098,11,1,0,0,2,0,0,2,0,0,1,0,0,0
0.01820015402524645,1,D5 LEMA,LEMA,0.025754711188468303,-0.007554557163221853,0.7066728060765669,6,1,0,0,4,0,0,4,0,0,1,0,0,0
0.013595721371824875,1,E1 LEMA,LEMA,0.01769069253959096,-0.004094971167766085,0.7685239761755099,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.01009647177692939,1,E2 CHFU,CHFU,0.0253081543319768,-0.01521168255504741,0.39894144964070016,3,1,6,0,0,0,0,6,1,0,0,0,0,0
0.015142099618747348,1,E2 LEMA,LEMA,0.023132260717669103,-0.007990161098921755,0.6545879714722982,2,0.6666666666666666,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.016910262939754596,1,E3 LEMA,LEMA,0.023684697332519888,-0.006774434392765292,0.7139742046243603,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.014918226748079633,1,E3 ME,ME,0.07246376811594203,-0.0575455413678624,0.20587152912349893,2,0.3333333333333333,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.013595721372249792,1,E4 LEMA,LEMA,0.01769069253959096,-0.004094971167341168,0.7685239761995292,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.010096471777733044,1,E5 CHFU,CHFU,0.0253081543319768,-0.015211682554243756,0.3989414496724549,3,1,6,0,0,0,0,6,1,0,0,0,0,0
0.011976306631487247,1,E5 LEMA,LEMA,0.014812499442527334,-0.002836192811040087,0.8085270604029693,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.011579704365945596,1,E6 LEMA,LEMA,0.014066741449421659,-0.002487037083476062,0.8231973558042247,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.013735313631777806,1,F1 LEMA,LEMA,0.020809403280882592,-0.007074089649104786,0.6600532195171743,2,0.6666666666666666,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.007944272620033811,1,F2 LEMA,LEMA,0.007564597262188727,3.796753578450846e-4,1.0501910868068116,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.016617571661055684,1,F3 LEMA,LEMA,0.0233614952762487,-0.006743923615193017,0.7113231180005216,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.01009647177711545,1,F4 CHFU,CHFU,0.0253081543319768,-0.01521168255486135,0.3989414496480519,3,1,6,0,0,0,0,6,1,0,0,0,0,0
0.008799322144295232,1,F4 LEMA,LEMA,0.008929215235909985,-1.2989309161475296e-4,0.9854530226696326,11,1,0,0,2,0,0,2,0,0,1,0,0,0
0.009563687360143649,1,F5 LEMA,LEMA,0.010442790359252356,-8.791029991087069e-4,0.9158172319020254,1,1,0,0,13,0,0,13,0,0,1,0,0,0
0.010196093941625184,1,F6 LEMA,LEMA,0.012942298923516003,-0.002746204981890819,0.7878116555551814,8,1,0,0,3,0,0,3,0,0,1,0,0,0
0.017276759050528497,2,A1 LEMA,LEMA,0.026024326400109835,-0.008747567349581337,0.6638695958891594,3,0.3333333333333333,1,0,1,1,0,3,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,1.0986122886681096
0.010529155303600218,2,A3 CHFU,CHFU,0.03822926374650516,-0.027700108442904943,0.275421346678767,2,0.8,4,0,1,0,0,5,0.8,0,0.2,0,0,0.5004024235381879
0.00933322619779142,2,A3 LEMA,LEMA,0.010859214686041431,-0.0015259884882500106,0.8594752445394108,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.01543682403625544,2,A4 CHFU,CHFU,0.0661136999068034,-0.050676875870547956,0.2334890356766574,2,0.8,4,0,1,0,0,5,0.8,0,0.2,0,0,0.5004024235381879
0.008787870511159831,2,A4 LEMA,LEMA,0.011725233759955858,-0.0029373632487960273,0.7494836086912193,5,0.75,0,0,3,1,0,4,0,0,0.75,0.25,0,0.5623351446188083
0.01623985009367556,2,A5 LEMA,LEMA,0.022598870056497224,-0.006359019962821663,0.718613366645142,11,1,0,0,1,0,0,1,0,0,1,0,0,0
0.013611296327611495,2,A5 ME,ME,0.04694835680751174,-0.033337060479900246,0.28992061177812484,4,0.2,0,0,4,1,0,5,0,0,0.8,0.2,0,0.5004024235381879
0.01052915530360469,2,B1 CHFU,CHFU,0.03822926374650516,-0.027700108442900474,0.275421346678884,2,0.8,4,0,1,0,0,5,0.8,0,0.2,0,0,0.5004024235381879
0.011920146476307902,2,B1 LEMA,LEMA,0.015346995135292644,-0.0034268486589847415,0.7767088196239663,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.009787322736331646,2,B1 ME,ME,0.06207642607528899,-0.05228910333895734,0.1576656930033497,3,0.3333333333333333,1,0,1,1,0,3,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,1.0986122886681096
0.008042478634120614,2,B2 LEMA,LEMA,0.008056974880723137,-1.4496246602522384e-5,0.9982007829468098,7,1,0,0,4,0,0,4,0,0,1,0,0,0
0.007477356384414519,2,B3 LEMA,LEMA,0.007124522597258,3.528337871565191e-4,1.0495238498215043,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.010848076467016167,2,B4 LEMA,LEMA,0.013616216432777946,-0.002768139965761779,0.7967027052318212,10,1,0,0,2,0,0,2,0,0,1,0,0,0
0.013861241726551184,2,B5 ME,ME,0.050488572253346194,-0.03662733052679501,0.2745421608873583,9,1,0,0,0,2,0,2,0,0,0,1,0,0
0.007477356384292999,2,B6 LEMA,LEMA,0.007124522597258,3.5283378703499825e-4,1.0495238498044477,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.012690957605964266,2,C1 LEMA,LEMA,0.019358875014885358,-0.006667917408921092,0.6555627636526389,6,0.5,0,0,2,2,0,4,0,0,0.5,0.5,0,0.6931471805599453
0.007741498338795275,2,C1 ME,ME,0.022783988328492762,-0.015042489989697486,0.3397780154721226,6,0.5,0,0,2,2,0,4,0,0,0.5,0.5,0,0.6931471805599453
0.010916418167932585,2,C3 LEMA,LEMA,0.015026916311782046,-0.004110498143849461,0.7264576405056191,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.009345838097500217,2,C5 LEMA,LEMA,0.01145423851253409,-0.0021084004150338734,0.8159283646200747,4,0.8,0,0,4,1,0,5,0,0,0.8,0.2,0,0.5004024235381879
0.009898348447683798,2,C6 LEMA,LEMA,0.01179166696950657,-0.0018933185218227722,0.8394358891987941,7,1,0,0,4,0,0,4,0,0,1,0,0,0
0.014489469154988291,2,D1 CHFU,CHFU,0.06896551724137925,-0.05447604808639096,0.21009730274733038,3,0.3333333333333333,1,0,1,1,0,3,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,1.0986122886681096
0.0199875413458002,2,D1 LEMA,LEMA,0.03577416380725932,-0.01578662246145912,0.5587144245631344,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.010449517751862435,2,D2 ME,ME,0.04694835680751174,-0.03649883905564931,0.22257472811466986,8,1,0,0,0,1,0,1,0,0,0,1,0,0
0.011741229958810993,2,D3 ME,ME,0.03474683744598022,-0.023005607487169226,0.33790787368964736,9,1,0,0,0,2,0,2,0,0,0,1,0,0
0.010643740324615356,2,D4 LEMA,LEMA,0.015459925848739233,-0.004816185524123877,0.688472922105468,5,0.75,0,0,3,1,0,4,0,0,0.75,0.25,0,0.5623351446188083
0.0074899682840601015,2,D5 LEMA,LEMA,0.00771954642375066,-2.2957813969055885e-4,0.9702601516866045,4,0.8,0,0,4,1,0,5,0,0,0.8,0.2,0,0.5004024235381879
0.009073160254183199,2,D6 LEMA,LEMA,0.011887248049491305,-0.0028140877953081057,0.7632683541563239,4,0.8,0,0,4,1,0,5,0,0,0.8,0.2,0,0.5004024235381879
0.010529155303646596,2,E1 CHFU,CHFU,0.03822926374650516,-0.027700108442858567,0.27542134667998014,2,0.8,4,0,1,0,0,5,0.8,0,0.2,0,0,0.5004024235381879
0.018822609963541112,2,E1 LEMA,LEMA,0.03475857475556586,-0.015935964792024748,0.5415242165683753,2,0.2,4,0,1,0,0,5,0.8,0,0.2,0,0,0.5004024235381879
0.008797002805787416,2,E2 LEMA,LEMA,0.011295320494692453,-0.002498317688905037,0.7788183442799194,4,0.8,0,0,4,1,0,5,0,0,0.8,0.2,0,0.5004024235381879
0.012246548528229205,2,E2 ME,ME,0.0376281855575999,-0.025381637029370692,0.32546210631077654,5,0.25,0,0,3,1,0,4,0,0,0.75,0.25,0,0.5623351446188083
0.008042478634250783,2,E3 LEMA,LEMA,0.008056974880723137,-1.4496246472353938e-5,0.9982007829629658,7,1,0,0,4,0,0,4,0,0,1,0,0,0
0.013399733041007257,2,E4 LEMA,LEMA,0.01872696152946643,-0.005327228488459172,0.715531615736119,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.012203985774882561,2,E4 ME,ME,0.052395264543073056,-0.040191278768190494,0.2329215413131452,6,0.5,0,0,2,2,0,4,0,0,0.5,0.5,0,0.6931471805599453
0.009060548354470215,2,E5 LEMA,LEMA,0.01129222422299863,-0.002231675868528415,0.8023705671746042,5,0.75,0,0,3,1,0,4,0,0,0.75,0.25,0,0.5623351446188083
0.02140094644442358,2,E6 LEMA,LEMA,0.035193205994557844,-0.013792259550134266,0.6080988031534538,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.012678345706295079,2,F1 LEMA,LEMA,0.018763851188392796,-0.006085505482097717,0.6756792930727262,6,0.5,0,0,2,2,0,4,0,0,0.5,0.5,0,0.6931471805599453
0.014475655068292468,2,F2 LEMA,LEMA,0.021521827899635186,-0.0070461728313427185,0.6726034208524566,10,1,0,0,2,0,0,2,0,0,1,0,0,0
0.024868796415397378,2,F3 LEMA,LEMA,0.04501800606208391,-0.02014920964668653,0.5524188783728239,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.007477356384320972,2,F4 LEMA,LEMA,0.007124522597258,3.5283378706297153e-4,1.0495238498083739,1,1,0,0,10,0,0,10,0,0,1,0,0,0
0.01604736709598839,2,F6 LEMA,LEMA,0.024701729784945486,-0.008654362688957095,0.6496454797173147,7,1,0,0,4,0,0,4,0,0,1,0,0,0
0.008439105141095152,3,A1 LEMA,LEMA,0.008478161291217904,-3.905615012275189e-5,0.9953933230589506,3,0.6666666666666666,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.007456570286292282,3,A5 LEMA,LEMA,0.007428334925818549,2.823536047373218e-5,1.0038010349231286,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.01805336006477235,3,A6 CHFU,CHFU,0.0603462837837838,-0.04229292371901145,0.2991627476093836,4,1,3,0,0,0,0,3,1,0,0,0,0,0
0.01458074452191919,3,B1 LEMA,LEMA,0.02379610400201857,-0.009215359480099381,0.6127366278396807,10,1,0,0,2,0,0,2,0,0,1,0,0,0
0.008493739716664433,3,B2 LEMA,LEMA,0.01108782563053156,-0.0025940859138671273,0.7660419634735215,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.010476067325112337,3,B3 LEMA,LEMA,0.015561346960799211,-0.0050852796356868745,0.6732108313954269,6,1,0,0,3,0,0,3,0,0,1,0,0,0
0.008493739716664433,3,B5 LEMA,LEMA,0.01108782563053156,-0.0025940859138671273,0.7660419634735215,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.008493739716664433,3,B6 LEMA,LEMA,0.01108782563053156,-0.0025940859138671273,0.7660419634735215,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.008493739716664433,3,C1 LEMA,LEMA,0.01108782563053156,-0.0025940859138671273,0.7660419634735215,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.01854493580599143,3,C3 CHFU,CHFU,0.0625,-0.043955064194008575,0.29671897289586285,7,1,1,0,0,0,0,1,1,0,0,0,0,0
0.008133358397034003,3,C3 LEMA,LEMA,0.007694233931231416,4.391244658025874e-4,1.0570718891220803,5,1,0,0,3,0,0,3,0,0,1,0,0,0
0.033564579789679715,3,C3 ME,ME,0.09777975211383604,-0.06421517232415633,0.34326718020928854,3,0.3333333333333333,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.008401728464368038,3,C4 LEMA,LEMA,0.008242365551373188,1.5936291299484956e-4,1.0193346087359956,6,1,0,0,3,0,0,3,0,0,1,0,0,0
0.007456570286292282,3,C5 LEMA,LEMA,0.007428334925818549,2.823536047373218e-5,1.0038010349231286,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.012339530551633697,3,C6 LEMA,LEMA,0.022626027158331077,-0.01028649660669738,0.5453688561975488,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.009530909147036583,3,D1 LEMA,LEMA,0.0147473163352446,-0.005216407188208016,0.6462809185328636,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.01854493580599149,3,D2 CHFU,CHFU,0.0625,-0.043955064194008506,0.29671897289586385,8,1,1,0,0,0,0,1,1,0,0,0,0,0
0.024122433031403885,3,D2 LEMA,LEMA,0.048266420356366364,-0.02414398732496248,0.49977671543280555,5,1,0,0,3,0,0,3,0,0,1,0,0,0
0.014175373661821604,3,D3 CHFU,CHFU,0.04335585585585583,-0.029180482194034227,0.3269540730311063,4,1,3,0,0,0,0,3,1,0,0,0,0,0
0.014570110471031657,3,D3 LEMA,LEMA,0.027589645440337734,-0.013019534969306077,0.5281006782975642,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.021567702017033185,3,D4 ME,ME,0.03722627993789938,-0.015658577920866192,0.5793676417039865,1,0.05555555555555555,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.010513444001839452,3,D5 LEMA,LEMA,0.015797142700643953,-0.0052836986988045,0.6655282034902985,3,0.6666666666666666,0,0,2,1,0,3,0,0,0.6666666666666666,0.3333333333333333,0,0.6365141682948128
0.021232514326478963,3,D6 LEMA,LEMA,0.041203215714870754,-0.01997070138839179,0.5153120686843838,6,1,0,0,3,0,0,3,0,0,1,0,0,0
0.014413869412377997,3,E1 LEMA,LEMA,0.029945008567757045,-0.015531139155379048,0.48134464145380046,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.01854493580599143,3,E2 CHFU,CHFU,0.0625,-0.043955064194008575,0.29671897289586285,9,1,1,0,0,0,0,1,1,0,0,0,0,0
0.011605248007780884,3,E2 LEMA,LEMA,0.02206629774467065,-0.010461049736889766,0.5259263761445315,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.010598383266684776,3,E3 LEMA,LEMA,0.013194653837661677,-0.0025962705709769007,0.8032331425348704,10,1,0,0,2,0,0,2,0,0,1,0,0,0
0.0083874997456064,3,E3 ME,ME,0.027477470756655964,-0.019089971011049565,0.30525006540402433,2,0.75,0,0,1,3,0,4,0,0,0.25,0.75,0,0.5623351446188083
0.0216721620445672,3,E4 LEMA,LEMA,0.01828834266795712,0.0033838193766100796,1.1850260265813395,2,0.25,0,0,1,3,0,4,0,0,0.25,0.75,0,0.5623351446188083
0.014291796414665284,3,E4 ME,ME,0.0784413515580924,-0.06414955514342711,0.1821972229032924,2,0.75,0,0,1,3,0,4,0,0,0.25,0.75,0,0.5623351446188083
0.008493739716664433,3,E5 LEMA,LEMA,0.01108782563053156,-0.0025940859138671273,0.7660419634735215,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.014747060988173376,3,F1 LEMA,LEMA,0.02783261665651378,-0.013085555668340403,0.5298481695116533,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.010297387258870859,3,F2 CHFU,CHFU,0.026365427927927974,-0.016068040669057114,0.3905640100748449,4,1,3,0,0,0,0,3,1,0,0,0,0,0
0.012282036118522605,3,F2 LEMA,LEMA,0.022332196750083515,-0.01005016063156091,0.5499699047061581,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.009228022260517227,3,F3 LEMA,LEMA,0.01164755504419199,-0.0024195327836747643,0.7922711870006354,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.011302361121261527,3,F4 LEMA,LEMA,0.018966536453618038,-0.007664175332356511,0.5959106528965388,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.01035559863529271,3,F4 ME,ME,0.04446543102380157,-0.034109832388508864,0.23289099862204277,2,0.75,0,0,1,3,0,4,0,0,0.25,0.75,0,0.5623351446188083
0.012227401542953324,3,F5 LEMA,LEMA,0.019722532410769857,-0.007495130867816533,0.6199711724786581,5,1,0,0,3,0,0,3,0,0,1,0,0,0
0.007456570286292282,3,F6 LEMA,LEMA,0.007428334925818549,2.823536047373218e-5,1.0038010349231286,1,0.9444444444444444,0,0,17,1,0,18,0,0,0.9444444444444444,0.05555555555555555,0,0.2145591551764051
0.011921494110813698,4,A1 LEMA,LEMA,0.017042759082986587,-0.0051212649721728894,0.6995049365401559,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.022802898756068526,4,A2 CHFU,CHFU,0.046548860311454464,-0.023745961555385938,0.48987018379174635,2,1,5,0,0,0,0,5,1,0,0,0,0,0
0.0290787606155772,4,A2 LEMA,LEMA,0.05761861485009976,-0.02853985423452256,0.5046764954559968,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.01092238705342478,4,A5 CHFU,CHFU,0.03298802014005436,-0.022065633086629576,0.33110162437917023,7,0.6666666666666666,2,0,1,0,0,3,0.6666666666666666,0,0.3333333333333333,0,0,0.6365141682948128
0.010922387053424987,4,A6 CHFU,CHFU,0.03298802014005436,-0.02206563308662937,0.3311016243791765,7,0.6666666666666666,2,0,1,0,0,3,0.6666666666666666,0,0.3333333333333333,0,0,0.6365141682948128
0.021906784380240327,4,B1 CHFU,CHFU,0.0418433302360392,-0.019936545855798873,0.5235430415472107,1,0.3333333333333333,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.010907420575873144,4,B2 CHFU,CHFU,0.01815097027509293,-0.007243549699219786,0.6009276865402888,2,1,5,0,0,0,0,5,1,0,0,0,0,0
0.015000552321160966,4,B2 LEMA,LEMA,0.027612435354587076,-0.01261188303342611,0.5432535062021981,1,0.6666666666666666,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.011091529416289412,4,B4 LEMA,LEMA,0.016181729989559458,-0.005090200573270046,0.6854353288211908,6,0.5,0,0,1,1,0,2,0,0,0.5,0.5,0,0.6931471805599453
0.010663816358891662,4,B4 ME,ME,0.11235955056179775,-0.10169573420290609,0.09490796559413579,6,0.5,0,0,1,1,0,2,0,0,0.5,0.5,0,0.6931471805599453
0.021921723040509034,4,B5 CHFU,CHFU,0.04238571157235202,-0.020463988531842985,0.517196060353708,1,0.3333333333333333,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.015163113145343037,4,B6 CHFU,CHFU,0.030420339017119866,-0.015257225871776829,0.49845312824454674,3,0.25,1,0,3,0,0,4,0.25,0,0.75,0,0,0.5623351446188083
0.010521763294448445,4,B6 LEMA,LEMA,0.015546082388695539,-0.005024319094247094,0.6768112397306881,1,0.6666666666666666,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.008933024318575325,4,C1 LEMA,LEMA,0.01035846669451601,-0.0014254423759406838,0.8623886702560579,3,0.75,1,0,3,0,0,4,0.25,0,0.75,0,0,0.5623351446188083
0.02094552484749235,4,C2 CHFU,CHFU,0.060059846146071884,-0.03911432129857953,0.34874423082188094,4,0.6666666666666666,2,0,1,0,0,3,0.6666666666666666,0,0.3333333333333333,0,0,0.6365141682948128
0.01899148917338692,4,C2 LEMA,LEMA,0.03650433270740246,-0.017512843534015544,0.5202530155971257,10,1,0,0,1,0,0,1,0,0,1,0,0,0
0.0085942149805596,4,C3 LEMA,LEMA,0.009900700768815888,-0.001306485788256288,0.8680410792364002,1,0.6666666666666666,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.018931662952871825,4,C4 LEMA,LEMA,0.033736616747555986,-0.014804953794684161,0.5611606846807871,8,1,0,0,4,0,0,4,0,0,1,0,0,0
0.009176192734580937,4,C5 CHFU,CHFU,0.016901201837123795,-0.007725009102542858,0.5429313739349153,4,0.6666666666666666,2,0,1,0,0,3,0.6666666666666666,0,0.3333333333333333,0,0,0.6365141682948128
0.009554126494491182,4,C5 LEMA,LEMA,0.01053784062342163,-9.83714128930448e-4,0.9066493635570817,8,1,0,0,4,0,0,4,0,0,1,0,0,0
0.008933024318572909,4,C6 LEMA,LEMA,0.01035846669451601,-0.0014254423759431003,0.8623886702558247,3,0.75,1,0,3,0,0,4,0.25,0,0.75,0,0,0.5623351446188083
0.00859421498056573,4,D2 LEMA,LEMA,0.009900700768815888,-0.0013064857882501574,0.8680410792370193,1,0.6666666666666666,3,0,6,0,0,9,0.3333333333333333,0,0.6666666666666666,0,0,0.6365141682948128
0.013895727906423808,4,D5 LEMA,LEMA,0.01945179955263016,-0.0055560716462063515,0.7143672167105438,5,1,0,0,4,0,0,4,0,0,1,0,0,0
0.010907420575869428,4,D6 CHFU,CHFU,0.01815097027509293,-0.007243549699223502,0.6009276865400841,2,1,5,0,0,0,0,5,1,0,0,0,0,0
0.021598481505911406,4,E1 LEMA,LEMA,0.044808574254772526,-0.02321009274886112,0.4820167091929056,3,0.75,1,0,3,0,0,4,0.25,0,0.75,0,0,0.5623351446188083
0.011481674808376767,4,E2 LEMA,LEMA,0.016183222243301282,-0.004701547434924515,0.709480141578688,8,1,0,0,4,0,0,4,0,0,1,0,0,0
0.019876927822546724,4,E4 LEMA,LEMA,0.03064275957815976,-0.010765831755613037,0.6486663765333248,7,0.3333333333333333,2,0,1,0,0,3,0.6666666666666666,0,0.3333333333333333,0,0,0.6365141682948128
0.010907420575868985,4,E5 CHFU,CHFU,0.01815097027509293,-0.0072435496992239445,0.6009276865400597,2,1,5,0,0,0,0,5,1,0,0,0,0,0
0.010568448776179292,4,E5 LEMA,LEMA,0.012309741238459519,-0.0017412924622802264,0.8585435364928811,5,1,0,0,4,0,0,4,0,0,1,0,0,0
