Plot,Subplot,Plant_Simple,Seeds_GF,Fruit_GF,visits_GF,ID,homo_motif,hete_motif,ME_iden,Strength,StrengthIn,StrengthOut,Degree,DegreeIn,DegreeOut,PageRank,Hub,Authority,Katz,Multiplexity,Kcore,individuals,individuals_plot,total_individuals_subplot,total_individuals_plot,prop_individuals_sub,prop_individuals_plot,prop_indiviudals_sub,prop_indiviudals_plot
4,B1,CHFU,76,1,2,Flower_beetles,2,0,0,1.47692307692308,0.476923076923077,1,4,2,2,0.151297381894245,0,0.0355612726285609,0.146151432435657,0.333333333333333,4,2,214,459,14045,0.004357298474945534,0.015237823981771575,0.004357298474945534,1.4239943040227838e-4
4,B1,CHFU,76,1,1,Small_flies,8,0,0,1.47692307692308,0.476923076923077,1,4,2,2,0.151297381894245,0,0.0355612726285609,0.146151432435657,0.333333333333333,4,2,214,459,14045,0.004357298474945534,0.015237823981771575,0.004357298474945534,1.4239943040227838e-4
4,B1,LEMA,192,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,424,459,14045,0.054466230936819175,0.030190828823696954,0.054466230936819175,0.00177999288002848
4,B2,CHFU,532,7,1,Small_flies,8,0,0,1.07692307692308,0.0769230769230769,1,2,1,1,0.0732476438854178,0,0.00126896869761891,0.148459350142938,0.333333333333333,2,11,214,247,14045,0.044534412955465584,0.015237823981771575,0.044534412955465584,7.831968672125312e-4
4,B2,LEMA,448,7,1,Small_flies,2,0,0,1.33757575757576,0.337575757575758,1,6,3,3,0.116437815081874,0.566721628302475,0,0.1517872868952,0.333333333333333,6,19,424,247,14045,0.07692307692307693,0.030190828823696954,0.07692307692307693,0.0013527945888216447
4,B2,LEMA,448,7,1,Bees,0,0,0,1.33757575757576,0.337575757575758,1,6,3,3,0.116437815081874,0.566721628302475,0,0.1517872868952,0.333333333333333,6,19,424,247,14045,0.07692307692307693,0.030190828823696954,0.07692307692307693,0.0013527945888216447
4,B2,LEMA,448,7,2,Flower_beetles,4,0,0,1.33757575757576,0.337575757575758,1,6,3,3,0.116437815081874,0.566721628302475,0,0.1517872868952,0.333333333333333,6,19,424,247,14045,0.07692307692307693,0.030190828823696954,0.07692307692307693,0.0013527945888216447
4,B3,CHFU,684,9,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,214,407,14045,0.022113022113022112,0.015237823981771575,0.022113022113022112,6.407974368102527e-4
4,B3,LEMA,384,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,424,407,14045,0.04914004914004914,0.030190828823696954,0.04914004914004914,0.001423994304022784
4,B4,CHFU,76,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,341,14045,0.0029411764705882353,0.015237823981771575,0.002932551319648094,7.119971520113919e-5
4,B4,LEMA,576,9,1,Bees,1,0,0,1.33333333333333,0.333333333333333,1,2,1,1,0.0851153033899259,0.0783244659943709,0,0.208256602263052,0.333333333333333,2,23,424,341,14045,0.06764705882352941,0.030190828823696954,0.06744868035190615,0.0016375934496262014
