species,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio,Plot
ind_1 plant_sp_1,0.009431410433239607,0.012355049363491284,0.7743561030235162,1,3,3,-0.002923638930251677,0.7633648523581846,1_125_intralinks15_interlinks50_individuals
pol_sp_1 plant_sp_1,0.01894499446060385,0.013878290380457525,2.1521479281367717,1.8181818181818183,5,5,0.005066704080146325,1.3650812845997888,1_125_intralinks15_interlinks50_individuals
pol_sp_3 plant_sp_1,0.02978580108962839,0.014640582473895044,3.109102201074017,2.5151515151515156,6,6,0.015145218615733345,2.034468310447217,1_125_intralinks15_interlinks50_individuals
pol_sp_8 plant_sp_1,0.03442638575123022,0.03232031329121736,4.912443472500527,2.333333333333333,9,9,0.0021060724600128616,1.065162501397694,1_125_intralinks15_interlinks50_individuals
ind_1 plant_sp_2,0.007566188089420798,0.010043996002908735,0.5103896103896104,1,4,4,-0.0024778079134879375,0.7533045699370683,1_125_intralinks15_interlinks50_individuals
pol_sp_1 plant_sp_2,0.020278927500892906,0.01696597777651859,2.3779664779664778,1.9310344827586208,7,7,0.0033129497243743165,1.195270191203453,1_125_intralinks15_interlinks50_individuals
pol_sp_5 plant_sp_2,0.02187635089434187,0.028137928743418993,2.6475178416354885,1,10,10,-0.006261577849077122,0.7774684161661471,1_125_intralinks15_interlinks50_individuals
pol_sp_6 plant_sp_2,0.018692667177817028,0.012853751138294315,1.8544266191325016,1.9310344827586206,5,5,0.005838916039522713,1.454257747540111,1_125_intralinks15_interlinks50_individuals
pol_sp_9 plant_sp_2,0.03087819237953845,0.018814482992971383,3.3476148034971565,2.6206896551724137,8,8,0.012063709386567069,1.6411927126072912,1_125_intralinks15_interlinks50_individuals
ind_1 plant_sp_3,0.005331445975371709,0.008722160737903578,0.25816993464052285,1,2,2,-0.0033907147625318688,0.6112528919815748,1_125_intralinks15_interlinks50_individuals
pol_sp_3 plant_sp_3,0.03310544532213388,0.026676202605179288,4.546051649499925,2.7142857142857144,8,8,0.006429242716954591,1.2410104171163525,1_125_intralinks15_interlinks50_individuals
pol_sp_4 plant_sp_3,0.034542812104087064,0.03498672789447707,5.02012987012987,1.8928571428571428,9,9,-4.439157903900065e-4,0.9873118803299098,1_125_intralinks15_interlinks50_individuals
ind_1 plant_sp_4,0.007633912529934287,0.010063474794768322,0.3968531468531469,1,3,3,-0.0024295622648340346,0.7585762060936362,1_125_intralinks15_interlinks50_individuals
pol_sp_10 plant_sp_4,0.022238861048849465,0.018253106429608833,2.577385258419741,1.7857142857142856,6,6,0.003985754619240632,1.2183603451068052,1_125_intralinks15_interlinks50_individuals
pol_sp_2 plant_sp_4,0.038393632275371126,0.032373853675424204,4.2191680631196755,1.8928571428571426,9,9,0.006019778599946922,1.1859456912451756,1_125_intralinks15_interlinks50_individuals
pol_sp_4 plant_sp_4,0.030443936781533943,0.021060943274704987,3.140759240759241,1.8928571428571432,8,8,0.009382993506828956,1.4455162992674833,1_125_intralinks15_interlinks50_individuals
ind_1 plant_sp_5,0.008224490247978031,0.010436107564063194,0.35,1,1,1,-0.0022116173160851623,0.7880802490287776,1_125_intralinks15_interlinks50_individuals
pol_sp_2 plant_sp_5,0.03728975735647635,0.028076552036066755,4.092857142857143,1.806451612903226,7,7,0.009213205320409593,1.3281458958555323,1_125_intralinks15_interlinks50_individuals
ind_10 plant_sp_2,0.008975552738330854,0.011273129580172406,0.5214285714285714,1,2,2,-0.002297576841841552,0.7961899732011761,1_125_intralinks15_interlinks50_individuals
pol_sp_10 plant_sp_2,0.021898655529419237,0.01710822876810859,2.4266289266289265,1.7586206896551724,6,6,0.004790426761310647,1.280007172352083,1_125_intralinks15_interlinks50_individuals
ind_10 plant_sp_4,0.0075900404046847815,0.010569000056544387,0.5375494071146245,1,2,2,-0.002978959651859606,0.718141769711221,1_125_intralinks15_interlinks50_individuals
pol_sp_9 plant_sp_4,0.03003098877965293,0.019237453427192134,3.713382594417077,2.6785714285714284,6,6,0.010793535352460797,1.5610688230285272,1_125_intralinks15_interlinks50_individuals
ind_10 plant_sp_5,0.006938961634234691,0.009763398197450486,0.3242424242424242,1,3,3,-0.002824436563215795,0.710711731090376,1_125_intralinks15_interlinks50_individuals
pol_sp_7 plant_sp_5,0.038924522190100515,0.03630603464563814,5.155677655677656,1.8064516129032253,8,8,0.0026184875444623737,1.0721226531627563,1_125_intralinks15_interlinks50_individuals
pol_sp_8 plant_sp_5,0.027384394266491405,0.021953749654631444,3.707503416124106,2.161290322580645,7,7,0.00543064461185996,1.2473675202319843,1_125_intralinks15_interlinks50_individuals
ind_11 plant_sp_2,0.007971826198531165,0.011263211303779752,0.49947089947089945,1,3,3,-0.0032913851052485867,0.7077756053334406,1_125_intralinks15_interlinks50_individuals
pol_sp_3 plant_sp_2,0.03510009490106064,0.02263084701598851,3.7257154610095786,2.793103448275862,8,8,0.01246924788507213,1.550984586492176,1_125_intralinks15_interlinks50_individuals
ind_11 plant_sp_4,0.007928342211897624,0.010078572276913701,0.4114219114219114,1,4,4,-0.002150230065016077,0.7866533070421629,1_125_intralinks15_interlinks50_individuals
pol_sp_7 plant_sp_4,0.033095038784125105,0.02318875730718396,3.265163734115347,1.892857142857143,7,7,0.009906281476941146,1.4272019127938411,1_125_intralinks15_interlinks50_individuals
ind_12 plant_sp_4,0.006581341146369578,0.00900860473699608,0.39933110367892977,1,3,3,-0.0024272635906265024,0.730561650611849,1_125_intralinks15_interlinks50_individuals
ind_2 plant_sp_1,0.004649876016227426,0.00689025075927134,0.23336710570753125,1,3,3,-0.0022403747430439136,0.6748485909559497,1_125_intralinks15_interlinks50_individuals
pol_sp_6 plant_sp_1,0.02217078420091862,0.020241894935511144,2.920259997525931,1.818181818181818,7,7,0.0019288892654074768,1.0952919314892575,1_125_intralinks15_interlinks50_individuals
ind_2 plant_sp_2,0.010345676535410148,0.01473865720741589,0.9047619047619047,1,2,2,-0.004392980672005742,0.7019415941232846,1_125_intralinks15_interlinks50_individuals
ind_2 plant_sp_3,0.007026621228672623,0.011689771251439699,0.4558356676003735,0.9999999999999999,3,3,-0.004663150022767076,0.6010914223669888,1_125_intralinks15_interlinks50_individuals
pol_sp_9 plant_sp_3,0.02985152850461919,0.0182920244552986,3.64064039408867,2.7857142857142856,5,5,0.011559504049320588,1.6319423023716861,1_125_intralinks15_interlinks50_individuals
ind_2 plant_sp_4,0.006622998305701471,0.008527038041382842,0.2909090909090909,1,2,2,-0.0019040397356813715,0.7767056126123966,1_125_intralinks15_interlinks50_individuals
ind_2 plant_sp_5,0.006745429513829465,0.009938639011207763,0.2545454545454545,1,1,1,-0.003193209497378298,0.6787075681310762,1_125_intralinks15_interlinks50_individuals
ind_3 plant_sp_1,0.007342850231211963,0.012229899049158123,0.4627659574468085,1,2,2,-0.004887048817946159,0.6004015406584593,1_125_intralinks15_interlinks50_individuals
ind_3 plant_sp_2,0.00945460824653533,0.010819526821777576,0.8448773448773449,1,5,5,-0.0013649185752422459,0.8738467404605039,1_125_intralinks15_interlinks50_individuals
pol_sp_8 plant_sp_2,0.022663591582397554,0.006236531312447383,1.8629032258064517,2.586206896551724,4,4,0.01642706026995017,3.634005899587755,1_125_intralinks15_interlinks50_individuals
ind_3 plant_sp_3,0.009229181145817757,0.016688753623387873,0.5679738562091503,1,2,2,-0.0074595724775701165,0.5530179996715777,1_125_intralinks15_interlinks50_individuals
ind_3 plant_sp_4,0.006561146470031635,0.009125571407326762,0.41973244147157196,1,2,2,-0.002564424937295127,0.7189847273304776,1_125_intralinks15_interlinks50_individuals
ind_3 plant_sp_5,0.0071225714864725335,0.009981720598039312,0.3765151515151515,1,3,3,-0.0028591491115667785,0.7135614963888696,1_125_intralinks15_interlinks50_individuals
ind_4 plant_sp_1,0.008967016934600974,0.012694299970770715,0.676585079720578,1,4,4,-0.0037272830361697405,0.7063813644902041,1_125_intralinks15_interlinks50_individuals
ind_4 plant_sp_2,0.006667075085265628,0.008624519558627686,0.4454545454545455,1,5,5,-0.0019574444733620588,0.7730372735483108,1_125_intralinks15_interlinks50_individuals
ind_4 plant_sp_3,0.0060645900921788036,0.009169123792758404,0.3746031746031746,1,2,2,-0.0031045337005796,0.6614143542230828,1_125_intralinks15_interlinks50_individuals
ind_4 plant_sp_4,0.008606367814901324,0.011151153962847994,0.548951048951049,1,2,2,-0.002544786147946671,0.7717916767695013,1_125_intralinks15_interlinks50_individuals
ind_4 plant_sp_5,0.006745429513829465,0.009938639011207766,0.2545454545454545,1,1,1,-0.0031932094973783015,0.678707568131076,1_125_intralinks15_interlinks50_individuals
ind_5 plant_sp_1,0.0062130158629926735,0.007816144850678313,0.40601503759398494,1,2,2,-0.0016031289876856395,0.7948951793611508,1_125_intralinks15_interlinks50_individuals
ind_5 plant_sp_2,0.00868534197546978,0.012013559622082857,0.5753968253968254,0.9999999999999999,4,4,-0.003328217646613077,0.7229615741453285,1_125_intralinks15_interlinks50_individuals
ind_5 plant_sp_3,0.005755720683917516,0.009370931854998318,0.26601307189542484,1,2,2,-0.0036152111710808016,0.6142100671500987,1_125_intralinks15_interlinks50_individuals
ind_5 plant_sp_4,0.00949176154924484,0.012437515984690964,0.4803030303030303,1,2,2,-0.0029457544354461237,0.7631557266682526,1_125_intralinks15_interlinks50_individuals
ind_5 plant_sp_5,0.005746408903723149,0.008255359223091816,0.2,1,1,1,-0.002508950319368667,0.6960822356039148,1_125_intralinks15_interlinks50_individuals
ind_6 plant_sp_1,0.009350974412741757,0.013791704599075288,0.6790113581826908,0.9999999999999999,3,3,-0.004440730186333531,0.6780144068173216,1_125_intralinks15_interlinks50_individuals
ind_6 plant_sp_2,0.010622941164142773,0.011675714298709158,0.9500721500721501,1,4,4,-0.0010527731345663857,0.9098322288784697,1_125_intralinks15_interlinks50_individuals
ind_6 plant_sp_3,0.006854475068686998,0.01022763945985914,0.5238095238095238,1,1,1,-0.003373164391172142,0.670191308130195,1_125_intralinks15_interlinks50_individuals
ind_6 plant_sp_4,0.007343628227298661,0.009341727820492935,0.3553613053613054,1,3,3,-0.001998099593194274,0.7861102751451348,1_125_intralinks15_interlinks50_individuals
ind_6 plant_sp_5,0.005832596842791084,0.008252770049915963,0.31666666666666665,1,2,2,-0.002420173207124879,0.7067441365157723,1_125_intralinks15_interlinks50_individuals
ind_7 plant_sp_1,0.005285301126608848,0.009097528983767738,0.2553191489361702,1,1,1,-0.0038122278571588904,0.5809600756468205,1_125_intralinks15_interlinks50_individuals
ind_7 plant_sp_2,0.007219639377918212,0.009885369499810939,0.4293169793169793,1,5,5,-0.0026657301218927267,0.730335813755499,1_125_intralinks15_interlinks50_individuals
ind_7 plant_sp_3,0.004337119493891801,0.0067335348412049635,0.1843137254901961,1,2,2,-0.0023964153473131624,0.6441073813640021,1_125_intralinks15_interlinks50_individuals
ind_7 plant_sp_4,0.007704088583697418,0.011352261459715015,0.4426877470355731,1,2,2,-0.003648172876017597,0.6786391073740139,1_125_intralinks15_interlinks50_individuals
ind_7 plant_sp_5,0.006908528051982741,0.008646227371763938,0.275,1,1,1,-0.0017376993197811977,0.7990222503914229,1_125_intralinks15_interlinks50_individuals
ind_8 plant_sp_1,0.007255054004968532,0.010710708009372771,0.51258020938872,1,3,3,-0.003455654004404239,0.6773645587779771,1_125_intralinks15_interlinks50_individuals
ind_8 plant_sp_2,0.01035463022314431,0.014136013285180772,0.6545454545454545,1,2,2,-0.003781383062036462,0.732500034786993,1_125_intralinks15_interlinks50_individuals
ind_8 plant_sp_3,0.004840964957911182,0.00737021665960987,0.17777777777777778,1,1,1,-0.0025292517016986876,0.65682803932217515,1_125_intralinks15_interlinks50_individuals
ind_8 plant_sp_4,0.007569078733913802,0.010838989213732152,0.3181818181818182,1,1,1,-0.00326991047981835,0.6983196112350006,1_125_intralinks15_interlinks50_individuals
ind_8 plant_sp_5,0.006261328639955469,0.009242959995028485,0.3242424242424242,1,2,2,-0.0029816313550730163,0.6774159623457477,1_125_intralinks15_interlinks50_individuals
ind_9 plant_sp_2,0.009532456907441538,0.012778555071786494,0.6642857142857143,1,3,3,-0.0032460981643449554,0.74597298786058,1_125_intralinks15_interlinks50_individuals
ind_9 plant_sp_3,0.004297334116155013,0.006739579490549881,0.19150326797385622,1,2,2,-0.0024422453743948684,0.6376264457123265,1_125_intralinks15_interlinks50_individuals
ind_9 plant_sp_4,0.0072563363451978325,0.00950308724158586,0.39871794871794874,1,4,4,-0.002246750896388027,0.7635767367728498,1_125_intralinks15_interlinks50_individuals
ind_9 plant_sp_5,0.00693896163423469,0.009763398197450488,0.3242424242424242,1,3,3,-0.0028244365632157974,0.7107117310903758,1_125_intralinks15_interlinks50_individuals
ind_1 plant_sp_1,0.007606127542856815,0.011923143301732168,0.6666666666666666,1,1,1,-0.004317015758875353,0.6379297262787921,1_125_intralinks30_interlinks50_individuals
