name,Plot,consp_prob,heter_prob,type,layer,number_plant_nodes_with_visits
ind_1 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,8.03347641000383e-4,0.0030627628813139577,plant,plant_sp_1,80
ind_1 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,7.526076474462407e-4,0.003386734413508083,plant,plant_sp_2,80
ind_1 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0013512761290632841,0.004769209867282187,plant,plant_sp_3,80
ind_1 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,7.481642363392123e-4,0.003366739063526451,plant,plant_sp_4,80
ind_1 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0012159545654627847,0.0046358267808268684,plant,plant_sp_5,80
ind_10 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0012688785916980493,0.004837599630848808,plant,plant_sp_1,80
ind_10 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,7.526076474462407e-4,0.003386734413508083,plant,plant_sp_2,80
ind_10 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0011055895601426858,0.003902080800503603,plant,plant_sp_3,80
ind_10 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,0.005921052631578947,0,plant,plant_sp_4,80
ind_10 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,6.091156829497262e-4,0.0023222535412458314,plant,plant_sp_5,80
ind_11 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0010454435960811025,0.003985753710059199,plant,plant_sp_1,80
ind_11 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,5.968837564903752e-4,0.0026859769042066883,plant,plant_sp_2,80
ind_11 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,9.827462756823884e-4,0.003468516267114319,plant,plant_sp_3,80
ind_11 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,0.007401315789473684,0,plant,plant_sp_4,80
ind_11 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.001216367541180489,0.004637401250750615,plant,plant_sp_5,80
ind_12 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,8.064293429264069e-4,0.003074511869906923,plant,plant_sp_1,80
ind_12 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0014182343125837445,0.00638205440662685,plant,plant_sp_2,80
ind_12 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,7.370597067617918e-4,0.002601387200335739,plant,plant_sp_3,80
ind_12 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,7.055297289654437e-4,0.0031748837803444938,plant,plant_sp_4,80
ind_12 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0014402765237693555,0.005491054246870669,plant,plant_sp_5,80
ind_13 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0010382685167996063,0.003958398720298494,plant,plant_sp_1,80
ind_13 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0013212846162060712,0.0059457807729273214,plant,plant_sp_2,80
ind_13 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.001105589560142686,0.0039020808005036044,plant,plant_sp_3,80
ind_13 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,8.215089288158507e-4,0.0036967901796713257,plant,plant_sp_4,80
ind_13 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0014754666148532882,0.005625216469128162,plant,plant_sp_5,80
ind_14 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0017702988760836444,0.006749264465068886,plant,plant_sp_1,80
ind_14 plant_sp_2,1_160_intralinks20_interlinks80_individuals25_pollinators,8.474479993983624e-4,0.0038135159972926304,plant,plant_sp_2,80
ind_14 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.00184264926690448,0.006503468000839352,plant,plant_sp_3,80
ind_14 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,9.643921427171295e-4,0.00433976464222708,plant,plant_sp_4,80
ind_14 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.001579696333762781,0.006022592272470606,plant,plant_sp_5,80
ind_15 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.001627659244462695,0.006205450869514016,plant,plant_sp_1,80
ind_15 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.002088335835825075,0.007370597067617922,plant,plant_sp_3,80
ind_15 plant_sp_4,1_160_intralinks20_interlinks80_individuals25_pollinators,3.919609605363576e-4,0.001763824322413608,plant,plant_sp_4,80
ind_15 plant_sp_5,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0012187278826257548,0.00464640005251069,plant,plant_sp_5,80
ind_16 plant_sp_1,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0014123066555307585,0.005384419124211011,plant,plant_sp_1,80
ind_16 plant_sp_3,1_160_intralinks20_interlinks80_individuals25_pollinators,0.0011055895601426858,0.003902080800503603,plant,plant_sp_3,80
