node_id,module,species,layer_name,Plot,type
1,1,ind_1 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
2,4,ind_1 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
3,10,ind_1 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
4,11,ind_1 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
5,9,ind_1 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
6,2,ind_10 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
7,16,ind_10 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
8,10,ind_10 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
9,1,ind_10 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
10,9,ind_10 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
11,15,ind_11 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
12,4,ind_11 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
13,3,ind_11 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
14,11,ind_11 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
15,9,ind_11 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
16,2,ind_12 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
17,6,ind_12 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
18,3,ind_12 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
19,11,ind_12 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
20,9,ind_12 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
21,7,ind_13 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
22,4,ind_13 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
23,3,ind_13 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
24,11,ind_13 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
25,8,ind_13 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
26,2,ind_14 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
27,6,ind_14 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
28,3,ind_14 plant_sp_3,plant_sp_3,1_200_intralinks20_interlinks100_individuals,plant
29,7,ind_14 plant_sp_4,plant_sp_4,1_200_intralinks20_interlinks100_individuals,plant
30,9,ind_14 plant_sp_5,plant_sp_5,1_200_intralinks20_interlinks100_individuals,plant
31,2,ind_15 plant_sp_1,plant_sp_1,1_200_intralinks20_interlinks100_individuals,plant
32,16,ind_15 plant_sp_2,plant_sp_2,1_200_intralinks20_interlinks100_individuals,plant
