name,Plot,consp_prob,heter_prob,type,layer,number_plant_nodes_with_visits
ind_1 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.0032162480854515275,0.010567672280769306,plant,plant_sp_1,30
ind_1 plant_sp_2,1_100_intralinks20_interlinks30_individuals,0.0011773071170878573,0.007652496261071075,plant,plant_sp_2,30
ind_1 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.00466277605602059,0.015320549898353363,plant,plant_sp_3,30
ind_1 plant_sp_4,1_100_intralinks20_interlinks30_individuals,0.0012233550527079307,0.00795180784260155,plant,plant_sp_4,30
ind_1 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.0043259366425238924,0.011896325766940706,plant,plant_sp_5,30
ind_2 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.0027578591734505865,0.009061537284194784,plant,plant_sp_1,30
ind_2 plant_sp_2,1_100_intralinks20_interlinks30_individuals,0.001763143732050349,0.01146043425832727,plant,plant_sp_2,30
ind_2 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.003955996901748003,0.012998275534314863,plant,plant_sp_3,30
ind_2 plant_sp_4,1_100_intralinks20_interlinks30_individuals,0.0019155639376467614,0.01245116559470395,plant,plant_sp_4,30
ind_2 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.002520597281622197,0.006931642524461045,plant,plant_sp_5,30
ind_3 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.00364914226310809,0.01199003886449801,plant,plant_sp_1,30
ind_3 plant_sp_2,1_100_intralinks20_interlinks30_individuals,0.0016172580164160793,0.010512177106704516,plant,plant_sp_2,30
ind_3 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.003941464179226037,0.012950525160314119,plant,plant_sp_3,30
ind_3 plant_sp_4,1_100_intralinks20_interlinks30_individuals,0.001191749174024893,0.007746369631161805,plant,plant_sp_4,30
ind_3 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.004219272696687533,0.011602999915890718,plant,plant_sp_5,30
ind_4 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.003015481737013299,0.009908011421615126,plant,plant_sp_1,30
ind_4 plant_sp_2,1_100_intralinks20_interlinks30_individuals,0.001537105432449736,0.009991185310923285,plant,plant_sp_2,30
ind_4 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.005795126672415624,0.019041130495079904,plant,plant_sp_3,30
ind_4 plant_sp_4,1_100_intralinks20_interlinks30_individuals,0.001774324450216544,0.011533108926407536,plant,plant_sp_4,30
ind_4 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.004992365319855896,0.013729004629603718,plant,plant_sp_5,30
ind_5 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.0035782623789788895,0.011757147816644923,plant,plant_sp_1,30
ind_5 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.0033056168562667714,0.010861312527733676,plant,plant_sp_3,30
ind_5 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.0015545124452364758,0.004274909224400309,plant,plant_sp_5,30
ind_6 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.0025833285274934224,0.008488079447478388,plant,plant_sp_1,30
ind_6 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.0036381322271573507,0.011953863032088433,plant,plant_sp_3,30
ind_6 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.0025181794293875986,0.0069249934308158985,plant,plant_sp_5,30
ind_7 plant_sp_1,1_100_intralinks20_interlinks30_individuals,0.001974669169387213,0.006488198699415128,plant,plant_sp_1,30
ind_7 plant_sp_3,1_100_intralinks20_interlinks30_individuals,0.003882282298746872,0.01275607041016829,plant,plant_sp_3,30
ind_7 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.002858512158695837,0.007860908436413553,plant,plant_sp_5,30
ind_8 plant_sp_5,1_100_intralinks20_interlinks30_individuals,0.0035226825789858186,0.009687377092211003,plant,plant_sp_5,30
ind_1 plant_sp_1,1_100_intralinks20_interlinks40_individuals,7.022341447481846e-4,0.003310532396670013,plant,plant_sp_1,40
ind_1 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.0014270793946884377,0.006727660003531202,plant,plant_sp_2,40
ind_1 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0018270117100865273,0.006293040334742485,plant,plant_sp_3,40
ind_1 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0026234711300436265,0.00691642388829683,plant,plant_sp_4,40
ind_1 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.004290397052801435,0.02431224996587481,plant,plant_sp_5,40
ind_10 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0010892425165094533,0.002871639361706739,plant,plant_sp_4,40
ind_11 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0024582112038957003,0.006480738628452299,plant,plant_sp_4,40
ind_2 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.0015339170255509052,0.007231323120454267,plant,plant_sp_1,40
ind_2 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.001985860611283975,0.009361914310338736,plant,plant_sp_2,40
ind_2 plant_sp_3,1_100_intralinks20_interlinks40_individuals,3.952941688120428e-4,0.0013615688036859258,plant,plant_sp_3,40
ind_2 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.001477217558918433,0.0038944826553304127,plant,plant_sp_4,40
ind_2 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.003167123115097848,0.017947030985554488,plant,plant_sp_5,40
ind_3 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.0037637537519557953,0.01774341054493446,plant,plant_sp_1,40
ind_3 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.0016886314379025605,0.007960691064397783,plant,plant_sp_2,40
ind_3 plant_sp_3,1_100_intralinks20_interlinks40_individuals,9.181703928192251e-4,0.0031625869085995543,plant,plant_sp_3,40
ind_3 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0022991575842447385,0.006061415449372489,plant,plant_sp_4,40
ind_3 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.0026613527873539,0.015080999128338778,plant,plant_sp_5,40
ind_4 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.0011795359606078682,0.00556066952857995,plant,plant_sp_1,40
ind_4 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.0011590412615499538,0.005464051661592637,plant,plant_sp_2,40
ind_4 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0012340785425975606,0.004250714980058266,plant,plant_sp_3,40
ind_4 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0027738309949587583,0.007312827168527635,plant,plant_sp_4,40
ind_4 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.004368357039349849,0.024754023222982487,plant,plant_sp_5,40
ind_5 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.0016128811765051577,0.0076035826892386,plant,plant_sp_1,40
ind_5 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.00139279500418132,0.006566033591140505,plant,plant_sp_2,40
ind_5 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0021867766905590115,0.007532230823036596,plant,plant_sp_3,40
ind_5 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.001485441121999526,0.003916162957998749,plant,plant_sp_4,40
ind_5 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.0027693316611331004,0.015692879413087574,plant,plant_sp_5,40
ind_6 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.0020829092132365963,0.009819429148115382,plant,plant_sp_1,40
ind_6 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.001533127847831086,0.007227602711203688,plant,plant_sp_2,40
ind_6 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0021702473610996135,0.007475296466009781,plant,plant_sp_3,40
ind_6 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.0019707065007812017,0.005195498956604986,plant,plant_sp_4,40
ind_6 plant_sp_5,1_100_intralinks20_interlinks40_individuals,0.0025965386819433605,0.014713719197679049,plant,plant_sp_5,40
ind_7 plant_sp_1,1_100_intralinks20_interlinks40_individuals,0.004342792790718227,0.020473166013385925,plant,plant_sp_1,40
ind_7 plant_sp_2,1_100_intralinks20_interlinks40_individuals,0.0015220393625857852,0.007175328423618699,plant,plant_sp_2,40
ind_7 plant_sp_3,1_100_intralinks20_interlinks40_individuals,5.376031660631661e-4,0.0018517442386620172,plant,plant_sp_3,40
ind_7 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.001774432717135229,0.004678049890629239,plant,plant_sp_4,40
ind_8 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0014963998244014293,0.005154266061827147,plant,plant_sp_3,40
ind_8 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.002791834209440037,0.00736029018852373,plant,plant_sp_4,40
ind_9 plant_sp_3,1_100_intralinks20_interlinks40_individuals,0.0017565190123786534,0.006050232153748699,plant,plant_sp_3,40
ind_9 plant_sp_4,1_100_intralinks20_interlinks40_individuals,0.002946750291426354,0.007768705313760385,plant,plant_sp_4,40
ind_1 plant_sp_1,1_100_intralinks20_interlinks50_individuals,8.634939179311893e-4,0.002668981200878222,plant,plant_sp_1,50
ind_1 plant_sp_2,1_100_intralinks20_interlinks50_individuals,0.0031532207065752887,0.009746318547596344,plant,plant_sp_2,50
ind_1 plant_sp_3,1_100_intralinks20_interlinks50_individuals,4.918836861304111e-4,0.005041807782836714,plant,plant_sp_3,50
ind_1 plant_sp_4,1_100_intralinks20_interlinks50_individuals,8.766309262042135e-4,0.0030682082417147496,plant,plant_sp_4,50
ind_1 plant_sp_5,1_100_intralinks20_interlinks50_individuals,0.0016256316081058714,0.006502526432423486,plant,plant_sp_5,50
ind_10 plant_sp_1,1_100_intralinks20_interlinks50_individuals,0.0016209985640358595,0.005010359197929022,plant,plant_sp_1,50
ind_10 plant_sp_2,1_100_intralinks20_interlinks50_individuals,0.003793572505429905,0.011725587744056062,plant,plant_sp_2,50
ind_10 plant_sp_4,1_100_intralinks20_interlinks50_individuals,0.0024015806037982713,0.008405532113293951,plant,plant_sp_4,50
ind_11 plant_sp_1,1_100_intralinks20_interlinks50_individuals,0.001090265385419187,0.0033699111912956696,plant,plant_sp_1,50
ind_11 plant_sp_2,1_100_intralinks20_interlinks50_individuals,0.001543327758411434,0.0047702857987262474,plant,plant_sp_2,50
ind_2 plant_sp_1,1_100_intralinks20_interlinks50_individuals,0.002880427271467384,0.008903138839081006,plant,plant_sp_1,50
ind_2 plant_sp_2,1_100_intralinks20_interlinks50_individuals,0.0029656654501109625,0.00916660230034297,plant,plant_sp_2,50
ind_2 plant_sp_3,1_100_intralinks20_interlinks50_individuals,0.010000000182239812,0,plant,plant_sp_3,50
ind_2 plant_sp_4,1_100_intralinks20_interlinks50_individuals,8.302355231089653e-4,0.0029058243308813804,plant,plant_sp_4,50
