Day;Month;Year;ID;Plot;Subplot;Plant;Seeds/Fruit;Fruits/Panicle;Mean Seeds/Fruit;Mean Fruits/panicle;Obsv
24;4;2020;24;2;A3;CHFU;1;1;32;1;
24;4;2020;25;5;C5;CHFU;9;1;32;1;Little immature
24;4;2020;26;5;B6;CHFU;26;1;32;1;
24;4;2020;27;5;B6;CHFU;57;1;32;1;
24;4;2020;28;5;A4;CHFU;17;1;32;1;Little immature
24;4;2020;29;6;E6;CHFU;16;1;32;1;Little immature
24;4;2020;30;7;E1;CHFU;26;1;32;1;
24;4;2020;31;7;D1;CHFU;32;1;32;1;
24;4;2020;32;7;C3;CHFU;1;1;32;1;Little immature
24;4;2020;33;7;E2;CHFU;33;1;32;1;
24;4;2020;34;7;E3;CHFU;16;1;32;1;
24;4;2020;35;7;E4;CHFU;17;1;32;1;
24;4;2020;36;7;D2;CHFU;5;1;32;1;
24;4;2020;37;7;C6;CHFU;10;1;32;1;
24;4;2020;38;7;F4;CHFU;0;1;32;1;So immature
24;4;2020;39;7;F3;CHFU;0;1;32;1;
24;4;2020;40;7;F2;CHFU;45;1;32;1;
24;4;2020;41;7;F1;CHFU;8;1;32;1;
24;4;2020;42;7;A2;CHFU;19;1;32;1;Little immature
24;4;2020;43;7;A1;CHFU;2;1;32;1;Little immature
24;4;2020;44;7;B2;CHFU;13;1;32;1;
24;4;2020;45;7;B1;CHFU;28;1;32;1;Little immature
24;4;2020;46;7;B4;CHFU;44;1;32;1;
24;4;2020;47;7;C1;CHFU;77;1;32;1;
24;4;2020;48;7;C2;CHFU;17;1;32;1;Little immature
24;4;2020;49;7;A4;CHFU;0;1;32;1;
24;4;2020;50;7;A5;CHFU;9;1;32;1;
24;4;2020;51;8;A2;CHFU;30;1;32;1;
24;4;2020;52;8;A5;CHFU;31;1;32;1;
24;4;2020;53;8;B2;CHFU;79;1;32;1;
24;4;2020;54;8;B5;CHFU;16;1;32;1;
24;4;2020;55;8;A3;CHFU;41;1;32;1;
24;4;2020;56;8;A6;CHFU;13;1;32;1;
24;4;2020;57;8;B3;CHFU;59;1;32;1;
24;4;2020;58;8;B6;CHFU;0;1;32;1;There are seeds but not viable
24;4;2020;59;8;A4;CHFU;30;1;32;1;
24;4;2020;60;8;B1;CHFU;36;1;32;1;
24;4;2020;61;8;B4;CHFU;20;1;32;1;
24;4;2020;62;8;C1;CHFU;70;1;32;1;
24;4;2020;63;8;C2;CHFU;35;1;32;1;
24;4;2020;64;8;C3;CHFU;9;1;32;1;
24;4;2020;65;8;C4;CHFU;13;1;32;1;
24;4;2020;66;8;D2;CHFU;21;1;32;1;
24;4;2020;67;8;C1;CHFU;14;1;32;1;
24;4;2020;68;8;C2;CHFU;41;1;32;1;
24;4;2020;69;8;C3;CHFU;6;1;32;1;
24;4;2020;70;8;C5;CHFU;15;1;32;1;
24;4;2020;71;8;D5;CHFU;29;1;32;1;
24;4;2020;72;8;C6;CHFU;31;1;32;1;
24;4;2020;73;8;D1;CHFU;41;1;32;1;
24;4;2020;74;8;D4;CHFU;17;1;32;1;
24;4;2020;75;8;D4;CHFU;1;1;32;1;
24;4;2020;76;8;D5;CHFU;16;1;32;1;
24;4;2020;77;8;D3;CHFU;10;1;32;1;
24;4;2020;78;8;D6;CHFU;36;1;32;1;
24;4;2020;79;8;D6;CHFU;15;1;32;1;
24;4;2020;80;8;E1;CHFU;45;1;32;1;
24;4;2020;81;8;E1;CHFU;90;1;32;1;
24;4;2020;82;8;E2;CHFU;7;1;32;1;
24;4;2020;83;8;F2;CHFU;76;1;32;1;
24;4;2020;84;8;F3;CHFU;23;1;32;1;
24;4;2020;85;8;F4;CHFU;30;1;32;1;
24;4;2020;86;8;F5;CHFU;46;1;32;1;
24;4;2020;87;8;F6;CHFU;23;1;32;1;
24;4;2020;88;9;B2;CHFU;27;1;32;1;
24;4;2020;89;9;E1;CHFU;21;1;32;1;
24;4;2020;90;9;F1;CHFU;45;1;32;1;
24;4;2020;91;9;D3;CHFU;80;1;32;1;
24;4;2020;92;9;E5;CHFU;26;1;32;1;
24;4;2020;93;9;F6;CHFU;69;1;32;1;
24;4;2020;94;9;D2;CHFU;0;1;32;1;
24;4;2020;95;9;A6;CHFU;16;1;32;1;
24;4;2020;96;9;E5;CHFU;58;1;32;1;
24;4;2020;97;9;B6;CHFU;18;1;32;1;
24;4;2020;98;9;B2;CHFU;29;1;32;1;
24;4;2021;99;9;D5;CHFU;25;1;32;1;
24;4;2022;100;9;B1;CHFU;53;1;32;1;
24;4;2023;101;9;C1;CHFU;0;1;32;1;immature
24;4;2024;102;9;C2;CHFU;58;1;32;1;
24;4;2025;103;9;C5;CHFU;68;1;32;1;
24;4;2026;104;9;E4;CHFU;56;1;32;1;
24;4;2027;105;9;E3;CHFU;20;1;32;1;
24;4;2028;106;9;D2;CHFU;19;1;32;1;
24;4;2029;107;9;D1;CHFU;15;1;32;1;
24;4;2030;108;9;D3;CHFU;79;1;32;1;
24;4;2031;109;9;D6;CHFU;20;1;32;1;
24;4;2032;110;9;C5;CHFU;13;1;32;1;
24;4;2033;111;9;C3;CHFU;31;1;32;1;
24;4;2034;112;9;E2;CHFU;16;1;32;1;
