Day;Month;Year;Plot ;Subplot ;Sp.Focal;Fruits;Seeds;BEMA;CHFU;CHMI;CETE;HOMA;LEMA;PAIN;PLCO;POMA;POMO;PUPA;SASO;SCLA;SPRU;MESU;MEEL;MEPO;SOAS;FrPu;SUSP;COSQ;ANAR;RAPE;ACHI
27;5;2020;8;D1;CETE;10;1110;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D1;PUPA;8;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;8;D1;MESU;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D1;PLCO;7;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D2;PUPA;4;92;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D2;MESU;15;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;D2;CETE;7;777;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D3;PUPA;4;92;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D3;CETE;8;888;0;0;0;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D3;MESU;12;12;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D3;PAIN;3;NA;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D5;CETE;12;1332;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D5;PUPA;9;207;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D5;PLCO;5;NA;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D5;PAIN;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D5;MESU;35;35;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D6;MESU;30;30;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D6;CETE;18;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D6;PAIN;3;NA;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D6;PUPA;2;46;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;D6;PLCO;1;NA;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;A5;MESU;22;22;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;A5;PAIN;7;NA;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;A6;CETE;8;888;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;A6;PUPA;12;276;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;A6;PLCO;5;NA;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;A6;PAIN;7;NA;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;A6;MESU;25;25;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;B1;PAIN;12;NA;0;0;0;0;0;0;3;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B1;PUPA;5;115;0;0;0;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B1;PLCO;3;NA;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B1;CETE;14;1554;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B1;MESU;26;26;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B2;CETE;8;888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B2;PUPA;14;322;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B2;PLCO;5;NA;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B2;MESU;73;73;0;0;0;5;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B4;PUPA;4;92;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B4;MESU;34;34;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B4;CETE;3;333;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B4;PLCO;4;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;B5;PUPA;7;161;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B5;MESU;47;47;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B5;CETE;4;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;B5;PLCO;4;NA;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;B5;PAIN;3;NA;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;E4;PUPA;5;115;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;E4;PUPA;7;161;0;0;0;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;E4;PAIN;1;NA;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;E4;CETE;10;1110;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;3;E5;PUPA;22;506;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
27;5;2020;3;E5;PAIN;1;NA;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0
27;5;2020;3;E5;CETE;4;444;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;E6;PUPA;5;115;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;3;E6;CETE;22;2442;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;3;E6;PAIN;5;NA;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;3;F1;PUPA;7;161;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F1;PUPA;15;345;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F1;PAIN;2;NA;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F2;PAIN;2;NA;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F3;PAIN;3;NA;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F4;CETE;20;2220;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F4;CETE;14;1554;0;0;2;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F4;PLCO;1;NA;0;0;0;1;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F4;PUPA;20;460;1;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F5;PUPA;8;184;1;0;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F5;PUPA;20;460;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F5;PLCO;1;NA;0;0;0;2;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F5;PAIN;1;NA;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
27;5;2020;3;F6;CETE;3;333;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;3;F6;PUPA;7;161;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F6;CHMI;41;574;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;3;F6;CETE;8;888;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
27;5;2020;3;F6;PAIN;3;NA;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A1;PUPA;18;414;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A1;MESU;21;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;7;A1;PAIN;2;NA;0;0;0;0;0;0;4;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A2;PUPA;6;138;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A2;CETE;8;888;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A2;PAIN;3;NA;0;0;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;A3;MESU;14;14;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A3;PAIN;4;NA;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A4;MESU;6;6;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A4;CETE;4;444;0;0;0;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A4;PUPA;10;230;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A4;PAIN;4;NA;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A4;PLCO;2;NA;0;0;0;2;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A5;CETE;10;1110;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;B1;ANAR;12;252;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;B1;CETE;6;666;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
27;5;2020;7;B1;PLCO;8;NA;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B1;MEPO;14;NA;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B1;PUPA;12;276;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0
27;5;2020;7;B1;MESU;10;10;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
27;5;2020;7;B2;CETE;2;222;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B2;PUPA;6;138;0;0;0;0;2;0;0;0;1;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;7;B2;PAIN;3;NA;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B2;PLCO;2;NA;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B3;PUPA;10;230;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B3;PAIN;6;NA;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A5;PLCO;1;NA;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;A5;PUPA;4;92;0;0;0;3;0;0;0;0;0;0;3;0;0;3;0;0;0;1;0;0;0;0;0;0
27;5;2020;7;A5;PAIN;2;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A5;PLCO;3;NA;0;0;0;4;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A6;PUPA;11;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;A6;MESU;19;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0
27;5;2020;7;A6;MEPO;1;NA;1;0;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;7;A6;PAIN;1;NA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;A6;CETE;6;666;1;0;0;2;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
27;5;2020;7;B6;MESU;9;9;2;0;0;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B6;MEPO;5;NA;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
27;5;2020;7;B6;PLCO;7;NA;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;B3;CETE;16;1776;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B4;CETE;10;1110;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B4;PUPA;4;92;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B4;MESU;3;3;1;0;0;1;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0
27;5;2020;7;B4;PAIN;3;NA;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B4;PLCO;2;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B5;CETE;16;1776;0;0;0;0;0;2;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B5;PUPA;6;138;0;0;0;3;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B5;PAIN;4;NA;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B6;PUPA;6;138;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B6;CETE;5;555;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;B6;PAIN;4;NA;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F1;CETE;9;999;0;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F1;PUPA;6;138;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;F1;MESU;24;24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;F1;PAIN;4;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F2;PUPA;5;115;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F2;PLCO;4;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F2;MESU;4;4;0;1;0;0;0;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0
27;5;2020;7;F3;PUPA;5;115;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F3;PLCO;4;NA;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F3;PAIN;3;NA;0;0;0;0;3;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F3;PLCO;3;NA;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;7;F3;MESU;13;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
27;5;2020;7;F5;CETE;4;444;0;0;0;3;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F5;PUPA;4;92;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F5;PLCO;3;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F5;PAIN;2;NA;0;0;0;4;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F5;MESU;46;46;0;0;0;0;0;2;6;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F6;PUPA;6;138;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F6;CETE;4;444;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F6;PAIN;2;NA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;7;F6;MESU;30;30;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A1;ANAR;25;525;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A1;PUPA;5;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A1;PAIn;3;NA;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;A1;MEPO;2;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
27;5;2020;9;A3;ANAR;13;273;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0
27;5;2020;9;A3;CETE;3;333;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;A5;MESU;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A5;CETE;6;666;0;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A5;ANAR;40;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A6;ANAR;25;525;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A6;CETE;2;222;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A2;CHMI;6;84;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A2;PLCO;1;NA;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A2;ANAR;12;252;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A2;CETE;16;1776;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
27;5;2020;9;A2;MEPO;2;NA;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A2;CHMI;9;126;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A4;ANAR;30;630;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
27;5;2020;9;A4;ACHI;9;9;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A4;CETE;9;999;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;A4;MEPO;3;NA;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;C1;CETE;4;444;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;PAIN;4;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;PAIN;2;NA;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B1;CETE;16;1776;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;B1;CHMI;4;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B1;ANAR;49;1029;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B2;ACHI;6;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;B2;CETE;24;2664;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B2;ANAR;35;735;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B2;ANAR;50;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B2;ACHI;3;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B3;CETE;5;555;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B3;ANAR;22;462;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0
27;5;2020;9;B3;PLCO;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B4;ANAR;30;630;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B4;CETE;12;1332;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B4;CHMI;5;70;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B4;PLCO;3;NA;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B5;CETE;10;1110;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;B5;ANAR;15;315;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;B6;CETE;17;1887;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;B6;ANAR;10;210;0;0;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;ANAR;17;357;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;PLCO;3;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;CETE;8;888;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;ANAR;30;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;CETE;7;777;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;CETE;4;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;ANAR;12;252;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;ACHI;33;33;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;C2;ACHI;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D1;PLCO;4;NA;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D1;PLCO;4;NA;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D2;PUPA;7;161;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
