Day;Month;Year;Plot ;Subplot ;Sp.Focal;Fruits;Seeds;BEMA;CHFU;CHMI;CETE;HOMA;LEMA;PAIN;PLCO;POMA;POMO;PUPA;SASO;SCLA;SPRU;MESU;MEEL;MEPO;SOAS;FrPu;SUSP;COSQ;ANAR;RAPE;ACHI
27;5;2020;9;D2;PAIN;1;NA;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D2;CETE;17;1887;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D2;CETE;3;333;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D3;CETE;11;1221;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D3;PAIN;1;NA;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D3;PLCO;3;NA;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D3;ANAR;30;630;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D4;CETE;3;333;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D5;CETE;5;555;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D5;PLCO;1;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D5;PUPA;4;92;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;D5;ANAR;18;378;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D6;ACHI;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;D6;PLCO;2;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;D6;PAIN;4;NA;1;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;D6;CHMI;4;56;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;E1;PUPA;16;368;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E1;CETE;17;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E1;PAIN;4;NA;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E1;PLCO;2;NA;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E1;PLCO;2;NA;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E1;ANAR;63;1323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E2;PUPA;21;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E3;PLCO;4;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E3;PLCO;2;NA;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F1;PUPA;18;414;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F1;PLCO;3;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F1;CHFU;2;64;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F2;PLCO;3;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F2;PLCO;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F3;PLCO;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F3;PLCO;4;NA;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F3;PAIN;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F3;PAIN;5;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F4;PLCO;3;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F4;CETE;8;888;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F5;ANAR;28;588;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F5;CETE;6;666;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F5;ANAR;52;1092;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E3;CETE;7;777;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E3;PAIN;12;NA;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E4;CETE;16;1776;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E4;CETE;21;2331;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;E4;ANAR;64;1344;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E4;PLCO;1;NA;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E5;PUPA;7;161;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E5;PUPA;12;276;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E5;CETE;5;555;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
27;5;2020;9;E5;ANAR;38;798;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E6;PUPA;11;253;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E6;ACHI;5;5;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;E6;ANAR;11;231;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
27;5;2020;9;E6;ACHI;12;12;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27;5;2020;9;E6;ANAR;20;420;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;E6;CETE;2;222;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
27;5;2020;9;F5;PAIN;4;NA;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F6;PUPA;32;736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F6;CETE;16;1776;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;9;F6;ANAR;95;1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E1;PAIN;3;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E1;CETE;17;1887;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E1;PUPA;5;115;2;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E1;MESU;17;17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E1;PLCO;3;NA;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E3;CETE;11;1221;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E3;PUPA;5;115;0;0;0;0;3;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0
27;5;2020;8;E3;MESU;11;11;0;0;0;0;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E3;PAIN;1;NA;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E5;PUPA;14;322;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E5;CETE;13;1443;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
27;5;2020;8;E5;PAIN;2;NA;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;E5;MESU;10;10;0;0;0;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
27;5;2020;8;E2;CETE;3;333;0;0;0;1;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E2;PUPA;3;69;0;0;0;0;4;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E2;MESU;14;14;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E4;MESU;22;22;0;0;0;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0
27;5;2020;8;E4;PUPA;7;161;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E4;CETE;12;1332;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E4;PLCO;6;NA;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E6;CETE;6;666;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E6;PAIN;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E6;PUPA;7;161;0;0;0;3;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
27;5;2020;8;E6;MESU;27;27;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
