node_to,layer_to,module_from,Plot,k.is,ks.bar,SD.ks,z,k.i,sum_aux_c,c
D5 LEMA,LEMA,1,1,0.2941865001950839,0.9672805973235158,3.5897615539188985,-0.18750384587344618,0.2941865001950839,0,1
D6 LEMA,LEMA,1,1,0.13179867342957471,0.9672805973235158,3.5897615539188985,-0.2327402283814243,0.13179867342957471,0,1
D6 PUPA,PUPA,2,1,0.2,1.4816468253968254,1.3763045530427223,-0.9312232692708686,0.2,0,1
E1 LEMA,LEMA,1,1,0.031057354662504876,0.9672805973235158,3.5897615539188985,-0.2608037410281325,0.031057354662504876,0,1
E2 LEMA,LEMA,4,1,1.577777777777778,0.7005291005291006,0.7630700964637798,1.1496305271481928,1.648476178089912,0.001839305303598147,0.9981606946964019
E3 CHFU,CHFU,3,1,0.23076923076923078,1.0227272727272727,2.0186783186096933,-0.3923151275055454,0.23076923076923078,0,1
E3 LEMA,LEMA,8,1,0.3333333333333333,0.5111111111111111,0.18358568490953672,-0.9683640522700838,0.7105995578098582,0.22386537756030223,0.7761346224396978
E4 LEMA,LEMA,1,1,0.02145922746781116,0.9672805973235158,3.5897615539188985,-0.2634774916521024,0.02145922746781116,0,1
E5 LEMA,LEMA,8,1,0.5,0.5111111111111111,0.18358568490953672,-0.06052275326688003,0.5406554818571986,0.00565453639859781,0.9943454636014022
E6 LEMA,LEMA,1,1,0.039641045649629336,0.9672805973235158,3.5897615539188985,-0.2584125819335253,0.039641045649629336,0,1
Elateridae LEMA,LEMA,1,1,0.33611111111111114,0.9672805973235158,3.5897615539188985,-0.175824905563258,0.4472222222222222,0.06172601365688052,0.9382739863431195
Empis_sp CHFU,CHFU,3,1,0.8333333333333333,1.0227272727272727,2.0186783186096933,-0.09382076264849325,0.8333333333333333,0,1
Empis_sp LEMA,LEMA,3,1,0.7272727272727273,1.0227272727272727,2.0186783186096933,-0.1463603897316494,0.8041958041958042,0.009149338374291115,0.9908506616257089
Episyrphus_balteatus LEMA,LEMA,4,1,0.3333333333333333,0.7005291005291006,0.7630700964637798,-0.4812084353684232,0.5555555555555556,0.15999999999999998,0.8400000000000001
Eucera_sp CHFU,CHFU,7,1,1,1,0,NaN,1,0,1
F1 LEMA,LEMA,1,1,0.04393289114319157,0.9672805973235158,3.5897615539188985,-0.2572170023862217,0.04393289114319157,0,1
F2 CHFU,CHFU,7,1,1,1,0,NaN,1,0,1
F2 LEMA,LEMA,1,1,1.052516582130316,0.9672805973235158,3.5897615539188985,0.023744191230124768,1.052516582130316,0,1
F3 CHFU,CHFU,3,1,0.07692307692307693,1.0227272727272727,2.0186783186096933,-0.46852645470309073,0.07692307692307693,0,1
F3 LEMA,LEMA,1,1,0.05353101833788529,0.9672805973235158,3.5897615539188985,-0.2545432517622518,0.44241990722677416,0.39420822168168806,0.605791778318312
F4 LEMA,LEMA,5,1,1.5238095238095237,0.6469298245614035,0.6695579721661284,1.3096396961883263,1.59879976961522,0.0021999935131977806,0.9978000064868022
F5 CHFU,CHFU,3,1,0.15384615384615385,1.0227272727272727,2.0186783186096933,-0.4304207911043181,0.15384615384615385,0,1
F5 LEMA,LEMA,1,1,0.07701911822083496,0.9672805973235158,3.5897615539188985,-0.24800017096700847,0.24368578488750162,0.467775107729137,0.532224892270863
F6 LEMA,LEMA,2,1,0.8333333333333334,1.4816468253968254,1.3763045530427223,-0.4710538017404695,1.060098842502276,0.04575739357246114,0.9542426064275389
F6 PUPA,PUPA,2,1,0.6,1.4816468253968254,1.3763045530427223,-0.6405899213569324,0.6,0,1
Geometridae LEMA,LEMA,1,1,0.07692307692307693,0.9672805973235158,3.5897615539188985,-0.24802692519464042,0.07692307692307693,0,1
Lasioglossum_malachurum CETE,CETE,2,1,2.4375,1.4816468253968254,1.3763045530427223,0.6945070206227122,2.4375,0,1
Lasioglossum_malachurum LEMA,LEMA,2,1,2.5555555555555554,1.4816468253968254,1.3763045530427223,0.7802842240000891,2.7222222222222223,0.0037484381507705113,0.9962515618492295
Lasioglossum_malachurum PUPA,PUPA,2,1,4.026785714285714,1.4816468253968254,1.3763045530427223,1.8492555904593342,4.026785714285714,0,1
Malachius_bipustulatus LEMA,LEMA,1,1,0.2159090909090909,0.9672805973235158,3.5897615539188985,-0.2093095864805176,0.2159090909090909,0,1
Mordellidae LEMA,LEMA,1,1,0.1,0.9672805973235158,3.5897615539188985,-0.24159838593644647,0.1,0,1
Musca_sp LEMA,LEMA,5,1,0.8157894736842105,0.6469298245614035,0.6695579721661284,0.25219571141318614,0.8157894736842105,0,1
Oedemeridae LEMA,LEMA,1,1,0.09090909090909091,0.9672805973235158,3.5897615539188985,-0.244130840795735,0.09090909090909091,0,1
Phaedon_sp LEMA,LEMA,10,1,0.25,0.625,0.5303300858899106,-0.7071067811865476,0.25,0,1
Psilothrix_viridicoerulea LEMA,LEMA,1,1,5.129401154401155,0.9672805973235158,3.5897615539188985,1.1594420672687586,6.124346851978431,0.0075391094153399426,0.99246089058466
Sphaerophoria_scripta LEMA,LEMA,9,1,0.25,0.625,0.5303300858899106,-0.7071067811865476,0.25,0,1
Ulidiidae CHFU,CHFU,3,1,6.666666666666667,1.0227272727272727,2.0186783186096933,2.795858726925098,6.666666666666667,0,1
A1 LEMA,LEMA,1,2,0.026143790849673203,0.9311712488183077,3.203581745017088,-0.2825048742322032,0.026143790849673203,0,1
A2 CHFU,CHFU,6,2,0.23529411764705882,1.018939393939394,2.9917313906903407,-0.26193704379038835,0.23529411764705882,0,1
A2 LEMA,LEMA,1,2,0.0392156862745098,0.9311712488183077,3.203581745017088,-0.27842447408472176,0.46345811051693403,0.5557692307692308,0.4442307692307692
A2 PUPA,PUPA,4,2,0.2,1.3830357142857144,1.6072989342202584,-0.7360396308976807,0.2,0,1
A3 CETE,CETE,3,2,0.2,1.1830357142857144,1.7632461512210704,-0.5575147370121578,0.2,0,1
A3 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
A3 LEMA,LEMA,1,2,0.05178481649069884,0.9311712488183077,3.203581745017088,-0.27450101240445113,0.38511814982403214,0.7491512656027378,0.2508487343972622
A4 BEMA,BEMA,9,2,1,1.0104166666666667,0.48157606798849467,-0.021630366123001787,1,0,1
A4 LEMA,LEMA,1,2,0.0196078431372549,0.9311712488183077,3.203581745017088,-0.28454507430594395,0.0196078431372549,0,1
A5 CETE,CETE,3,2,0.4,1.1830357142857144,1.7632461512210704,-0.44408757889160977,0.4,0,1
A5 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
A5 LEMA,LEMA,9,2,0.3333333333333333,1.0104166666666667,0.48157606798849467,-1.4059737979951066,0.3464052287581699,0.0014239943040227844,0.9985760056959773
A5 PUPA,PUPA,4,2,0.4,1.3830357142857144,1.6072989342202584,-0.6116072706553557,0.4,0,1
A6 LEMA,LEMA,2,2,0.7727272727272727,1.2492044992044993,1.2164352589069085,-0.39169961819866195,0.7857991681521093,2.7672857086702814e-4,0.999723271429133
A6 PUPA,PUPA,3,2,0.5,1.1830357142857144,1.7632461512210704,-0.3873739998313358,0.5,0,1
Anastoechus_sp CETE,CETE,2,2,3.4375,1.2492044992044993,1.2164352589069085,1.7989411970530254,3.4375,0,1
Anastoechus_sp LEMA,LEMA,2,2,2.8846153846153846,1.2492044992044993,1.2164352589069085,1.3444290384023143,3.2635836385836385,0.007895343195814244,0.9921046568041858
Anastoechus_sp PUPA,PUPA,2,2,2.0267857142857144,1.2492044992044993,1.2164352589069085,0.6392294282722053,2.3125,0.0152651272342392,0.9847348727657608
Andrena_sp CETE,CETE,5,2,2.4375,1.4583333333333333,0.8976241789672706,1.0908425704321065,2.4375,0,1
Andrena_sp LEMA,LEMA,5,2,2,1.4583333333333333,0.8976241789672706,0.6034448261964845,2.7357142857142858,0.07232307807674741,0.9276769219232526
Andrena_sp PUPA,PUPA,5,2,2.3125,1.4583333333333333,0.8976241789672706,0.9515860720790716,2.3125,0,1
B1 CETE,CETE,2,2,0.3333333333333333,1.2492044992044993,1.2164352589069085,-0.7529140241250241,0.3333333333333333,0,1
B1 LEMA,LEMA,1,2,0.0392156862745098,0.9311712488183077,3.203581745017088,-0.27842447408472176,0.13012477718360071,0.4880840683054982,0.5119159316945018
B1 PUPA,PUPA,2,2,0.5,1.2492044992044993,1.2164352589069085,-0.6159016632564039,0.5,0,1
B2 CETE,CETE,3,2,0.2,1.1830357142857144,1.7632461512210704,-0.5575147370121578,0.2,0,1
B2 CHFU,CHFU,6,2,0.11764705882352941,1.018939393939394,2.9917313906903407,-0.30126111519252796,0.11764705882352941,0,1
B2 LEMA,LEMA,2,2,0.45454545454545453,1.2492044992044993,1.2164352589069085,-0.6532686707660276,0.5259381141734083,0.018426287069140276,0.9815737129308597
B3 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
B3 LEMA,LEMA,1,2,0.10356963298139768,0.9311712488183077,3.203581745017088,-0.2583363502817362,0.8535696329813977,0.4289158641779928,0.5710841358220071
B4 LEMA,LEMA,1,2,0.5077928607340372,0.9311712488183077,3.203581745017088,-0.13215782264423293,0.5077928607340372,0,1
B5 LEMA,LEMA,1,2,0.2881850175967823,0.9311712488183077,3.203581745017088,-0.20070854512192127,0.5381850175967823,0.21578279323443064,0.7842172067655694
B6 LEMA,LEMA,7,2,0.5,0.6818181818181818,0.7592405949313666,-0.2394737360356998,0.6249874308697838,0.03999356473475682,0.9600064352652432
Bombilus_major CETE,CETE,3,2,5,1.1830357142857144,1.7632461512210704,2.1647370578809935,5,0,1
Bombilus_major PUPA,PUPA,3,2,2.7142857142857144,1.1830357142857144,1.7632461512210704,0.8684266793604454,2.857142857142857,0.0024999999999999996,0.9975
Braconidae BEMA,BEMA,9,2,1.375,1.0104166666666667,0.48157606798849467,0.7570628143050571,1.375,0,1
Braconidae LEMA,LEMA,9,2,1.3333333333333333,1.0104166666666667,0.48157606798849467,0.6705413498130504,1.625,0.03221564760026298,0.967784352399737
Brassicogethes_sp LEMA,LEMA,1,2,19.12654428904429,0.9311712488183077,3.203581745017088,5.679696817016582,21.81652097902098,0.004170520402831906,0.995829479597168
C1 CHFU,CHFU,6,2,0.17647058823529413,1.018939393939394,2.9917313906903407,-0.2815990794914581,0.17647058823529413,0,1
C2 CHFU,CHFU,6,2,0.11764705882352941,1.018939393939394,2.9917313906903407,-0.30126111519252796,0.11764705882352941,0,1
C2 LEMA,LEMA,1,2,0.04524886877828054,0.9311712488183077,3.203581745017088,-0.2765412124781919,0.29524886877828055,0.7169742076598992,0.28302579234010083
C2 PUPA,PUPA,11,2,1,1,0,NaN,1,0,1
C3 LEMA,LEMA,1,2,0.2708898944193062,0.9311712488183077,3.203581745017088,-0.20610722839397363,0.2708898944193062,0,1
C4 LEMA,LEMA,1,2,1.2452488687782806,0.9311712488183077,3.203581745017088,0.09803952106060511,1.2452488687782806,0,1
C5 LEMA,LEMA,1,2,0.058320764203117145,0.9311712488183077,3.203581745017088,-0.2724608123307104,0.4583207642031172,0.7616946687432288,0.23830533125677122
C5 PUPA,PUPA,5,2,0.5,1.4583333333333333,0.8976241789672706,-1.067633154039934,0.5,0,1
C6 CETE,CETE,5,2,1,1.4583333333333333,0.8976241789672706,-0.5106071606277944,1,0,1
C6 LEMA,LEMA,1,2,0.06435394670688788,0.9311712488183077,3.203581745017088,-0.27057755072418055,0.2643539467068879,0.5723851976686869,0.4276148023313131
C6 PUPA,PUPA,5,2,0.5,1.4583333333333333,0.8976241789672706,-1.067633154039934,1.65,0.1735537190082645,0.8264462809917354
Cerambycidae LEMA,LEMA,1,2,0.07692307692307693,0.9311712488183077,3.203581745017088,-0.2666540890439099,0.07692307692307693,0,1
Cryptocephalus_sp LEMA,LEMA,7,2,0.09090909090909091,0.6818181818181818,0.7592405949313666,-0.7782896421160245,0.09090909090909091,0,1
D1 CHFU,CHFU,8,2,0.5,1,0.8660254037844386,-0.5773502691896258,0.5,0,1
D1 LEMA,LEMA,1,2,0.05178481649069884,0.9311712488183077,3.203581745017088,-0.27450101240445113,0.05178481649069884,0,1
D2 CETE,CETE,4,2,0.3333333333333333,1.3830357142857144,1.6072989342202584,-0.653084724069464,0.3333333333333333,0,1
D2 LEMA,LEMA,1,2,0.058320764203117145,0.9311712488183077,3.203581745017088,-0.2724608123307104,0.30832076420311716,0.6574677728495054,0.3425322271504946
D3 LEMA,LEMA,1,2,0.026143790849673203,0.9311712488183077,3.203581745017088,-0.2825048742322032,0.026143790849673203,0,1
D4 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
D4 LEMA,LEMA,1,2,0.026143790849673203,0.9311712488183077,3.203581745017088,-0.2825048742322032,0.026143790849673203,0,1
D5 LEMA,LEMA,1,2,0.04524886877828054,0.9311712488183077,3.203581745017088,-0.2765412124781919,0.29524886877828055,0.7169742076598992,0.28302579234010083
D6 LEMA,LEMA,1,2,0.08999497234791352,0.9311712488183077,3.203581745017088,-0.26257368889642846,0.48999497234791356,0.6664026797799338,0.33359732022006616
Dilophus_sp LEMA,LEMA,1,2,0.125,0.9311712488183077,3.203581745017088,-0.25164684811687477,0.125,0,1
E1 LEMA,LEMA,1,2,0.3790849673202614,0.9311712488183077,3.203581745017088,-0.1723340702502041,0.3790849673202614,0,1
E2 CETE,CETE,4,2,0.3333333333333333,1.3830357142857144,1.6072989342202584,-0.653084724069464,0.3333333333333333,0,1
E2 CHFU,CHFU,8,2,0.5,1,0.8660254037844386,-0.5773502691896258,0.5,0,1
E2 LEMA,LEMA,1,2,0.7238310708898944,0.9311712488183077,3.203581745017088,-0.06472136328374145,0.7238310708898944,0,1
E3 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
E3 LEMA,LEMA,1,2,0.5583207642031172,0.9311712488183077,3.203581745017088,-0.116385506689545,0.5583207642031172,0,1
E4 CETE,CETE,4,2,0.3333333333333333,1.3830357142857144,1.6072989342202584,-0.653084724069464,0.3333333333333333,0,1
E4 LEMA,LEMA,1,2,0.09049773755656108,0.9311712488183077,3.203581745017088,-0.26241675042921764,0.09049773755656108,0,1
E5 CETE,CETE,2,2,0.6666666666666666,1.2492044992044993,1.2164352589069085,-0.4788893023877838,0.6666666666666666,0,1
E5 LEMA,LEMA,1,2,0.09653092006033183,0.9311712488183077,3.203581745017088,-0.26053348882268773,0.3465309200603318,0.52047039823056,0.47952960176944004
E6 LEMA,LEMA,1,2,0.3464052287581699,0.9311712488183077,3.203581745017088,-0.18253507061890772,0.3464052287581699,0,1
E6 PUPA,PUPA,3,2,0.25,1.1830357142857144,1.7632461512210704,-0.5291579474820207,0.25,0,1
Elateridae LEMA,LEMA,2,2,0.16666666666666666,1.2492044992044993,1.2164352589069085,-0.8899263849936441,0.24358974358974358,0.09972299168975071,0.9002770083102493
Eristalis_sp LEMA,LEMA,1,2,0.07692307692307693,0.9311712488183077,3.203581745017088,-0.2666540890439099,0.07692307692307693,0,1
Eucera_sp CHFU,CHFU,8,2,2,1,0.8660254037844386,1.1547005383792517,2,0,1
F1 LEMA,LEMA,7,2,2,0.6818181818181818,0.7592405949313666,1.7361845862588243,2.526143790849673,0.039283449004148756,0.9607165509958513
F2 CHFU,CHFU,6,2,0.058823529411764705,1.018939393939394,2.9917313906903407,-0.3209231508935978,0.058823529411764705,0,1
F2 LEMA,LEMA,10,2,1,0.7222222222222222,0.3928371006591931,0.7071067811865476,1.6105169340463459,0.09971950071801566,0.9002804992819844
F3 CETE,CETE,3,2,0.2,1.1830357142857144,1.7632461512210704,-0.5575147370121578,0.2,0,1
F3 LEMA,LEMA,1,2,0.05178481649069884,0.9311712488183077,3.203581745017088,-0.27450101240445113,0.05178481649069884,0,1
F4 LEMA,LEMA,1,2,2.290497737556561,0.9311712488183077,3.203581745017088,0.4243145943919101,2.290497737556561,0,1
F5 LEMA,LEMA,1,2,0.038712921065862244,0.9311712488183077,3.203581745017088,-0.2785814125519326,0.038712921065862244,0,1
F6 LEMA,LEMA,1,2,0.0988436400201106,0.9311712488183077,3.203581745017088,-0.25981157187351794,0.0988436400201106,0,1
Lasioglossum_immunitum PUPA,PUPA,11,2,1,1,0,NaN,1,0,1
Lasioglossum_malachurum CETE,CETE,4,2,4.4375,1.3830357142857144,1.6072989342202584,1.9003710017365774,4.4375,0,1
Lasioglossum_malachurum LEMA,LEMA,4,2,2,1.3830357142857144,1.6072989342202584,0.38385161128324313,2.685714285714286,0.06518786781349026,0.9348121321865097
Lasioglossum_malachurum PUPA,PUPA,4,2,3.0267857142857144,1.3830357142857144,1.6072989342202584,1.0226784607416075,3.3125,0.00743964371081291,0.992560356289187
Mordellidae LEMA,LEMA,1,2,0.5208333333333333,0.9311712488183077,3.203581745017088,-0.12808723115095216,0.5208333333333333,0,1
Musca_sp LEMA,LEMA,1,2,1.6292540792540793,0.9311712488183077,3.203581745017088,0.2179069822462258,1.72016317016317,0.0027930283240203547,0.9972069716759796
Oedemeridae LEMA,LEMA,7,2,0.2727272727272727,0.6818181818181818,0.7592405949313666,-0.5388159060803247,0.33939393939393936,0.0385841836734694,0.9614158163265306
Osmia_ligurica LEMA,LEMA,10,2,0.4444444444444444,0.7222222222222222,0.3928371006591931,-0.7071067811865476,0.4444444444444444,0,1
Psilothrix_viridicoerulea LEMA,LEMA,1,2,4.932367632367632,0.9311712488183077,3.203581745017088,1.2489758969855729,5.100199800199801,5.451945969079173e-4,0.9994548054030921
Sarcophaga_sp LEMA,LEMA,7,2,0.5454545454545454,0.6818181818181818,0.7592405949313666,-0.17960530202677488,0.6993006993006994,0.0484,0.9516
Sphaerophoria_scripta LEMA,LEMA,1,2,0.23376623376623376,0.9311712488183077,3.203581745017088,-0.217695401759868,0.23376623376623376,0,1
Ulidiidae CHFU,CHFU,6,2,10.5,1.018939393939394,2.9917313906903407,3.169088186046293,10.5,0,1
Ulidiidae LEMA,LEMA,6,2,0.7272727272727273,1.018939393939394,2.9917313906903407,-0.0974909270178045,0.9292929292929293,0.02386578449905482,0.9761342155009451
A1 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
A1 LEMA,LEMA,1,3,0.06451612903225806,0.8580498533724341,1.7684345056724367,-0.44872101386555996,0.08579272477693892,0.061503999999999996,0.938496
A2 LEMA,LEMA,2,3,0.0425531914893617,0.8313532488000573,2.4201107113051727,-0.3259355258525729,0.07481125600549074,0.1859271105125831,0.814072889487417
A3 CETE,CETE,3,3,1,1.2323220258002867,2.501447277199414,-0.09287504394671522,1,0,1
A3 LEMA,LEMA,2,3,0.06382978723404255,0.8313532488000573,2.4201107113051727,-0.3171439463412346,0.06382978723404255,0,1
A3 PUPA,PUPA,3,3,0.043478260869565216,1.2323220258002867,2.501447277199414,-0.47526237141473343,0.043478260869565216,0,1
A4 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
A4 CHMI,CHMI,10,3,0.3333333333333333,1,0.8819171036881969,-0.7559289460184545,0.3333333333333333,0,1
A4 LEMA,LEMA,5,3,0.6666666666666666,1.5773809523809523,0.7758055757618786,-1.1738949991689867,0.7311827956989247,0.00778546712802768,0.9922145328719724
A4 PUPA,PUPA,5,3,1,1.5773809523809523,0.7758055757618786,-0.7442340844404687,1,0,1
A5 LEMA,LEMA,9,3,1,1.1639610389610389,0.2357643680471699,-0.6954445250532294,1.064516129032258,0.0036730945821854917,0.9963269054178145
A6 LEMA,LEMA,1,3,0.04838709677419355,0.8580498533724341,1.7684345056724367,-0.45784152819975155,0.09094028826355524,0.21895336418654332,0.7810466358134567
Anastoechus_sp LEMA,LEMA,6,3,2.5952380952380953,0.8079117063492064,0.8366037518589082,2.136407331329203,2.738095238095238,0.0027221172022684308,0.9972778827977316
Anastoechus_sp PUPA,PUPA,6,3,1.0625,0.8079117063492064,0.8366037518589082,0.30431168051195817,1.5625,0.1024,0.8976
Andrena_sp CETE,CETE,5,3,2.4375,1.5773809523809523,0.7758055757618786,1.1086786103262654,2.4375,0,1
Andrena_sp LEMA,LEMA,5,3,2.3333333333333335,1.5773809523809523,0.7758055757618786,0.9744095744736037,2.5,0.0044444444444444444,0.9955555555555555
Andrena_sp PUPA,PUPA,5,3,2.0267857142857144,1.5773809523809523,0.7758055757618786,0.5792749832500558,2.0267857142857144,0,1
B1 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.02127659574468085,0,1
B1 PUPA,PUPA,7,3,1.3333333333333333,0.9732142857142857,0.5049973479421169,0.7131107699605674,1.3333333333333333,0,1
B2 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.03740562800274537,0.1859271105125831,0.814072889487417
B3 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
B3 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.03740562800274537,0.1859271105125831,0.814072889487417
B4 LEMA,LEMA,1,3,0.04838709677419355,0.8580498533724341,1.7684345056724367,-0.45784152819975155,0.04838709677419355,0,1
B4 PUPA,PUPA,3,3,0.08695652173913043,1.2323220258002867,2.501447277199414,-0.4578811292570963,0.08695652173913043,0,1
B5 CETE,CETE,5,3,1,1.5773809523809523,0.7758055757618786,-0.7442340844404687,1,0,1
B5 LEMA,LEMA,11,3,0.3333333333333333,0.3253968253968254,0.013746434980705359,0.5773502691896244,0.8417818740399385,0.18707376525121208,0.8129262347487879
B5 PUPA,PUPA,3,3,0.13043478260869565,1.2323220258002867,2.501447277199414,-0.4404998870994591,0.13043478260869565,0,1
B6 CHFU,CHFU,1,3,1,0.8580498533724341,1.7684345056724367,0.08026881751755358,1,0,1
B6 LEMA,LEMA,2,3,0.06382978723404255,0.8313532488000573,2.4201107113051727,-0.3171439463412346,0.09608785175017158,0.11270408163265308,0.8872959183673469
Bombilus_major LEMA,LEMA,7,3,1.5,0.9732142857142857,0.5049973479421169,1.0431455064712434,1.5,0,1
Bombilus_major PUPA,PUPA,7,3,0.8125,0.9732142857142857,0.5049973479421169,-0.31824778163529455,0.8125,0,1
Brassicogethes_sp CHFU,CHFU,1,3,1.5,0.8580498533724341,1.7684345056724367,0.36300476187749353,1.5,0,1
Brassicogethes_sp LEMA,LEMA,1,3,5.677272727272728,0.8580498533724341,1.7684345056724367,2.725135060666447,13.545526695526695,0.06283658212349336,0.9371634178765067
C1 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
C1 CHMI,CHMI,8,3,1.2,1,0.21256807188565544,0.9408750722807699,1.2,0,1
C1 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.02127659574468085,0,1
C2 CHMI,CHMI,10,3,0.6666666666666666,1,0.8819171036881969,-0.37796447300922725,0.6666666666666666,0,1
C2 LEMA,LEMA,6,3,1.2222222222222223,0.8079117063492064,0.8366037518589082,0.49522909137382004,1.2860520094562649,0.0024633704584775076,0.9975366295415224
C3 CHFU,CHFU,4,3,1.0909090909090908,1,2.1566763288950948,0.04215240353459308,1.0909090909090908,0,1
C3 LEMA,LEMA,2,3,0.0851063829787234,0.8313532488000573,2.4201107113051727,-0.3083523668298963,0.6488544628558355,0.3735988084932185,0.6264011915067815
C3 PUPA,PUPA,3,3,0.08695652173913043,1.2323220258002867,2.501447277199414,-0.4578811292570963,0.08695652173913043,0,1
C4 LEMA,LEMA,12,3,1.5,0.5952380952380952,0.7835467939002063,1.1547005383792517,1.5909402882635553,0.0016404330143879053,0.9983595669856121
C5 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.02127659574468085,0,1
C6 CHFU,CHFU,2,3,1,0.8313532488000573,2.4201107113051727,0.06968555215764942,1,0,1
Calliphoridae CHMI,CHMI,8,3,0.8333333333333334,1,0.21256807188565544,-0.7840625602339749,0.8333333333333334,0,1
Cassida_sp LEMA,LEMA,6,3,0.16666666666666666,0.8079117063492064,0.8366037518589082,-0.7664859717132665,0.16666666666666666,0,1
Cerambycidae LEMA,LEMA,12,3,0.14285714285714285,0.5952380952380952,0.7835467939002063,-0.5773502691896258,0.14285714285714285,0,1
Curculionidae CHFU,CHFU,4,3,0.5,1,2.1566763288950948,-0.23183821944026217,0.5,0,1
D1 CHFU,CHFU,9,3,1,1.1639610389610389,0.2357643680471699,-0.6954445250532294,1,0,1
D2 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
D2 LEMA,LEMA,1,3,0.03225806451612903,0.8580498533724341,1.7684345056724367,-0.46696204253394313,0.12496323168938131,0.3557122301671084,0.6442877698328916
D3 LEMA,LEMA,1,3,0.04838709677419355,0.8580498533724341,1.7684345056724367,-0.45784152819975155,0.0696636925188744,0.09328059404499014,0.9067194059550099
D4 CHFU,CHFU,4,3,0.09090909090909091,1,2.1566763288950948,-0.4215240353459312,0.09090909090909091,0,1
D4 PUPA,PUPA,3,3,0.08695652173913043,1.2323220258002867,2.501447277199414,-0.4578811292570963,0.08695652173913043,0,1
D5 LEMA,LEMA,7,3,1,0.9732142857142857,0.5049973479421169,0.0530412969392158,1.0425531914893618,0.0016659725114535606,0.9983340274885465
D5 PUPA,PUPA,3,3,0.2608695652173913,1.2323220258002867,2.501447277199414,-0.3883561606265475,0.2608695652173913,0,1
D6 LEMA,LEMA,3,3,0.14285714285714285,1.2323220258002867,2.501447277199414,-0.43553381791156276,0.1802627708598882,0.021937114104249984,0.97806288589575
Dilophus_sp CHFU,CHFU,4,3,0.8333333333333333,1,2.1566763288950948,-0.07727940648008742,0.8333333333333333,0,1
E1 LEMA,LEMA,13,3,1,0.5625,0.6187184335382291,0.7071067811865476,1.2389449946073143,0.0166275193072527,0.9833724806927473
E1 PUPA,PUPA,7,3,0.3333333333333333,0.9732142857142857,0.5049973479421169,-1.2670976491034875,0.37681159420289856,0.01331360946745562,0.9866863905325444
E2 LEMA,LEMA,11,3,0.3333333333333333,0.3253968253968254,0.013746434980705359,0.5773502691896244,0.5906842718785066,0.05817889516036177,0.9418211048396382
E2 PUPA,PUPA,7,3,0.3333333333333333,0.9732142857142857,0.5049973479421169,-1.2670976491034875,0.5833333333333333,0.18367346938775514,0.8163265306122449
E3 LEMA,LEMA,6,3,0.1111111111111111,0.8079117063492064,0.8366037518589082,-0.8328920276652184,0.14851673911385646,0.03231772408258506,0.967682275917415
E4 CHFU,CHFU,4,3,0.6818181818181819,1,2.1566763288950948,-0.1475334123710759,0.6818181818181819,0,1
E4 LEMA,LEMA,2,3,0.06382978723404255,0.8313532488000573,2.4201107113051727,-0.3171439463412346,0.06382978723404255,0,1
E5 LEMA,LEMA,2,3,0.02127659574468085,0.8313532488000573,2.4201107113051727,-0.33472710536391115,0.03740562800274537,0.1859271105125831,0.814072889487417
E6 LEMA,LEMA,14,3,0.5,0.5833333333333334,0.14433756729740643,-0.5773502691896261,0.5161290322580645,9.765625e-4,0.9990234375
Elateridae LEMA,LEMA,12,3,0.14285714285714285,0.5952380952380952,0.7835467939002063,-0.5773502691896258,0.30952380952380953,0.28994082840236685,0.7100591715976332
F1 LEMA,LEMA,1,3,0.04838709677419355,0.8580498533724341,1.7684345056724367,-0.45784152819975155,0.1410922639474458,0.27903384859669655,0.7209661514033034
F1 PUPA,PUPA,3,3,0.13043478260869565,1.2323220258002867,2.501447277199414,-0.4404998870994591,0.13043478260869565,0,1
