Line,Plot,Subplot,Plant,ID,type_seed_per_fruit,Seeds_GF,visits_GF,homo_motif,hete_motif,Year,Fruit_GF,type_fruit,seed_per_fruit,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio
1,1,E3,LEMA,Braconidae,Individual,875.5,1,0,0,2020,17,Individual,51.5,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E3,LEMA,Brassicogethes_sp,Individual,875.5,6,58,0,2020,17,Individual,51.5,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E3,LEMA,Psilothrix_viridicoerulea,Individual,875.5,1,26,0,2020,17,Individual,51.5,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E4,LEMA,Brassicogethes_sp,Individual,1340,5,58,0,2020,20,Individual,67,0.006193520202430396,0.006118988567509632,0.02145922746781116,1,1,1,7.453163492076448e-5,1.0121803847316384
1,1,E5,LEMA,Anastoechus_sp,Individual,708,3,1,0,2020,12,Individual,59,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
1,1,E5,LEMA,Brassicogethes_sp,Individual,708,1,28,0,2020,12,Individual,59,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
1,1,E5,LEMA,Psilothrix_viridicoerulea,Individual,708,2,26,0,2020,12,Individual,59,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
1,1,F1,LEMA,Brassicogethes_sp,Individual,224,6,58,0,2020,4,Individual,56,0.007883888336042606,0.007772262033835624,0.04393289114319157,1,2,2,1.1162630220698175e-4,1.0143621382965513
1,1,F1,LEMA,Psilothrix_viridicoerulea,Individual,224,1,26,0,2020,4,Individual,56,0.007883888336042606,0.007772262033835624,0.04393289114319157,1,2,2,1.1162630220698175e-4,1.0143621382965513
1,1,F2,LEMA,Brassicogethes_sp,Individual,720,8,58,0,2020,12,Individual,60,0.012178708075467282,0.012026254336663407,1.052516582130316,1,3,3,1.524537388038743e-4,1.012676743276508
1,1,F2,LEMA,Cylindromyia_sp,Individual,720,1,0,0,2020,12,Individual,60,0.012178708075467282,0.012026254336663407,1.052516582130316,1,3,3,1.524537388038743e-4,1.012676743276508
1,1,F2,LEMA,Psilothrix_viridicoerulea,Individual,720,1,26,0,2020,12,Individual,60,0.012178708075467282,0.012026254336663407,1.052516582130316,1,3,3,1.524537388038743e-4,1.012676743276508
1,1,F3,CHFU,Ulidiidae,Individual,291.375,1,6,0,2020,4.5,Individual,64.75,0.005384002712357207,0.0055846417829148705,0.07692307692307693,1,1,1,-2.0063907055766373e-4,0.964073063527283
1,1,F3,LEMA,Anastoechus_sp,Individual,1089,1,0,0,2020,18,Individual,60.5,0.010227915692822904,0.010093984219855523,0.44241990722677416,1,4,4,1.3393147296738087e-4,1.0132684448529183
1,1,F3,LEMA,Brassicogethes_sp,Individual,1089,4,37,0,2020,18,Individual,60.5,0.010227915692822904,0.010093984219855523,0.44241990722677416,1,4,4,1.3393147296738087e-4,1.0132684448529183
1,1,F3,LEMA,Episyrphus_balteatus,Individual,1089,2,1,0,2020,18,Individual,60.5,0.010227915692822904,0.010093984219855523,0.44241990722677416,1,4,4,1.3393147296738087e-4,1.0132684448529183
1,1,F3,LEMA,Psilothrix_viridicoerulea,Individual,1089,2,28,0,2020,18,Individual,60.5,0.010227915692822904,0.010093984219855523,0.44241990722677416,1,4,4,1.3393147296738087e-4,1.0132684448529183
1,1,F4,LEMA,Braconidae,Individual,1704,2,0,0,2020,24,Individual,71,0.020874880947946744,0.020618801009667925,1.59879976961522,1,4,4,2.5607993827881856e-4,1.0124197298455302
1,1,F4,LEMA,Brassicogethes_sp,Individual,1704,9,58,0,2020,24,Individual,71,0.020874880947946744,0.020618801009667925,1.59879976961522,1,4,4,2.5607993827881856e-4,1.0124197298455302
1,1,F4,LEMA,Musca_sp,Individual,1704,6,1,0,2020,24,Individual,71,0.020874880947946744,0.020618801009667925,1.59879976961522,1,4,4,2.5607993827881856e-4,1.0124197298455302
1,1,F4,LEMA,Psilothrix_viridicoerulea,Individual,1704,2,26,0,2020,24,Individual,71,0.020874880947946744,0.020618801009667925,1.59879976961522,1,4,4,2.5607993827881856e-4,1.0124197298455302
1,1,F5,CHFU,Ulidiidae,Individual,64.75,2,6,0,2020,1,Individual,64.75,0.00868467209138108,0.009085950232496408,0.15384615384615385,1,1,1,-4.0127814111532746e-4,0.9558353137704702
1,1,F5,LEMA,Brassicogethes_sp,Individual,245,1,28,0,2020,5,Individual,49,0.008135751984370745,0.007516283512410782,0.24368578488750162,0.9999999999999999,3,3,6.19468471959963e-4,1.0824168581370175
1,1,F5,LEMA,Lasioglossum_malachurum,Individual,245,1,1,2,2020,5,Individual,49,0.008135751984370745,0.007516283512410782,0.24368578488750162,0.9999999999999999,3,3,6.19468471959963e-4,1.0824168581370175
1,1,F5,LEMA,Psilothrix_viridicoerulea,Individual,245,4,26,0,2020,5,Individual,49,0.008135751984370745,0.007516283512410782,0.24368578488750162,0.9999999999999999,3,3,6.19468471959963e-4,1.0824168581370175
1,1,F6,LEMA,Brassicogethes_sp,Individual,372,2,30,0,2020,6,Individual,62,0.014573714590692018,0.011887667342423558,1.060098842502276,1,4,4,0.00268604724826846,1.2259524237091288
1,1,F6,LEMA,Elateridae,Individual,372,1,3,0,2020,6,Individual,62,0.014573714590692018,0.011887667342423558,1.060098842502276,1,4,4,0.00268604724826846,1.2259524237091288
1,1,F6,LEMA,Lasioglossum_malachurum,Individual,372,5,1,5,2020,6,Individual,62,0.014573714590692018,0.011887667342423558,1.060098842502276,1,4,4,0.00268604724826846,1.2259524237091288
1,1,F6,LEMA,Psilothrix_viridicoerulea,Individual,372,1,26,0,2020,6,Individual,62,0.014573714590692018,0.011887667342423558,1.060098842502276,1,4,4,0.00268604724826846,1.2259524237091288
1,1,F6,PUPA,Lasioglossum_malachurum,Individual,257.5,3,2,4,2020,12.5,Individual,20.6,0.00543661035972534,0.015675675675675686,0.6,1,1,1,-0.010239065315950344,0.3468182470859267
1,2,A1,LEMA,Brassicogethes_sp,Individual,756,4,33,0,2020,6,Individual,126,0.0051015928038417495,0.004744945954187467,0.026143790849673203,1,1,1,3.566468496542822e-4,1.0751635220079878
1,2,A2,LEMA,Anastoechus_sp,Individual,462,1,3,4,2020,6,Individual,77,0.009571914487867123,0.008569273208431738,0.46345811051693403,1,3,3,0.0010026412794353848,1.117004237704644
1,2,A2,LEMA,Braconidae,Individual,462,1,0,0,2020,6,Individual,77,0.009571914487867123,0.008569273208431738,0.46345811051693403,1,3,3,0.0010026412794353848,1.117004237704644
1,2,A2,LEMA,Brassicogethes_sp,Individual,462,6,38,0,2020,6,Individual,77,0.009571914487867123,0.008569273208431738,0.46345811051693403,1,3,3,0.0010026412794353848,1.117004237704644
1,2,A2,PUPA,Lasioglossum_malachurum,Individual,611,1,2,1,2020,13,Individual,47,0.00241461548043073,0.004347952628524449,0.2,1,1,1,-0.001933337148093719,0.555345397415282
1,2,A3,CETE,Bombilus_major,Individual,3990,1,1,1,2020,21,Individual,190,0.0042206167623740146,0.005774211711711715,0.2,1,1,1,-0.0015535949493377006,0.7309425031668694
1,2,A3,CHFU,Ulidiidae,Individual,6.5,1,4,0,2020,6.5,Individual,1,0.0025353687686161656,0.004237049549549548,0.058823529411764705,1,1,1,-0.0017016807809333823,0.5983807220016362
1,2,A3,LEMA,Braconidae,Individual,744,1,0,0,2020,12,Individual,62,0.007693652531329288,0.006882515079058566,0.3851181498240322,0.9999999999999999,3,3,8.111374522707226e-4,1.1178548020532162
1,2,A3,LEMA,Brassicogethes_sp,Individual,744,4,38,0,2020,12,Individual,62,0.007693652531329288,0.006882515079058566,0.3851181498240322,0.9999999999999999,3,3,8.111374522707226e-4,1.1178548020532162
1,2,A3,LEMA,Psilothrix_viridicoerulea,Individual,744,1,19,0,2020,12,Individual,62,0.007693652531329288,0.006882515079058566,0.3851181498240322,0.9999999999999999,3,3,8.111374522707226e-4,1.1178548020532162
1,2,A4,BEMA,Braconidae,Individual,172,1,0,1,2020,43,Individual,4,0.004766351399606007,0.010416666666666666,1,1,1,1,-0.005650315267060659,0.45756973436217674
1,2,A4,LEMA,Brassicogethes_sp,Individual,329,3,33,0,2020,7,Individual,47,0.004216819602881311,0.003949334465640602,0.0196078431372549,1,1,1,2.6748513724070885e-4,1.0677291679314178
1,2,A5,CETE,Bombilus_major,Individual,1488,2,0,2,2020,8,Individual,186,0.006878733524748032,0.009985923423423429,0.4,1,1,1,-0.003107189898675397,0.6888430076093881
1,2,A5,CHFU,Ulidiidae,Individual,42.583333333333336,1,5,0,2020,1,Individual,42.583333333333336,0.002535368768616166,0.004237049549549549,0.058823529411764705,1,1,1,-0.0017016807809333828,0.5983807220016361
1,2,A5,LEMA,Braconidae,Individual,195,1,0,1,2020,3,Individual,65,0.005042779905708247,0.0044912023951752325,0.3464052287581699,1,2,2,5.515775105330144e-4,1.1228128821639296
1,2,A5,LEMA,Brassicogethes_sp,Individual,195,2,33,0,2020,3,Individual,65,0.005042779905708247,0.0044912023951752325,0.3464052287581699,1,2,2,5.515775105330144e-4,1.1228128821639296
1,2,A5,PUPA,Lasioglossum_malachurum,Individual,156,2,2,1,2020,6.5,Individual,24,0.00326673096086146,0.007133405257048898,0.4,1,1,1,-0.0038666742961874375,0.4579483210537393
1,2,A6,PUPA,Bombilus_major,Individual,312,2,1,1,2020,12,Individual,26,0.005878771270076306,0.007824836736859752,0.5,1,1,1,-0.0019460654667834464,0.7512963487638928
1,2,B1,CETE,Anastoechus_sp,Individual,613.2307692307693,1,1,6,2020,4,Individual,153.30769230769232,0.0034107647928034997,0.005869932432432434,0.3333333333333333,1,1,1,-0.0024591676396289344,0.5810569085869558
1,2,B1,LEMA,Anastoechus_sp,Individual,812,1,3,4,2020,14,Individual,58,0.007861180984079749,0.00723179379035024,0.13012477718360071,1,2,2,6.293871937295085e-4,1.087030578024685
1,2,B1,LEMA,Brassicogethes_sp,Individual,812,6,33,0,2020,14,Individual,58,0.007861180984079749,0.00723179379035024,0.13012477718360071,1,2,2,6.293871937295085e-4,1.087030578024685
1,2,B1,PUPA,Anastoechus_sp,Individual,594,2,1,6,2020,11,Individual,54,0.003567332401259575,0.006854780485554206,0.5,1,1,1,-0.003287448084294631,0.5204152647597377
1,2,B2,CETE,Bombilus_major,Individual,2452.923076923077,1,1,1,2020,16,Individual,153.30769230769232,0.004220616762374015,0.005774211711711714,0.2,1,1,1,-0.0015535949493376989,0.7309425031668696
1,2,B2,CHFU,Ulidiidae,Individual,85.16666666666667,2,5,0,2020,2,Individual,42.583333333333336,0.003508237537232331,0.006911599099099096,0.11764705882352941,1,1,1,-0.003403361561866765,0.5075869544704377
1,2,B2,LEMA,Anastoechus_sp,Individual,432,5,3,4,2020,8,Individual,54,0.013587447522008855,0.012409994421962858,0.5259381141734083,1,3,3,0.0011774531000459977,1.0948794221826703
1,2,B2,LEMA,Brassicogethes_sp,Individual,432,7,53,0,2020,8,Individual,54,0.013587447522008855,0.012409994421962858,0.5259381141734083,1,3,3,0.0011774531000459977,1.0948794221826703
1,2,B2,LEMA,Psilothrix_viridicoerulea,Individual,432,1,19,0,2020,8,Individual,54,0.013587447522008855,0.012409994421962858,0.5259381141734083,1,3,3,0.0011774531000459977,1.0948794221826703
1,2,B3,CHFU,Ulidiidae,Individual,126,1,5,0,2020,6,Individual,21,0.0025353687686161656,0.004237049549549549,0.058823529411764705,1,1,1,-0.0017016807809333832,0.5983807220016361
1,2,B3,LEMA,Brassicogethes_sp,Individual,438,8,48,0,2020,6,Individual,73,0.014064154247058926,0.012857907571435791,0.8535696329813977,1,4,4,0.001206246675623135,1.093813606056933
1,2,B3,LEMA,Elateridae,Individual,438,1,1,0,2020,6,Individual,73,0.014064154247058926,0.012857907571435791,0.8535696329813977,1,4,4,0.001206246675623135,1.093813606056933
1,2,B3,LEMA,Psilothrix_viridicoerulea,Individual,438,2,19,0,2020,6,Individual,73,0.014064154247058926,0.012857907571435791,0.8535696329813977,1,4,4,0.001206246675623135,1.093813606056933
1,2,B3,LEMA,Sarcophaga_sp,Individual,438,2,2,0,2020,6,Individual,73,0.014064154247058926,0.012857907571435791,0.8535696329813977,1,4,4,0.001206246675623135,1.093813606056933
1,2,B4,LEMA,Brassicogethes_sp,Individual,906,11,33,0,2020,18,Individual,50.333333333333336,0.016154411217764328,0.014788361234195895,0.5077928607340372,1,3,3,0.0013660499835684327,1.0923733172279864
1,2,B4,LEMA,Mordellidae,Individual,906,1,1,0,2020,18,Individual,50.333333333333336,0.016154411217764328,0.014788361234195895,0.5077928607340372,1,3,3,0.0013660499835684327,1.0923733172279864
1,2,B4,LEMA,Psilothrix_viridicoerulea,Individual,906,4,19,0,2020,18,Individual,50.333333333333336,0.016154411217764328,0.014788361234195895,0.5077928607340372,1,3,3,0.0013660499835684327,1.0923733172279864
1,2,B5,LEMA,Brassicogethes_sp,Individual,189,8,33,0,2020,3,Individual,63,0.015476804156586811,0.014069307885212946,0.5381850175967823,1,4,4,0.0014074962713738655,1.1000401926560415
