species,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio,Plot
A2 CETE,0.013888888888888888,0.013888888888888886,1,1,1,1,1.734723475976807e-18,1.0000000000000002,1
Bombilus_major CETE,0.013888888888888888,0.013888888888888886,1,1,1,1,1.734723475976807e-18,1.0000000000000002,1
A3 CETE,0.008081445259736825,0.013888888888888886,1,1,1,1,-0.005807443629152061,0.5818640587010515,1
Lasioglossum_malachurum CETE,0.01915363472296913,0.013888888888888886,2.4375,2.7142857142857144,3,3,0.005264745834080245,1.3790617000537777,1
B1 CHFU,0.008684672091381079,0.009085950232496406,0.15384615384615385,1,1,1,-4.0127814111532746e-4,0.9558353137704702,1
Ulidiidae CHFU,0.0504808257968357,0.05354942334654115,6.666666666666666,1,7,7,-0.003068597549705447,0.9426959739632069,1
B4 CHFU,0.005384002712357207,0.0055846417829148705,0.07692307692307693,1,1,1,-2.0063907055766373e-4,0.964073063527283,1
C1 CHFU,0.01219629488758086,0.014300922369918428,1.1538461538461537,1,2,2,-0.0021046274823375687,0.8528327454762924,1
Empis_sp CHFU,0.007135917981582442,0.006135261338143554,0.8333333333333333,1.7272727272727273,2,2,0.001000656643438888,1.1630992696623537,1
D1 CHFU,0.00868467209138108,0.009085950232496408,0.15384615384615385,1,1,1,-4.0127814111532746e-4,0.9558353137704702,1
E3 CHFU,0.011985341470404951,0.012587258682077941,0.23076923076923078,1,1,1,-6.019172116729903e-4,0.9521804368309348,1
F2 CHFU,0.013888888888888888,0.013888888888888886,1,1,1,1,1.734723475976807e-18,1.0000000000000002,1
Eucera_sp CHFU,0.013888888888888888,0.013888888888888886,1,1,1,1,1.734723475976807e-18,1.0000000000000002,1
F3 CHFU,0.005384002712357207,0.0055846417829148705,0.07692307692307693,1,1,1,-2.0063907055766373e-4,0.964073063527283,1
F5 CHFU,0.00868467209138108,0.009085950232496408,0.15384615384615385,1,1,1,-4.0127814111532746e-4,0.9558353137704702,1
A1 LEMA,0.007713536278413309,0.007658959337510232,1.0128755364806867,1,2,2,5.457694090307656e-5,1.007125895111596,1
Brassicogethes_sp LEMA,0.22533495070579182,0.22124886342660655,24.86734887919099,1,36,36,0.004086087279185274,1.0184682859649614,1
Phaedon_sp LEMA,0.0037224597924961625,0.003710862192554258,0.25,1,1,1,1.1597599941904659e-5,1.0031253114074608,1
A2 LEMA,0.010350000457500848,0.010193655174341402,0.05680842762387827,1,2,2,1.5634528315944599e-4,1.0153375095081678,1
Psilothrix_viridicoerulea LEMA,0.05618610798659313,0.05475039184940024,6.12434685197843,1.0000000000000002,29,29,0.0014357161371928925,1.026222938114161,1
A3 LEMA,0.01201489070444392,0.011855407542534243,0.5429184549356223,1,2,2,1.5948316190967683e-4,1.0134523559259765,1
Malachius_bipustulatus LEMA,0.004026314430391683,0.004001797037290141,0.2159090909090909,1,2,2,2.451739310154171e-5,1.0061265958450867,1
A4 LEMA,0.013001286122852642,0.012771093805469069,0.12524385485758877,1,2,2,2.3019231738357314e-4,1.0180244794134232,1
A5 LEMA,0.017667593819803547,0.01731180590441825,0.48255950058525166,1,3,3,3.557879153852951e-4,1.0205517504845922,1
Elateridae LEMA,0.0070157915276065535,0.0066922483796037985,0.44722222222222224,1,4,4,3.2354314800275494e-4,1.0483459563438842,1
A6 LEMA,0.012972918676640816,0.01280558244557744,1.0568084276238783,1,3,3,1.673362310633756e-4,1.0130674439662968,1
Oedemeridae LEMA,0.003085786140164669,0.003072855613218864,0.09090909090909091,1,1,1,1.2930526945805106e-5,1.0042079838994649,1
B1 LEMA,0.012178708075467271,0.012026254336663407,1.052516582130316,1,3,3,1.5245373880386388e-4,1.0126767432765071,1
Mordellidae LEMA,0.0031185235197480517,0.003105564951949724,0.1,1,1,1,1.2958567798327866e-5,1.0041726925692513,1
B2 LEMA,0.010303707071527456,0.010154643801685936,0.04291845493562232,1,1,1,1.4906326984152028e-4,1.0146793203929785,1
B3 LEMA,0.010396293843474238,0.010232666546996876,0.07069840031213422,1,2,2,1.6362729647736128e-4,1.015990680017359,1
B4 LEMA,0.015280597503955518,0.014460440114561652,1.0931720639875147,1,3,3,8.201573893938663e-4,1.056717318622133,1
Empis_sp LEMA,0.005636356812121874,0.00302882364851621,0.8041958041958042,1.5,2,2,0.0026075331636056637,1.8609062349612424,1
B5 LEMA,0.009527963083681434,0.009386524127506147,0.052516582130316035,1,2,2,1.414389561752872e-4,1.0150682994316091,1
B6 LEMA,0.010626505651806525,0.010475477100389607,0.252516582130316,1,3,3,1.510285514169183e-4,1.0144173434746282,1
Andrena_sp LEMA,0.006462015106618194,0.0064056057228438976,0.29047619047619044,1,2,2,5.6409383774296516e-5,1.0088062528689719,1
C1 LEMA,0.009076572895735725,0.00890994425836827,0.24393289114319158,1,3,3,1.6662863736745422e-4,1.0187014230993596,1
C2 LEMA,0.009548778582985687,0.009434014402028464,0.5300429184549357,1,2,2,1.14764180957223e-4,1.012164935950548,1
C3 LEMA,0.007015557576249806,0.006926119614344891,0.02575107296137339,1,1,1,8.943796190491547e-5,1.0129131413958947,1
C4 LEMA,0.006239813588403786,0.006157999940165106,0.03534920015606711,1,2,2,8.181364823867977e-5,1.0132857500866566,1
C5 LEMA,0.0040476290225371185,0.004023110709828987,0.14714898835070508,1,2,2,2.4518312708131373e-5,1.0060943668908315,1
Musca_sp LEMA,0.009406833185518368,0.00932767565602678,0.8157894736842105,1,2,2,7.915752949158757e-5,1.0084863081018949,1
C6 LEMA,0.007770034689975033,0.007706570471185865,1.0267655091689427,1,3,3,6.346421878916826e-5,1.0082350792776702,1
Sphaerophoria_scripta LEMA,0.0037344657049530293,0.0037209795584603293,0.25,1,1,1,1.3486146492699969e-5,1.0036243538242602,1
D1 LEMA,0.007108144348196586,0.007004142359655838,0.05353101833788529,1,2,2,1.0400198854074866e-4,1.0148486400190557,1
D2 LEMA,0.009574256469654822,0.009425535500161617,0.06640655481857198,1,2,2,1.4872096949320422e-4,1.0157785167209497,1
D3 LEMA,0.006286106974377176,0.006197011312820574,0.049239172844323054,1,2,2,8.909566155660201e-5,1.0143771984686034,1
D4 LEMA,0.014771009331766677,0.014543054302225434,1.1209520093640266,1,3,3,2.279550295412429e-4,1.0156744948347172,1
Geometridae LEMA,0.003049130097333464,0.00303422534540192,0.07692307692307693,1,1,1,1.4904751931543985e-5,1.0049122099497754,1
D5 LEMA,0.010859527801294717,0.010641240470005203,0.2941865001950839,1,3,3,2.1828733128951422e-4,1.020513335066979,1
D6 LEMA,0.01948499834146115,0.01915011943484021,0.13179867342957471,1,2,2,3.348789066209418e-4,1.0174870401075249,1
E1 LEMA,0.005417776214584374,0.005350868893329847,0.031057354662504876,1,2,2,6.690732125452705e-5,1.0125040105800258,1
