Line,Plot,Subplot,Plant,ID,type_seed_per_fruit,Seeds_GF,visits_GF,Visits_tot,homo_motif,hete_motif,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio
1,1,D5,LEMA,Elateridae,Individual,65,1,1,3,0,0.010859527801294717,0.010641240470005203,0.2941865001950839,1,3,3,2.1828733128951422e-4,1.020513335066979
1,1,D5,LEMA,Psilothrix_viridicoerulea,Individual,65,4,4,27,0,0.010859527801294717,0.010641240470005203,0.2941865001950839,1,3,3,2.1828733128951422e-4,1.020513335066979
1,1,D6,LEMA,Brassicogethes_sp,Individual,55,18,18,59,0,0.01948499834146115,0.01915011943484021,0.13179867342957471,1,2,2,3.348789066209418e-4,1.0174870401075249
1,1,D6,LEMA,Psilothrix_viridicoerulea,Individual,55,3,3,26,0,0.01948499834146115,0.01915011943484021,0.13179867342957471,1,2,2,3.348789066209418e-4,1.0174870401075249
1,1,E1,LEMA,Brassicogethes_sp,Individual,80,3,3,58,0,0.005417776214584374,0.005350868893329847,0.031057354662504876,1,2,2,6.690732125452705e-5,1.0125040105800258
1,1,E1,LEMA,Psilothrix_viridicoerulea,Individual,80,1,1,0,0,0.005417776214584374,0.005350868893329847,0.031057354662504876,1,2,2,6.690732125452705e-5,1.0125040105800258
1,1,E2,LEMA,Andrena_sp,Individual,76.5,4,4,1,0,0.021465883720737478,0.021196762810448935,1.6484761780899122,1,4,4,2.691209102885436e-4,1.0126963212588236
1,1,E2,LEMA,Brassicogethes_sp,Individual,76.5,8,8,65,0,0.021465883720737478,0.021196762810448935,1.6484761780899122,1,4,4,2.691209102885436e-4,1.0126963212588236
1,1,E2,LEMA,Episyrphus_balteatus,Individual,76.5,7,7,1,0,0.021465883720737478,0.021196762810448935,1.6484761780899122,1,4,4,2.691209102885436e-4,1.0126963212588236
1,1,E2,LEMA,Psilothrix_viridicoerulea,Individual,76.5,2,2,26,0,0.021465883720737478,0.021196762810448935,1.6484761780899122,1,4,4,2.691209102885436e-4,1.0126963212588236
1,1,E3,CHFU,Ulidiidae,Individual,25,3,3,6,0,0.011985341470404951,0.012587258682077941,0.23076923076923078,1,1,1,-6.019172116729903e-4,0.9521804368309348
1,1,E3,LEMA,Anastoechus_sp,Individual,51.5,2,2,1,0,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E3,LEMA,Braconidae,Individual,51.5,1,1,0,0,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E3,LEMA,Brassicogethes_sp,Individual,51.5,6,6,58,0,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E3,LEMA,Psilothrix_viridicoerulea,Individual,51.5,1,1,26,0,0.011710405456032753,0.011567345974932735,0.7105995578098583,0.9999999999999999,4,4,1.430594811000184e-4,1.0123675285074067
1,1,E4,LEMA,Brassicogethes_sp,Individual,67,5,5,58,0,0.006193520202430396,0.006118988567509632,0.02145922746781116,1,1,1,7.453163492076448e-5,1.0121803847316384
1,1,E5,LEMA,Anastoechus_sp,Individual,59,3,3,1,0,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
1,1,E5,LEMA,Brassicogethes_sp,Individual,59,1,1,28,0,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
1,1,E5,LEMA,Psilothrix_viridicoerulea,Individual,59,2,2,26,0,0.008279558027963424,0.008188031052390653,0.5406554818571986,1,3,3,9.152697557277163e-5,1.0111781422160153
