node_from,layer_from,module_to,Plot,k.is,ks.bar,SD.ks,z,k.i,sum_aux_c,c
D6 LEMA,LEMA,1,8,0.7142857142857143,1.0726939237233355,0.5372649163950871,-0.6670977361456065,1,0.04081632653061224,0.9591836734693877
D6 PUPA,PUPA,9,8,1,1,0,NaN,1,0,1
Dilophus_sp CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
E1 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
E1 LEMA,LEMA,3,8,0.5,1.371080830933772,0.6776214335037012,-1.28549775415127,1,0.25,0.75
E1 PUPA,PUPA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
E2 PUPA,PUPA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
E3 BEMA,BEMA,11,8,1,1.1770833333333333,0.5737052653423024,-0.3086660416610891,1,0,1
E3 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
E3 LEMA,LEMA,11,8,0.6666666666666666,1.1770833333333333,0.5737052653423024,-0.8896844730231394,1,0.1111111111111111,0.8888888888888888
E3 PUPA,PUPA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
E4 LEMA,LEMA,1,8,0.75,1.0726939237233355,0.5372649163950871,-0.6006234799184932,1,0.0625,0.9375
E5 LEMA,LEMA,6,8,0.8333333333333333,1.0875,0.5339243686904368,-0.47603496219898056,1,0.027777777777777776,0.9722222222222222
E5 PUPA,PUPA,9,8,1,1,0,NaN,1,0,1
Episyrphus_balteatus LEMA,LEMA,12,8,1,0.7948717948717949,0.355292473347462,0.5773502691896256,1.1875,0.02493074792243767,0.9750692520775623
Episyrphus_balteatus MESU,MESU,10,8,1,1,0,NaN,2,0.25,0.75
Eupeodes_corollae CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
F1 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
F1 LEMA,LEMA,3,8,1,1.371080830933772,0.6776214335037012,-0.5476226290763355,1,0,1
F1 PUPA,PUPA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
F2 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
F2 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
F3 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
F3 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
F4 CHFU,CHFU,7,8,0.5,1.0199675324675326,0.5227288608106876,-0.9947174748704853,1,0.25,0.75
F4 LEMA,LEMA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
F5 BEMA,BEMA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
F5 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
F5 LEMA,LEMA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
F5 MESU,MESU,10,8,1,1,0,NaN,1,0,1
F5 PUPA,PUPA,15,8,1,1,0,NaN,1,0,1
F6 LEMA,LEMA,12,8,0.38461538461538464,0.7948717948717949,0.355292473347462,-1.1547005383792517,1,0.1775147928994083,0.8224852071005917
F6 MESU,MESU,10,8,1,1,0,NaN,1,0,1
F6 PUPA,PUPA,3,8,1,1.371080830933772,0.6776214335037012,-0.5476226290763355,1,0,1
Lasiocampa_trifolii LEMA,LEMA,12,8,1,0.7948717948717949,0.355292473347462,0.5773502691896256,1,0,1
Lasioglossum_malachurum LEMA,LEMA,4,8,1.5,1.2605555555555557,0.4974983714843996,0.48129694119401306,1.5,0,1
Lasioglossum_malachurum MESU,MESU,4,8,2.3333333333333335,1.2605555555555557,0.4974983714843996,2.156344300337911,2.3333333333333335,0,1
Lasioglossum_malachurum PUPA,PUPA,4,8,2.2,1.2605555555555557,0.4974983714843996,1.8883367228748875,2.2,0,1
Lasioglossum_sp PUPA,PUPA,15,8,1,1,0,NaN,1,0,1
Lomatia_sp BEMA,BEMA,11,8,2,1.1770833333333333,0.5737052653423024,1.4343892524250617,2,0,1
Lomatia_sp LEMA,LEMA,11,8,1.0416666666666665,1.1770833333333333,0.5737052653423024,-0.23603873774083303,1.375,0.05876951331496785,0.9412304866850322
Malachius_bipustulatus LEMA,LEMA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
Musca_sp CHFU,CHFU,7,8,1.3272727272727274,1.0199675324675326,0.5227288608106876,0.5878864127161499,1.7272727272727273,0.05362880886426593,0.9463711911357341
Musca_sp LEMA,LEMA,7,8,0.8125,1.0199675324675326,0.5227288608106876,-0.39689320414751195,1.8125,0.30439952437574314,0.6956004756242569
Musca_sp PUPA,PUPA,7,8,2,1.0199675324675326,0.5227288608106876,1.8748390245997872,2,0,1
Osmia_ligurica MESU,MESU,10,8,1,1,0,NaN,1,0,1
Psilothrix_viridicoerulea CHFU,CHFU,3,8,1.3636363636363638,1.371080830933772,0.6776214335037012,-0.010986174476382865,2.3636363636363638,0.11187130177514792,0.8881286982248521
Psilothrix_viridicoerulea LEMA,LEMA,3,8,1.9779411764705883,1.371080830933772,0.6776214335037012,0.8955743067319926,2.625,0.02159295090585254,0.9784070490941474
Psilothrix_viridicoerulea PUPA,PUPA,3,8,2.6,1.371080830933772,0.6776214335037012,1.8135777711634553,2.6,0,1
Psilothrix_viridicoerulea SCLA,SCLA,3,8,2.269230769230769,1.371080830933772,0.6776214335037012,1.325444996113883,2.769230769230769,0.03260030864197531,0.9673996913580247
Sarcophaga_sp CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
Sarcophaga_sp PUPA,PUPA,9,8,1,1,0,NaN,1,0,1
Sphaerophoria_scripta BEMA,BEMA,4,8,2,1.2605555555555557,0.4974983714843996,1.4863253566803516,2,0,1
Sphaerophoria_scripta LEMA,LEMA,4,8,0.875,1.2605555555555557,0.4974983714843996,-0.7749885781639102,1.375,0.06611570247933884,0.9338842975206612
Syrphidae CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
Ulidiidae CHFU,CHFU,2,8,0.9836065573770492,0.9578045126035607,0.11111881528765193,0.2322023026136035,1,2.687449610319807e-4,0.999731255038968
Vanessa_cardui PUPA,PUPA,14,8,1,1,0,NaN,1,0,1
A1 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
A1 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
A2 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
A2 LEMA,LEMA,3,9,1,1.291468253968254,0.7812049118273142,-0.37310089779963296,1,0,1
A3 LEMA,LEMA,1,9,0.6666666666666666,1.0290107862223248,0.5236975871070382,-0.6918957208821336,1,0.1111111111111111,0.8888888888888888
A4 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
A5 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
A5 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
A6 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
Anastoechus_sp BEMA,BEMA,15,9,2,1.125,0.81967981553775,1.0674899923282326,2,0,1
Anastoechus_sp LEMA,LEMA,15,9,0.375,1.125,0.81967981553775,-0.914991421995628,1.375,0.5289256198347108,0.47107438016528924
Andrena_argentata CHFU,CHFU,6,9,0.5,0.5703574203574203,0.24948304979877298,-0.28201282778196324,1,0.25,0.75
Andrena_humilis CHFU,CHFU,16,9,0.5,0.45,0.07071067811865474,0.7071067811865475,1,0.125,0.875
Andrena_sp CHFU,CHFU,4,9,1.405844155844156,0.8775853775853776,0.4023447414933781,1.3129506211465485,1.7272727272727273,0.021803804624342813,0.9781961953756572
Andrena_sp LEMA,LEMA,4,9,1.5,0.8775853775853776,0.4023447414933781,1.5469684532334476,1.5,0,1
B1 CHFU,CHFU,2,9,0.8888888888888888,1.0105406926406926,0.4104987281660608,-0.29635123181816875,1,0.012345679012345678,0.9876543209876543
B1 LEMA,LEMA,3,9,0.6363636363636364,1.291468253968254,0.7812049118273142,-0.8385823075180932,1,0.049586776859504134,0.9504132231404958
B2 CHFU,CHFU,6,9,0.3333333333333333,0.5703574203574203,0.24948304979877298,-0.9500608847585634,1,0.4444444444444444,0.5555555555555556
B2 LEMA,LEMA,1,9,0.6,1.0290107862223248,0.5236975871070382,-0.8191956518116239,1,0.08000000000000002,0.9199999999999999
B3 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
B3 LEMA,LEMA,5,9,0.625,0.64,0.3616801072771352,-0.04147311311347946,1,0.078125,0.921875
B4 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
B4 CHMI,CHMI,11,9,1,1,0,NaN,1,0,1
B4 LEMA,LEMA,1,9,0.8888888888888888,1.0290107862223248,0.5236975871070382,-0.2675626177838328,1,0.012345679012345678,0.9876543209876543
B5 LEMA,LEMA,4,9,0.3333333333333333,0.8775853775853776,0.4023447414933781,-1.3527007765329564,1,0.4444444444444444,0.5555555555555556
B6 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
B6 PUPA,PUPA,12,9,1,1,0,NaN,1,0,1
Brassicogethes_sp CHFU,CHFU,1,9,2.3636363636363638,1.0290107862223248,0.5236975871070382,2.548466157323073,2.3636363636363638,0,1
Brassicogethes_sp LEMA,LEMA,1,9,2.1577380952380953,1.0290107862223248,0.5236975871070382,2.155303627139055,2.3125,0.0012455919791827127,0.9987544080208173
Brassicogethes_sp SCLA,SCLA,1,9,2.5384615384615383,1.0290107862223248,0.5236975871070382,2.882294647522785,2.5384615384615383,0,1
C1 CHFU,CHFU,2,9,0.875,1.0105406926406926,0.4104987281660608,-0.33018541432815773,1,0.015625,0.984375
C1 LEMA,LEMA,1,9,0.8888888888888888,1.0290107862223248,0.5236975871070382,-0.2675626177838328,1,0.012345679012345678,0.9876543209876543
C2 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
C2 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
C3 BEMA,BEMA,15,9,1,1.125,0.81967981553775,-0.15249857033260467,1,0,1
C3 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
C3 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
C3 SCLA,SCLA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
C4 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
C4 LEMA,LEMA,1,9,0.6666666666666666,1.0290107862223248,0.5236975871070382,-0.6918957208821336,1,0.1111111111111111,0.8888888888888888
C5 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
C5 LEMA,LEMA,1,9,0.6666666666666666,1.0290107862223248,0.5236975871070382,-0.6918957208821336,1,0.1111111111111111,0.8888888888888888
C6 LEMA,LEMA,2,9,0.4,1.0105406926406926,0.4104987281660608,-1.4873144561697835,1,0.36,0.64
C6 SOAS,SOAS,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
Calliphoridae PUPA,PUPA,12,9,1,1,0,NaN,1,0,1
Cryptocephalus_sp LEMA,LEMA,3,9,1,1.291468253968254,0.7812049118273142,-0.37310089779963296,1,0,1
Cylindromyia_sp CHFU,CHFU,7,9,1.7272727272727273,1.0954545454545455,0.5691809397272192,1.1100480316873957,1.7272727272727273,0,1
Cylindromyia_sp LEMA,LEMA,7,9,1.5,1.0954545454545455,0.5691809397272192,0.7107501785624332,1.5,0,1
D1 CHFU,CHFU,4,9,0.5,0.8775853775853776,0.4023447414933781,-0.938462315137756,1,0.25,0.75
D1 LEMA,LEMA,5,9,0.2,0.64,0.3616801072771352,-1.2165446513287297,1,0.4,0.6
D1 SOAS,SOAS,3,9,0.5,1.291468253968254,0.7812049118273142,-1.0131378361625158,1,0.25,0.75
D2 CHFU,CHFU,1,9,0.25,1.0290107862223248,0.5236975871070382,-1.4875202891914476,1,0.1875,0.8125
D2 LEMA,LEMA,1,9,0.8,1.0290107862223248,0.5236975871070382,-0.437295859023153,1,0.04000000000000001,0.96
D3 CHFU,CHFU,6,9,0.4,0.5703574203574203,0.24948304979877298,-0.6828416619679233,1,0.36,0.64
D3 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
D4 CHFU,CHFU,16,9,0.4,0.45,0.07071067811865474,-0.7071067811865475,1,0.36,0.64
D4 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
D5 CHFU,CHFU,6,9,1,0.5703574203574203,0.24948304979877298,1.7221313431478373,1,0,1
D5 LEMA,LEMA,8,9,0.5,1.0520833333333333,0.5037618898514125,-1.0959211970087168,1,0.25,0.75
D5 PUPA,PUPA,8,9,1,1.0520833333333333,0.5037618898514125,-0.10338879217063353,1,0,1
D6 CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
D6 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
D6 PUPA,PUPA,8,9,1,1.0520833333333333,0.5037618898514125,-0.10338879217063353,1,0,1
Diptera SCLA,SCLA,14,9,1,1,0,NaN,1,0,1
E1 CHFU,CHFU,2,9,0.8,1.0105406926406926,0.4104987281660608,-0.5128899998820985,1,0.04000000000000001,0.96
E1 LEMA,LEMA,2,9,0.5,1.0105406926406926,0.4104987281660608,-1.2437083420978623,1,0.25,0.75
E1 PUPA,PUPA,8,9,1,1.0520833333333333,0.5037618898514125,-0.10338879217063353,1,0,1
E2 CHFU,CHFU,4,9,0.75,0.8775853775853776,0.4023447414933781,-0.3171046230449551,1,0.0625,0.9375
E2 LEMA,LEMA,7,9,1,1.0954545454545455,0.5691809397272192,-0.16770509831248423,1,0,1
E2 SCLA,SCLA,14,9,1,1,0,NaN,1,0,1
E3 CHFU,CHFU,4,9,0.5,0.8775853775853776,0.4023447414933781,-0.938462315137756,1,0.25,0.75
E3 LEMA,LEMA,1,9,0.6666666666666666,1.0290107862223248,0.5236975871070382,-0.6918957208821336,1,0.1111111111111111,0.8888888888888888
E4 CHFU,CHFU,2,9,0.75,1.0105406926406926,0.4104987281660608,-0.6346930569180592,1,0.0625,0.9375
E4 LEMA,LEMA,2,9,0.5,1.0105406926406926,0.4104987281660608,-1.2437083420978623,1,0.25,0.75
E4 PUPA,PUPA,13,9,1,1,0,NaN,1,0,1
E5 CHFU,CHFU,4,9,0.9090909090909091,0.8775853775853776,0.4023447414933781,0.07830481737773627,1,0.008264462809917356,0.9917355371900827
E5 LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
E6 CETE,CETE,10,9,1,1,0,NaN,1,0,1
E6 CHFU,CHFU,2,9,0.8,1.0105406926406926,0.4104987281660608,-0.5128899998820985,1,0.04000000000000001,0.96
E6 LEMA,LEMA,1,9,0.8,1.0290107862223248,0.5236975871070382,-0.437295859023153,1,0.020000000000000004,0.98
Eristalis_sp CETE,CETE,10,9,1,1,0,NaN,1,0,1
Eristalis_sp CHFU,CHFU,7,9,1,1.0954545454545455,0.5691809397272192,-0.16770509831248423,1,0,1
Eucera_sp CHFU,CHFU,2,9,1,1.0105406926406926,0.4104987281660608,-0.025677771738256156,1,0,1
Euchloe_crameri LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
F1 CHFU,CHFU,9,9,0.5,0.6666666666666666,0.1924500897298752,-0.8660254037844387,1,0.25,0.75
F1 LEMA,LEMA,5,9,1,0.64,0.3616801072771352,0.9953547147235061,1,0,1
F2 CHFU,CHFU,4,9,1,0.8775853775853776,0.4023447414933781,0.30425306904784577,1,0,1
F3 CHFU,CHFU,4,9,1,0.8775853775853776,0.4023447414933781,0.30425306904784577,1,0,1
F4 CHFU,CHFU,9,9,0.8333333333333333,0.6666666666666666,0.1924500897298752,0.8660254037844387,1,0.027777777777777776,0.9722222222222222
F5 CHFU,CHFU,6,9,0.46153846153846156,0.5703574203574203,0.24948304979877298,-0.4361777640073324,1,0.12426035502958581,0.8757396449704142
F6 CHFU,CHFU,7,9,0.25,1.0954545454545455,0.5691809397272192,-1.4853880136248603,1,0.1875,0.8125
F6 LEMA,LEMA,1,9,0.8,1.0290107862223248,0.5236975871070382,-0.437295859023153,1,0.04000000000000001,0.96
Lagorina_sericea LEMA,LEMA,1,9,1,1.0290107862223248,0.5236975871070382,-0.05539606623468228,1,0,1
Lasiocampa_trifolii PUPA,PUPA,13,9,1,1,0,NaN,1,0,1
Lasioglossum_malachurum LEMA,LEMA,8,9,0.8125,1.0520833333333333,0.5037618898514125,-0.47558844398491473,1.3125,0.14512471655328796,0.854875283446712
Lasioglossum_malachurum PUPA,PUPA,8,9,2,1.0520833333333333,0.5037618898514125,1.881676017505533,2,0,1
Melyridae CHMI,CHMI,11,9,1,1,0,NaN,1,0,1
Mordellidae CHFU,CHFU,3,9,1.3636363636363638,1.291468253968254,0.7812049118273142,0.0923805119188274,2.3636363636363638,0.17899408284023668,0.8210059171597633
Mordellidae LEMA,LEMA,3,9,1.7625,1.291468253968254,0.7812049118273142,0.6029554332037632,2.0625,0.021157024793388435,0.9788429752066116
Mordellidae SOAS,SOAS,3,9,2.7777777777777777,1.291468253968254,0.7812049118273142,1.9025859941572836,2.7777777777777777,0,1
Musca_sp CHFU,CHFU,9,9,0.8333333333333333,0.6666666666666666,0.1924500897298752,0.8660254037844387,1,0.027777777777777776,0.9722222222222222
Oedemeridae LEMA,LEMA,5,9,1,0.64,0.3616801072771352,0.9953547147235061,1,0,1
Psilothrix_viridicoerulea CHFU,CHFU,2,9,2.1236363636363635,1.0105406926406926,0.4104987281660608,2.7115691100153314,2.3636363636363638,0.0022911242603550295,0.997708875739645
Psilothrix_viridicoerulea LEMA,LEMA,2,9,1.3482142857142856,1.0105406926406926,0.4104987281660608,0.8225935183336122,2.0625,0.06956391371975788,0.9304360862802421
Psilothrix_viridicoerulea SOAS,SOAS,2,9,2.2777777777777777,1.0105406926406926,0.4104987281660608,3.0870670191807372,2.7777777777777777,0.0324,0.9676
Sphaerophoria_scripta LEMA,LEMA,5,9,0.375,0.64,0.3616801072771352,-0.7326916650048032,1,0.203125,0.796875
Syrphidae CHFU,CHFU,9,9,0.5,0.6666666666666666,0.1924500897298752,-0.8660254037844387,1,0.25,0.75
Ulidiidae CHFU,CHFU,6,9,0.7272727272727273,0.5703574203574203,0.24948304979877298,0.6289617953679462,1,0.024793388429752067,0.9752066115702479
