node_id,module,species,layer_name,Plot,type
1,3,A2 CHFU,CHFU,1,plant
2,6,A3 CHFU,CHFU,1,plant
3,11,B1 CHFU,CHFU,1,plant
4,6,B2 CHFU,CHFU,1,plant
5,3,C4 CHFU,CHFU,1,plant
6,3,C5 CHFU,CHFU,1,plant
7,3,E2 CHFU,CHFU,1,plant
8,3,E5 CHFU,CHFU,1,plant
9,3,F4 CHFU,CHFU,1,plant
10,1,A1 LEMA,LEMA,1,plant
11,1,A2 LEMA,LEMA,1,plant
12,5,A3 LEMA,LEMA,1,plant
13,1,A4 LEMA,LEMA,1,plant
14,4,A5 LEMA,LEMA,1,plant
15,5,A6 LEMA,LEMA,1,plant
16,8,B1 LEMA,LEMA,1,plant
17,1,B2 LEMA,LEMA,1,plant
18,1,B5 LEMA,LEMA,1,plant
19,7,C1 LEMA,LEMA,1,plant
20,4,C2 LEMA,LEMA,1,plant
21,5,C3 LEMA,LEMA,1,plant
22,9,C4 LEMA,LEMA,1,plant
23,8,C5 LEMA,LEMA,1,plant
24,9,D1 LEMA,LEMA,1,plant
25,1,D2 LEMA,LEMA,1,plant
26,4,D3 LEMA,LEMA,1,plant
27,12,D4 LEMA,LEMA,1,plant
28,5,D5 LEMA,LEMA,1,plant
29,1,E1 LEMA,LEMA,1,plant
30,2,E2 LEMA,LEMA,1,plant
31,1,E3 LEMA,LEMA,1,plant
32,1,E4 LEMA,LEMA,1,plant
33,1,E5 LEMA,LEMA,1,plant
34,1,E6 LEMA,LEMA,1,plant
35,2,F1 LEMA,LEMA,1,plant
36,4,F2 LEMA,LEMA,1,plant
37,1,F3 LEMA,LEMA,1,plant
38,12,F4 LEMA,LEMA,1,plant
39,1,F5 LEMA,LEMA,1,plant
40,8,F6 LEMA,LEMA,1,plant
41,10,B2 ME,ME,1,plant
42,7,D2 ME,ME,1,plant
43,2,E3 ME,ME,1,plant
44,3,Dilophus_sp.,CHFU,1,pollinator
45,3,Diptera,CHFU,1,pollinator
46,6,Empididae,CHFU,1,pollinator
47,11,Eupeodes_corollae,CHFU,1,pollinator
48,6,Sphaerophoria_scripta,CHFU,1,pollinator
49,4,Dilophus_sp.,LEMA,1,pollinator
50,1,Psilothrix_viridicoerulea,LEMA,1,pollinator
51,5,Odontomyia_sp.,LEMA,1,pollinator
52,5,Anthaxia_semicuprea,LEMA,1,pollinator
53,9,Andrena_cinerea,LEMA,1,pollinator
54,8,Eupeodes_corollae,LEMA,1,pollinator
55,8,Oedemeridae,LEMA,1,pollinator
56,2,Sphaerophoria_scripta,LEMA,1,pollinator
57,7,Musca_sp.,LEMA,1,pollinator
58,9,Melyridae,LEMA,1,pollinator
59,8,Diptera,LEMA,1,pollinator
60,4,Chrysomelidae,LEMA,1,pollinator
61,12,Mordellidae,LEMA,1,pollinator
62,2,Scaeva_sp.,LEMA,1,pollinator
63,10,Empididae,ME,1,pollinator
64,7,Musca_sp.,ME,1,pollinator
65,2,Sphaerophoria_scripta,ME,1,pollinator
