node_id,module,layer_id,type,species,layer_name,Plot
1,2,2,plant,A1 CHFU,CHFU,8
2,1,3,plant,A1 LEMA,LEMA,8
3,8,2,plant,A2 CHFU,CHFU,8
4,5,5,plant,A2 PUPA,PUPA,8
5,2,2,plant,A3 CHFU,CHFU,8
6,16,5,plant,A3 PUPA,PUPA,8
7,7,2,plant,A4 CHFU,CHFU,8
8,2,2,plant,A5 CHFU,CHFU,8
9,1,3,plant,A5 LEMA,LEMA,8
10,6,6,plant,A5 SCLA,SCLA,8
11,2,2,plant,A6 CHFU,CHFU,8
12,1,3,plant,A6 LEMA,LEMA,8
13,3,6,plant,A6 SCLA,SCLA,8
14,2,2,plant,B1 CHFU,CHFU,8
15,2,2,plant,B2 CHFU,CHFU,8
16,1,3,plant,B2 LEMA,LEMA,8
17,11,5,plant,B2 PUPA,PUPA,8
18,3,3,plant,B3 LEMA,LEMA,8
19,7,2,plant,B4 CHFU,CHFU,8
20,1,3,plant,B4 LEMA,LEMA,8
21,4,4,plant,B4 MESU,MESU,8
22,8,5,plant,B4 PUPA,PUPA,8
23,2,2,plant,B5 CHFU,CHFU,8
24,20,3,plant,B5 LEMA,LEMA,8
25,1,5,plant,B5 PUPA,PUPA,8
26,5,2,plant,B6 CHFU,CHFU,8
27,1,3,plant,B6 LEMA,LEMA,8
28,11,5,plant,B6 PUPA,PUPA,8
29,2,2,plant,C1 CHFU,CHFU,8
30,1,3,plant,C1 LEMA,LEMA,8
31,15,4,plant,C1 MESU,MESU,8
32,1,6,plant,C1 SCLA,SCLA,8
33,2,2,plant,C2 CHFU,CHFU,8
34,1,3,plant,C2 LEMA,LEMA,8
35,2,2,plant,C3 CHFU,CHFU,8
36,3,3,plant,C3 LEMA,LEMA,8
37,3,2,plant,C4 CHFU,CHFU,8
38,8,3,plant,C4 LEMA,LEMA,8
39,2,2,plant,C5 CHFU,CHFU,8
40,1,3,plant,C5 LEMA,LEMA,8
41,2,2,plant,C6 CHFU,CHFU,8
42,1,3,plant,C6 LEMA,LEMA,8
43,6,6,plant,C6 SCLA,SCLA,8
44,2,2,plant,D1 CHFU,CHFU,8
