node_id,module,species,layer_name,Plot,type
1,3,A3 CETE,CETE,3,plant
2,5,B5 CETE,CETE,3,plant
3,4,A1 CHFU,CHFU,3,plant
4,4,A4 CHFU,CHFU,3,plant
5,4,B3 CHFU,CHFU,3,plant
6,1,B6 CHFU,CHFU,3,plant
7,4,C1 CHFU,CHFU,3,plant
8,4,C3 CHFU,CHFU,3,plant
9,2,C6 CHFU,CHFU,3,plant
10,9,D1 CHFU,CHFU,3,plant
11,4,D2 CHFU,CHFU,3,plant
12,4,D4 CHFU,CHFU,3,plant
13,4,E4 CHFU,CHFU,3,plant
14,4,F2 CHFU,CHFU,3,plant
15,4,F4 CHFU,CHFU,3,plant
16,4,F6 CHFU,CHFU,3,plant
17,10,A4 CHMI,CHMI,3,plant
18,8,C1 CHMI,CHMI,3,plant
19,10,C2 CHMI,CHMI,3,plant
20,8,F6 CHMI,CHMI,3,plant
21,1,A1 LEMA,LEMA,3,plant
22,2,A2 LEMA,LEMA,3,plant
23,2,A3 LEMA,LEMA,3,plant
24,5,A4 LEMA,LEMA,3,plant
25,9,A5 LEMA,LEMA,3,plant
26,1,A6 LEMA,LEMA,3,plant
27,2,B1 LEMA,LEMA,3,plant
28,2,B2 LEMA,LEMA,3,plant
29,2,B3 LEMA,LEMA,3,plant
30,1,B4 LEMA,LEMA,3,plant
31,11,B5 LEMA,LEMA,3,plant
32,2,B6 LEMA,LEMA,3,plant
33,2,C1 LEMA,LEMA,3,plant
34,6,C2 LEMA,LEMA,3,plant
35,2,C3 LEMA,LEMA,3,plant
36,12,C4 LEMA,LEMA,3,plant
37,2,C5 LEMA,LEMA,3,plant
38,1,D2 LEMA,LEMA,3,plant
39,1,D3 LEMA,LEMA,3,plant
40,7,D5 LEMA,LEMA,3,plant
41,3,D6 LEMA,LEMA,3,plant
42,13,E1 LEMA,LEMA,3,plant
43,11,E2 LEMA,LEMA,3,plant
44,6,E3 LEMA,LEMA,3,plant
45,2,E4 LEMA,LEMA,3,plant
46,2,E5 LEMA,LEMA,3,plant
47,14,E6 LEMA,LEMA,3,plant
48,1,F1 LEMA,LEMA,3,plant
49,2,F2 LEMA,LEMA,3,plant
50,1,F3 LEMA,LEMA,3,plant
51,14,F4 LEMA,LEMA,3,plant
52,6,F5 LEMA,LEMA,3,plant
53,6,F6 LEMA,LEMA,3,plant
54,3,A3 PUPA,PUPA,3,plant
55,5,A4 PUPA,PUPA,3,plant
56,7,B1 PUPA,PUPA,3,plant
57,3,B4 PUPA,PUPA,3,plant
58,3,B5 PUPA,PUPA,3,plant
59,3,C3 PUPA,PUPA,3,plant
60,3,D4 PUPA,PUPA,3,plant
61,3,D5 PUPA,PUPA,3,plant
62,7,E1 PUPA,PUPA,3,plant
63,7,E2 PUPA,PUPA,3,plant
64,3,F1 PUPA,PUPA,3,plant
65,3,F4 PUPA,PUPA,3,plant
66,6,F6 PUPA,PUPA,3,plant
67,3,Lasioglossum_malachurum,CETE,3,pollinator
68,5,Andrena_sp,CETE,3,pollinator
69,4,Ulidiidae,CHFU,3,pollinator
70,1,Brassicogethes_sp,CHFU,3,pollinator
71,4,Curculionidae,CHFU,3,pollinator
72,2,Psilothrix_viridicoerulea,CHFU,3,pollinator
73,9,Sarcophaga_sp,CHFU,3,pollinator
74,4,Dilophus_sp,CHFU,3,pollinator
75,4,Musca_sp,CHFU,3,pollinator
76,10,Musca_sp,CHMI,3,pollinator
77,8,Calliphoridae,CHMI,3,pollinator
78,8,Nemotelus_sp,CHMI,3,pollinator
79,1,Brassicogethes_sp,LEMA,3,pollinator
80,2,Psilothrix_viridicoerulea,LEMA,3,pollinator
81,5,Andrena_sp,LEMA,3,pollinator
82,9,Sarcophaga_sp,LEMA,3,pollinator
83,3,Lasioglossum_malachurum,LEMA,3,pollinator
84,11,Malachius_bipustulatus,LEMA,3,pollinator
85,6,Anastoechus_sp,LEMA,3,pollinator
86,6,Cassida_sp,LEMA,3,pollinator
87,12,Cerambycidae,LEMA,3,pollinator
88,12,Elateridae,LEMA,3,pollinator
89,7,Bombilus_major,LEMA,3,pollinator
90,13,Geometridae,LEMA,3,pollinator
91,14,Sphaerophoria_scripta,LEMA,3,pollinator
92,3,Lasioglossum_malachurum,PUPA,3,pollinator
93,5,Andrena_sp,PUPA,3,pollinator
94,7,Bombilus_major,PUPA,3,pollinator
95,7,Pieris_brassicae,PUPA,3,pollinator
96,6,Anastoechus_sp,PUPA,3,pollinator
