node_id,module,layer_id,type,species,layer_name,Plot
1,2,3,plant,A1 CHFU,CHFU,9
2,1,5,plant,A1 LEMA,LEMA,9
3,2,3,plant,A2 CHFU,CHFU,9
4,3,5,plant,A2 LEMA,LEMA,9
5,1,5,plant,A3 LEMA,LEMA,9
6,1,5,plant,A4 LEMA,LEMA,9
7,2,3,plant,A5 CHFU,CHFU,9
8,1,5,plant,A5 LEMA,LEMA,9
9,2,3,plant,A6 CHFU,CHFU,9
10,2,3,plant,B1 CHFU,CHFU,9
11,3,5,plant,B1 LEMA,LEMA,9
12,5,3,plant,B2 CHFU,CHFU,9
13,1,5,plant,B2 LEMA,LEMA,9
14,2,3,plant,B3 CHFU,CHFU,9
15,8,5,plant,B3 LEMA,LEMA,9
16,2,3,plant,B4 CHFU,CHFU,9
17,12,4,plant,B4 CHMI,CHMI,9
18,1,5,plant,B4 LEMA,LEMA,9
19,4,5,plant,B5 LEMA,LEMA,9
20,2,3,plant,B6 CHFU,CHFU,9
21,13,6,plant,B6 PUPA,PUPA,9
22,2,3,plant,C1 CHFU,CHFU,9
23,1,5,plant,C1 LEMA,LEMA,9
24,2,3,plant,C2 CHFU,CHFU,9
25,1,5,plant,C2 LEMA,LEMA,9
26,16,1,plant,C3 BEMA,BEMA,9
27,2,3,plant,C3 CHFU,CHFU,9
28,1,5,plant,C3 LEMA,LEMA,9
29,1,7,plant,C3 SCLA,SCLA,9
30,2,3,plant,C4 CHFU,CHFU,9
31,1,5,plant,C4 LEMA,LEMA,9
32,2,3,plant,C5 CHFU,CHFU,9
33,1,5,plant,C5 LEMA,LEMA,9
34,2,5,plant,C6 LEMA,LEMA,9
35,2,8,plant,C6 SOAS,SOAS,9
36,10,3,plant,D1 CHFU,CHFU,9
37,8,5,plant,D1 LEMA,LEMA,9
38,3,8,plant,D1 SOAS,SOAS,9
39,1,3,plant,D2 CHFU,CHFU,9
40,1,5,plant,D2 LEMA,LEMA,9
41,5,3,plant,D3 CHFU,CHFU,9
42,1,5,plant,D3 LEMA,LEMA,9
43,4,3,plant,D4 CHFU,CHFU,9
44,1,5,plant,D4 LEMA,LEMA,9
45,5,3,plant,D5 CHFU,CHFU,9
46,7,5,plant,D5 LEMA,LEMA,9
47,7,6,plant,D5 PUPA,PUPA,9
48,2,3,plant,D6 CHFU,CHFU,9
49,1,5,plant,D6 LEMA,LEMA,9
50,7,6,plant,D6 PUPA,PUPA,9
51,2,3,plant,E1 CHFU,CHFU,9
52,2,5,plant,E1 LEMA,LEMA,9
53,7,6,plant,E1 PUPA,PUPA,9
54,6,3,plant,E2 CHFU,CHFU,9
55,9,5,plant,E2 LEMA,LEMA,9
56,15,7,plant,E2 SCLA,SCLA,9
57,4,3,plant,E3 CHFU,CHFU,9
58,1,5,plant,E3 LEMA,LEMA,9
59,2,3,plant,E4 CHFU,CHFU,9
60,2,5,plant,E4 LEMA,LEMA,9
61,14,6,plant,E4 PUPA,PUPA,9
62,4,3,plant,E5 CHFU,CHFU,9
63,1,5,plant,E5 LEMA,LEMA,9
64,11,2,plant,E6 CETE,CETE,9
65,2,3,plant,E6 CHFU,CHFU,9
66,1,5,plant,E6 LEMA,LEMA,9
67,6,3,plant,F1 CHFU,CHFU,9
68,8,5,plant,F1 LEMA,LEMA,9
69,10,3,plant,F2 CHFU,CHFU,9
70,10,3,plant,F3 CHFU,CHFU,9
71,6,3,plant,F4 CHFU,CHFU,9
72,5,3,plant,F5 CHFU,CHFU,9
73,9,3,plant,F6 CHFU,CHFU,9
74,1,5,plant,F6 LEMA,LEMA,9
75,10,3,pollinator,Andrena.picture.26_3,CHFU,9
76,2,3,pollinator,Andrena_2_10_3,CHFU,9
77,5,3,pollinator,Andrena_7N,CHFU,9
78,4,3,pollinator,Andrena_sp.,CHFU,9
78,4,5,pollinator,Andrena_sp.,LEMA,9
79,5,3,pollinator,Bee_9_20_2,CHFU,9
80,12,4,pollinator,black_Psilothrix,CHMI,9
81,6,3,pollinator,Black_small_fly,CHFU,9
82,16,1,pollinator,Bombyliidae,BEMA,9
82,16,5,pollinator,Bombyliidae,LEMA,9
83,1,3,pollinator,Brassicogethes_sp.,CHFU,9
83,1,5,pollinator,Brassicogethes_sp.,LEMA,9
83,1,7,pollinator,Brassicogethes_sp.,SCLA,9
84,13,6,pollinator,Calliphoridae,PUPA,9
85,3,5,pollinator,Cryptocephalus_sp.,LEMA,9
86,9,3,pollinator,Cylindromyia_sp.,CHFU,9
86,9,5,pollinator,Cylindromyia_sp.,LEMA,9
87,15,7,pollinator,Diptera,SCLA,9
88,11,2,pollinator,Eristalis_sp.,CETE,9
88,9,3,pollinator,Eristalis_sp.,CHFU,9
