Plot,ID,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,Week
6,Sphaerophoria_scripta,D1 LEMA,1,2,0,14
6,Sphaerophoria_scripta,D3 LEMA,1,2,0,14
6,Sphaerophoria_scripta,F4 LEMA,1,2,0,14
7,Eupeodes_corollae,A5 LEMA,1,0,0,14
7,Apoidea,B3 LEMA,1,2,0,14
7,Sphaerophoria_scripta,C1 LEMA,2,1,0,14
7,Psilothrix_viridicoerulea,C3 LEMA,1,1,0,14
7,Sphaerophoria_scripta,D1 LEMA,1,1,0,14
7,Psilothrix_viridicoerulea,E2 LEMA,1,1,0,14
7,Muscidae,E2 ME,3,0,0,14
7,Dilophus_sp.,F2 LEMA,1,0,0,14
7,Apoidea,F3 LEMA,1,2,0,14
7,Apoidea,F4 LEMA,1,2,0,14
8,Sphaerophoria_scripta,A3 LEMA,1,2,0,14
8,Psilothrix_viridicoerulea,A5 LEMA,2,10,0,14
8,Meligethes_sp.,B3 LEMA,1,2,0,14
8,Psilothrix_viridicoerulea,B3 LEMA,1,10,0,14
8,Dilophus_sp.,B4 LEMA,1,0,0,14
8,Malachius_bipustulatus,B5 LEMA,1,1,0,14
8,Psilothrix_viridicoerulea,B5 LEMA,1,10,0,14
8,Apoidea,C2 LEMA,1,0,0,14
8,Psilothrix_viridicoerulea,C2 LEMA,3,10,0,14
8,Sphaerophoria_scripta,C2 LEMA,1,2,0,14
8,Psilothrix_viridicoerulea,C3 LEMA,3,10,0,14
8,Meligethes_sp.,C4 LEMA,1,2,0,14
8,Psilothrix_viridicoerulea,C4 LEMA,1,10,0,14
8,Psilothrix_viridicoerulea,D3 LEMA,1,10,0,14
8,Sphaerophoria_scripta,D4 LEMA,1,2,0,14
8,Oedemeridae,D5 LEMA,1,0,0,14
8,Psilothrix_viridicoerulea,E1 LEMA,1,10,0,14
8,Psilothrix_viridicoerulea,E2 LEMA,1,10,0,14
8,Meligethes_sp.,F1 LEMA,1,2,0,14
8,Psilothrix_viridicoerulea,F2 LEMA,1,10,0,14
8,Malachius_bipustulatus,F4 LEMA,1,1,0,14
8,Psilothrix_viridicoerulea,F4 LEMA,3,10,0,14
9,Psilothrix_viridicoerulea,B6 LEMA,1,2,0,14
9,Psilothrix_viridicoerulea,C5 LEMA,1,2,0,14
9,Muscidae,D5 ME,1,2,0,14
9,Sphaerophoria_scripta,E3 LEMA,2,0,0,14
9,Muscidae,E6 ME,1,2,0,14
9,Muscidae,F4 ME,1,2,0,14
9,Psilothrix_viridicoerulea,F5 LEMA,2,2,0,14
1,Oedemeridae,B1 LEMA,1,0,0,15
1,Sphaerophoria_scripta,E3 ME,1,0,0,15
1,Dilophus_sp.,E5 LEMA,1,0,0,15
1,Psilothrix_viridicoerulea,E5 LEMA,2,2,0,15
1,Psilothrix_viridicoerulea,F3 LEMA,3,2,0,15
1,Psilothrix_viridicoerulea,F5 LEMA,1,2,0,15
2,Psilothrix_viridicoerulea,A3 LEMA,1,11,0,15
2,Psilothrix_viridicoerulea,B1 LEMA,1,11,0,15
2,Psilothrix_viridicoerulea,B3 LEMA,1,11,0,15
2,Dilophus_sp.,C1 LEMA,2,7,1,15
2,Psilothrix_viridicoerulea,C3 LEMA,1,11,0,15
2,Brassicogethes_sp.,D1 LEMA,1,1,0,15
2,Dilophus_sp.,D1 LEMA,3,7,1,15
2,Muscidae,D1 LEMA,1,0,0,15
2,Psilothrix_viridicoerulea,D1 LEMA,2,11,0,15
2,Psilothrix_viridicoerulea,D4 LEMA,1,11,0,15
2,Dilophus_sp.,E1 CHFU,1,0,8,15
2,Dilophus_sp.,E1 LEMA,5,7,1,15
2,Mordellidae,E1 LEMA,1,0,0,15
2,Psilothrix_viridicoerulea,E1 LEMA,2,11,0,15
2,Dilophus_sp.,E2 LEMA,1,7,1,15
2,Psilothrix_viridicoerulea,E4 LEMA,1,11,0,15
2,Psilothrix_viridicoerulea,E5 LEMA,1,11,0,15
2,Psilothrix_viridicoerulea,E6 LEMA,1,11,0,15
2,Dilophus_sp.,F1 LEMA,2,7,1,15
2,Psilothrix_viridicoerulea,F1 LEMA,1,11,0,15
2,Dilophus_sp.,F2 LEMA,1,7,1,15
2,Malachius_sp.,F2 LEMA,1,0,0,15
2,Brassicogethes_sp.,F3 LEMA,3,1,0,15
2,Dilophus_sp.,F3 LEMA,2,7,1,15
2,Psilothrix_viridicoerulea,F3 LEMA,4,11,0,15
2,Dilophus_sp.,F6 LEMA,1,7,1,15
3,Psilothrix_viridicoerulea,B2 LEMA,1,6,2,15
3,Dilophus_sp.,C3 ME,1,0,0,15
3,Psilothrix_viridicoerulea,C3 ME,1,1,7,15
3,Psilothrix_viridicoerulea,D4 ME,1,1,7,15
3,Psilothrix_viridicoerulea,D6 LEMA,1,6,2,15
3,Psilothrix_viridicoerulea,E1 LEMA,2,6,2,15
3,Psilothrix_viridicoerulea,E2 LEMA,3,6,2,15
3,Psilothrix_viridicoerulea,F1 LEMA,2,6,2,15
3,Psilothrix_viridicoerulea,F2 LEMA,1,6,2,15
3,Psilothrix_viridicoerulea,F4 LEMA,1,6,2,15
4,Dilophus_sp.,E1 LEMA,3,0,0,15
4,Psilothrix_viridicoerulea,E1 LEMA,3,3,0,15
4,Psilothrix_viridicoerulea,E4 LEMA,1,3,0,15
4,Psilothrix_viridicoerulea,F1 LEMA,1,3,0,15
4,Psilothrix_viridicoerulea,F3 LEMA,1,3,0,15
5,Psilothrix_viridicoerulea,B4 LEMA,2,2,0,15
5,Dilophus_sp.,C1 LEMA,1,5,0,15
5,Dilophus_sp.,C4 LEMA,1,5,0,15
5,Dilophus_sp.,C5 LEMA,1,5,0,15
5,Dilophus_sp.,D1 LEMA,8,5,0,15
5,Malachius_sp.,D1 LEMA,1,0,0,15
5,Mordellidae,D1 LEMA,1,0,0,15
5,Psilothrix_viridicoerulea,D1 LEMA,1,2,0,15
5,Dilophus_sp.,D2 LEMA,1,5,0,15
5,Dilophus_sp.,E1 LEMA,2,5,0,15
5,Psilothrix_viridicoerulea,E1 LEMA,4,2,0,15
7,Psilothrix_viridicoerulea,A4 LEMA,1,7,0,15
7,Sphaerophoria_scripta,A4 LEMA,2,4,0,15
7,Sphaerophoria_scripta,A5 LEMA,1,4,0,15
7,Psilothrix_viridicoerulea,B3 LEMA,1,7,0,15
7,Apis_mellifera,B4 LEMA,4,3,0,15
7,Apis_mellifera,B5 LEMA,2,3,0,15
7,Sphaerophoria_scripta,B5 LEMA,1,4,0,15
7,Syrphidae,B5 LEMA,1,5,0,15
7,Psilothrix_viridicoerulea,B6 LEMA,1,7,0,15
7,Sphaerophoria_scripta,B6 LEMA,1,4,0,15
7,Syrphidae,B6 LEMA,1,5,0,15
7,Malachius_bipustulatus,C2 LEMA,1,0,0,15
7,Psilothrix_viridicoerulea,C2 LEMA,2,7,0,15
7,Syrphidae,C2 LEMA,1,5,0,15
7,Apis_mellifera,C3 LEMA,2,3,0,15
7,Psilothrix_viridicoerulea,C3 LEMA,1,7,0,15
7,Apis_mellifera,C4 LEMA,3,3,0,15
7,Psilothrix_viridicoerulea,C4 LEMA,1,7,0,15
7,Syrphidae,C4 LEMA,1,5,0,15
7,Sphaerophoria_scripta,C5 LEMA,2,4,0,15
7,Psilothrix_viridicoerulea,D2 LEMA,1,7,0,15
7,Syrphidae,D5 LEMA,1,5,0,15
7,Syrphidae,E4 LEMA,1,5,0,15
7,Psilothrix_viridicoerulea,E6 LEMA,1,7,0,15
8,Sphaerophoria_scripta,A1 LEMA,1,4,0,15
8,Psilothrix_viridicoerulea,A2 LEMA,1,6,0,15
8,Sphaerophoria_scripta,A2 LEMA,2,4,0,15
8,Dilophus_sp.,A3 LEMA,1,8,1,15
8,Apoidea,A4 LEMA,1,4,1,15
8,Sphaerophoria_scripta,A5 LEMA,2,4,0,15
8,Dilophus_sp.,B2 LEMA,1,8,1,15
8,Sphaerophoria_scripta,B2 LEMA,1,4,0,15
8,Oedemeridae,B3 LEMA,1,2,0,15
8,Psilothrix_viridicoerulea,B3 LEMA,2,6,0,15
8,Apoidea,B4 LEMA,1,4,1,15
8,Dilophus_sp.,B4 LEMA,2,8,1,15
8,Apoidea,B5 LEMA,2,4,1,15
8,Dilophus_sp.,B5 LEMA,3,8,1,15
8,Dilophus_sp.,B5 ME,1,0,9,15
8,Psilothrix_viridicoerulea,B6 LEMA,1,6,0,15
8,Dilophus_sp.,C2 LEMA,1,8,1,15
8,Psilothrix_viridicoerulea,C2 LEMA,1,6,0,15
8,Psilothrix_viridicoerulea,C3 LEMA,3,6,0,15
8,Apoidea,C4 LEMA,1,4,1,15
8,Dilophus_sp.,C4 LEMA,1,8,1,15
8,Psilothrix_viridicoerulea,C4 LEMA,1,6,0,15
8,Oedemeridae,D1 LEMA,1,2,0,15
8,Oedemeridae,D2 LEMA,3,2,0,15
8,Sphaerophoria_scripta,D2 LEMA,2,4,0,15
8,Dilophus_sp.,E2 LEMA,1,8,1,15
8,Apoidea,E2 ME,1,0,5,15
8,Psilothrix_viridicoerulea,E3 LEMA,1,6,0,15
8,Apoidea,E4 LEMA,1,4,1,15
8,Dilophus_sp.,E4 LEMA,1,8,1,15
8,Dilophus_sp.,F3 LEMA,1,8,1,15
9,Psilothrix_viridicoerulea,B4 LEMA,2,7,1,15
9,Syrphidae,B4 LEMA,1,0,0,15
9,Dilophus_sp.,B5 LEMA,2,3,1,15
9,Malachius_sp.,B5 LEMA,1,0,0,15
9,Psilothrix_viridicoerulea,B5 LEMA,1,7,1,15
9,Psilothrix_viridicoerulea,B6 LEMA,2,7,1,15
9,Psilothrix_viridicoerulea,C5 LEMA,1,7,1,15
9,Dilophus_sp.,D5 LEMA,1,3,1,15
9,Muscidae,D5 ME,1,1,0,15
9,Psilothrix_viridicoerulea,D5 ME,1,0,8,15
9,Dilophus_sp.,D6 ME,1,0,4,15
9,Dilophus_sp.,E3 LEMA,2,3,1,15
9,Melyridae,E3 LEMA,3,0,0,15
9,Psilothrix_viridicoerulea,E3 LEMA,4,7,1,15
9,Sphaerophoria_scripta,E3 LEMA,1,0,0,15
9,Muscidae,E3 ME,1,1,0,15
9,Psilothrix_viridicoerulea,E5 LEMA,2,7,1,15
9,Dilophus_sp.,F1 LEMA,1,3,1,15
9,Psilothrix_viridicoerulea,F2 LEMA,5,7,1,15
9,Psilothrix_viridicoerulea,F5 LEMA,1,7,1,15
7,Mordellidae,D1 CHMI,2,2,0,17
7,Dilophus_sp.,D3 CHMI,1,0,1,17
7,Dilophus_sp.,D4 LEMA,1,0,1,17
7,Odontomyia_sp.,E4 LEMA,1,0,0,17
7,Curculionidae,F3 LEMA,1,1,0,17
7,Mordellidae,F4 CHMI,2,2,0,17
7,Psilothrix_viridicoerulea,F4 CHMI,1,0,0,17
7,Curculionidae,F4 LEMA,1,1,0,17
7,Mordellidae,F5 CHMI,1,2,0,17
8,Psilothrix_viridicoerulea,A4 LEMA,1,2,0,17
8,Mordellidae,B5 LEMA,1,0,0,17
8,Psilothrix_viridicoerulea,B5 LEMA,2,2,0,17
8,Psilothrix_viridicoerulea,E5 LEMA,1,2,0,17
8,Cantharidae,F2 PUPA,1,0,0,17
8,Dilophus_sp.,F3 PUPA,1,0,0,17
9,Psilothrix_viridicoerulea,B6 LEMA,1,4,0,17
9,Psilothrix_viridicoerulea,D6 LEMA,1,4,0,17
9,Psilothrix_viridicoerulea,E5 LEMA,2,4,0,17
9,Psilothrix_viridicoerulea,E6 LEMA,1,4,0,17
9,Psilothrix_viridicoerulea,F6 LEMA,2,4,0,17
7,Eucera_sp.,B5 PUPA,1,4,0,18
7,Apoidea,C2 PUPA,1,0,0,18
7,Dilophus_sp.,C2 PUPA,1,0,0,18
7,Eucera_sp.,C2 PUPA,1,4,0,18
7,Eucera_sp.,D2 PUPA,2,4,0,18
7,Eucera_sp.,D3 PUPA,1,4,0,18
7,Eucera_sp.,D5 PUPA,2,4,0,18
8,Eucera_sp.,B2 PUPA,2,2,0,18
8,Lasiocampa_trifolii,B4 PUPA,1,1,0,18
8,Apoidea,C3 PUPA,1,5,0,18
8,Eucera_sp.,C3 PUPA,2,2,0,18
8,Lasiocampa_trifolii,C3 PUPA,1,1,0,18
8,Apidae,D3 PUPA,2,1,0,18
8,Apoidea,D3 PUPA,4,5,0,18
8,Eucera_sp.,D3 PUPA,1,2,0,18
8,Psilothrix_viridicoerulea,D3 PUPA,1,1,0,18
8,Apoidea,D5 PUPA,1,5,0,18
8,Apoidea,D6 PUPA,1,5,0,18
8,Nitidulidae,D6 PUPA,1,0,0,18
8,Psilothrix_viridicoerulea,D6 PUPA,1,1,0,18
8,Apoidea,E1 PUPA,1,5,0,18
8,Apidae,F3 PUPA,1,1,0,18
8,Apoidea,F3 PUPA,1,5,0,18
8,Thymelicus_sp.,B2 PUPA,2,6,0,20
8,Muscidae,B3 PUPA,1,0,0,20
8,Thymelicus_sp.,B4 PUPA,1,6,0,20
8,Thymelicus_sp.,B6 PUPA,1,6,0,20
8,Thymelicus_sp.,C5 PUPA,6,6,0,20
8,Bombyliidae,D2 PUPA,1,2,0,20
8,Thymelicus_sp.,D6 PUPA,3,6,0,20
8,Thymelicus_sp.,E6 PUPA,1,6,0,20
8,Bombyliidae,F1 PUPA,1,2,0,20
8,Apoidea,F4 PUPA,1,0,0,20
8,Bombyliidae,F4 PUPA,2,2,0,20
8,Thymelicus_sp.,F5 PUPA,2,6,0,20
7,Bombyliidae,A6 PUPA,1,7,0,21
7,Bombyliidae,B4 PUPA,1,7,0,21
7,Lasiocampa_trifolii,B4 PUPA,1,4,0,21
7,Bombyliidae,B5 PUPA,1,7,0,21
7,Bombyliidae,C2 PUPA,1,7,0,21
7,Colias_croceus,C3 PUPA,1,0,0,21
7,Bombyliidae,C4 PUPA,1,7,0,21
7,Apoidea,E3 PUPA,2,0,0,21
7,Bombyliidae,E4 PUPA,3,7,0,21
7,Lasiocampa_trifolii,E4 PUPA,1,4,0,21
7,Bombyliidae,E6 PUPA,1,7,0,21
7,Bombyliidae,F3 PUPA,1,7,0,21
7,Lasiocampa_trifolii,F3 PUPA,1,4,0,21
7,Lasiocampa_trifolii,F4 PUPA,1,4,0,21
7,Lasiocampa_trifolii,F6 PUPA,1,4,0,21
8,Syrphidae,A2 PUPA,1,1,0,21
8,Lasiocampa_trifolii,B2 PUPA,1,10,0,21
8,Bombyliidae,B3 PUPA,3,17,0,21
8,Lasiocampa_trifolii,B3 PUPA,1,10,0,21
8,Bombyliidae,B4 PUPA,1,17,0,21
8,Bombyliidae,B5 PUPA,1,17,0,21
8,Bombyliidae,C2 PUPA,1,17,0,21
8,Lasiocampa_trifolii,C2 PUPA,1,10,0,21
8,Bombyliidae,C3 PUPA,6,17,0,21
8,Lasiocampa_trifolii,C3 PUPA,2,10,0,21
8,Bombyliidae,C4 PUPA,1,17,0,21
8,Lasiocampa_trifolii,C4 PUPA,1,10,0,21
8,Lasiocampa_trifolii,C5 PUPA,1,10,0,21
8,Bombyliidae,C6 PUPA,1,17,0,21
8,Bombyliidae,D2 PUPA,2,17,0,21
8,Lasiocampa_trifolii,D2 PUPA,2,10,0,21
8,Bombyliidae,D3 PUPA,2,17,0,21
8,Lasiocampa_trifolii,D3 PUPA,2,10,0,21
8,Bombyliidae,D4 PUPA,3,17,0,21
8,Bombyliidae,D5 PUPA,2,17,0,21
8,Bombyliidae,D6 PUPA,3,17,0,21
8,Lasiocampa_trifolii,D6 PUPA,1,10,0,21
8,Bombyliidae,E1 PUPA,1,17,0,21
8,Syrphidae,E1 PUPA,2,1,0,21
8,Bombyliidae,E2 PUPA,2,17,0,21
8,Bombyliidae,E3 PUPA,3,17,0,21
8,Lasiocampa_trifolii,E3 PUPA,1,10,0,21
8,Apoidea,E5 PUPA,1,0,0,21
8,Bombyliidae,F1 PUPA,2,17,0,21
8,Bombyliidae,F2 PUPA,2,17,0,21
8,Lasiocampa_trifolii,F3 PUPA,1,10,0,21
8,Bombyliidae,F4 PUPA,1,17,0,21
