Line,ID,Plot,Subplot,Plant_Simple,Visits_tot,homo_motif,hete_motif,Week
2,Psilothrix_viridicoerulea,4,A2,LEMA,2,16,0,13
2,Andrena_cinerea,4,B4,LEMA,1,0,1,13
2,Andrena_cinerea,4,B4,ME,1,0,1,13
2,Chrysotoxum_sp.,4,C2,LEMA,1,0,0,13
2,Dilophus_sp.,4,C2,LEMA,1,1,0,13
2,Psilothrix_viridicoerulea,4,C2,LEMA,1,16,0,13
2,Nemotelus_sp.,4,D5,LEMA,1,1,0,13
2,Odontomyia_sp.,4,D5,LEMA,1,1,0,13
2,Psilothrix_viridicoerulea,4,F4,LEMA,2,16,0,13
2,Mordellidae,4,F6,LEMA,2,0,0,13
2,Psilothrix_viridicoerulea,4,F6,LEMA,1,16,0,13
2,Eupeodes_corollae,5,A1,LEMA,1,3,0,13
2,Nemotelus_sp.,5,A1,LEMA,1,1,0,13
2,Sphaerophoria_scripta,5,A2,LEMA,1,3,0,13
2,Diptera,5,A3,LEMA,1,2,0,13
2,Meligethes_sp.,5,A4,LEMA,1,6,0,13
2,Psilothrix_viridicoerulea,5,A6,LEMA,1,16,0,13
2,Eupeodes_corollae,5,B2,LEMA,1,3,0,13
2,Psilothrix_viridicoerulea,5,B5,LEMA,1,16,0,13
2,Psilothrix_viridicoerulea,5,C1,LEMA,1,16,0,13
2,Sphaerophoria_scripta,5,C1,LEMA,1,3,0,13
2,Psilothrix_viridicoerulea,5,C3,LEMA,1,16,0,13
2,Psilothrix_viridicoerulea,5,C4,LEMA,1,16,0,13
2,Dilophus_sp.,5,C5,LEMA,2,1,0,13
2,Meligethes_sp.,5,D1,LEMA,1,6,0,13
2,Psilothrix_viridicoerulea,5,D4,LEMA,1,16,0,13
2,Eupeodes_corollae,5,D5,LEMA,1,3,0,13
2,Eupeodes_corollae,5,E1,LEMA,1,3,0,13
2,Sphaerophoria_scripta,5,E1,LEMA,1,3,0,13
2,Meligethes_sp.,5,E5,LEMA,1,6,0,13
2,Psilothrix_viridicoerulea,5,F1,LEMA,1,16,0,13
2,Meligethes_sp.,5,F4,LEMA,2,6,0,13
2,Psilothrix_viridicoerulea,6,A1,LEMA,2,16,0,13
2,Diptera,6,A3,LEMA,1,2,0,13
2,Sphaerophoria_scripta,6,A4,LEMA,1,3,0,13
2,Meligethes_sp.,6,B3,LEMA,1,6,0,13
2,Meligethes_sp.,6,C3,LEMA,1,6,0,13
2,Psilothrix_viridicoerulea,6,C6,LEMA,1,16,0,13
2,Psilothrix_viridicoerulea,6,D1,LEMA,1,16,0,13
2,Psilothrix_viridicoerulea,6,D5,LEMA,1,16,0,13
2,Diptera,6,D6,LEMA,1,2,0,13
2,Psilothrix_viridicoerulea,6,F2,LEMA,1,16,0,13
2,Psilothrix_viridicoerulea,6,F5,LEMA,2,16,0,13
2,Meligethes_sp.,6,F6,LEMA,1,6,0,13
3,Dilophus_sp.,7,B5,LEMA,1,2,0,13
3,Psilothrix_viridicoerulea,7,B6,LEMA,1,15,0,13
3,Dilophus_sp.,7,C2,LEMA,1,2,0,13
3,Psilothrix_viridicoerulea,7,C3,LEMA,1,15,0,13
3,Sphaerophoria_scripta,7,D3,LEMA,1,2,1,13
3,Mordellidae,7,D5,LEMA,1,4,0,13
3,Dilophus_sp.,7,D6,LEMA,1,2,0,13
3,Mordellidae,7,D6,LEMA,2,4,0,13
3,Mordellidae,7,E3,LEMA,1,4,0,13
3,Sphaerophoria_scripta,7,E3,LEMA,1,2,1,13
3,Meligethes_sp.,8,A1,LEMA,2,4,0,13
3,Psilothrix_viridicoerulea,8,A1,LEMA,1,15,0,13
3,Meligethes_sp.,8,B2,LEMA,2,4,0,13
3,Psilothrix_viridicoerulea,8,B3,LEMA,1,15,0,13
3,Meligethes_sp.,8,B5,LEMA,1,4,0,13
3,Sphaerophoria_scripta,8,B5,ME,1,0,3,13
3,Meligethes_sp.,8,C1,LEMA,1,4,0,13
3,Psilothrix_viridicoerulea,8,C4,LEMA,1,15,0,13
3,Diptera,8,C6,CHFU,1,0,1,13
3,Psilothrix_viridicoerulea,8,D4,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,8,D6,LEMA,1,15,0,13
3,Diptera,8,E2,LEMA,1,0,1,13
3,Oedemeridae,8,E6,LEMA,1,0,0,13
3,Sphaerophoria_scripta,8,F2,LEMA,1,2,1,13
3,Meligethes_sp.,8,F4,LEMA,1,4,0,13
3,Psilothrix_viridicoerulea,8,F4,LEMA,2,15,0,13
3,Cantharidae,8,F5,ME,1,0,0,13
3,Nemotelus_sp.,8,F6,LEMA,1,0,0,13
3,Mordellidae,9,A3,LEMA,1,4,0,13
3,Psilothrix_viridicoerulea,9,A3,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,9,A5,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,9,B2,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,9,B4,LEMA,1,15,0,13
3,Mordellidae,9,B5,LEMA,3,4,0,13
3,Psilothrix_viridicoerulea,9,B5,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,9,E1,LEMA,2,15,0,13
3,Psilothrix_viridicoerulea,9,E2,LEMA,1,15,0,13
3,Psilothrix_viridicoerulea,9,E5,LEMA,1,15,0,13
3,Anthaxia_semicuprea,9,E6,LEMA,1,0,0,13
1,Andrena_cinerea,1,A4,LEMA,1,1,0,14
1,Eupeodes_corollae,1,B1,LEMA,1,5,0,14
1,Psilothrix_viridicoerulea,1,B5,LEMA,1,14,0,14
1,Musca_sp.,1,C1,LEMA,1,0,1,14
1,Eupeodes_corollae,1,C5,LEMA,1,5,0,14
1,Musca_sp.,1,D2,ME,1,0,1,14
1,Psilothrix_viridicoerulea,1,E1,LEMA,1,14,0,14
1,Psilothrix_viridicoerulea,1,E2,LEMA,1,14,0,14
1,Sphaerophoria_scripta,1,E2,LEMA,2,2,0,14
1,Psilothrix_viridicoerulea,1,E6,LEMA,3,14,0,14
1,Eupeodes_corollae,1,F6,LEMA,1,5,0,14
1,Sphaerophoria_scripta,1,F6,LEMA,1,2,0,14
1,Diptera,2,A1,LEMA,2,1,8,14
1,Eupeodes_corollae,2,A1,LEMA,1,5,0,14
1,Cantharidae,2,B1,LEMA,1,2,2,14
1,Diptera,2,B1,ME,5,6,3,14
1,Cantharidae,2,B5,ME,1,1,3,14
1,Psilothrix_viridicoerulea,2,B6,LEMA,1,14,0,14
1,Cantharidae,2,C1,LEMA,1,2,2,14
1,Cantharidae,2,C1,ME,1,1,3,14
1,Diptera,2,D1,CHFU,3,0,9,14
1,Eupeodes_corollae,2,E2,LEMA,1,5,0,14
1,Diptera,2,E2,ME,1,6,3,14
1,Diptera,2,E4,ME,1,6,3,14
1,Cantharidae,2,F1,LEMA,1,2,2,14
1,Eupeodes_corollae,3,B1,LEMA,1,5,0,14
1,Psilothrix_viridicoerulea,3,B1,LEMA,1,14,0,14
1,Diptera,3,C3,ME,1,6,3,14
1,Psilothrix_viridicoerulea,3,C6,LEMA,1,14,0,14
1,Andrena_cinerea,3,D2,LEMA,5,1,0,14
1,Psilothrix_viridicoerulea,3,D2,LEMA,1,14,0,14
1,Psilothrix_viridicoerulea,3,D3,LEMA,3,14,0,14
1,Psilothrix_viridicoerulea,3,D6,LEMA,3,14,0,14
1,Psilothrix_viridicoerulea,3,E1,LEMA,1,14,0,14
1,Psilothrix_viridicoerulea,3,E2,LEMA,1,14,0,14
1,Sphaerophoria_scripta,3,E3,LEMA,1,2,0,14
1,Diptera,3,E3,ME,1,6,3,14
1,Diptera,3,E4,LEMA,1,1,8,14
1,Diptera,3,E4,ME,3,6,3,14
1,Psilothrix_viridicoerulea,3,E5,LEMA,1,14,0,14
1,Psilothrix_viridicoerulea,3,F2,LEMA,2,14,0,14
1,Meligethes_sp.,3,F3,LEMA,1,0,0,14
1,Psilothrix_viridicoerulea,3,F3,LEMA,1,14,0,14
1,Diptera,3,F4,ME,2,6,3,14
2,Odontomyia_sp.,4,A1,LEMA,1,0,0,14
2,Meligethes_sp.,4,A2,LEMA,3,1,0,14
2,Nemotelus_sp.,4,A2,LEMA,1,1,0,14
2,Psilothrix_viridicoerulea,4,A2,LEMA,1,8,0,14
2,Andrena_cinerea,4,B2,LEMA,1,1,0,14
2,Psilothrix_viridicoerulea,4,B2,LEMA,2,8,0,14
2,Psilothrix_viridicoerulea,4,B6,LEMA,2,8,0,14
2,Psilothrix_viridicoerulea,4,C4,LEMA,1,8,0,14
2,Sphaerophoria_scripta,4,C4,LEMA,2,8,0,14
2,Sphaerophoria_scripta,4,C5,LEMA,1,8,0,14
2,Psilothrix_viridicoerulea,4,E2,LEMA,1,8,0,14
2,Sphaerophoria_scripta,4,E2,LEMA,1,8,0,14
2,Sphaerophoria_scripta,4,E4,LEMA,1,8,0,14
2,Nemotelus_sp.,4,E5,LEMA,1,1,0,14
2,Sphaerophoria_scripta,4,F1,LEMA,1,8,0,14
2,Coleoptera,5,A2,LEMA,1,0,0,14
2,Sphaerophoria_scripta,5,A2,LEMA,3,8,0,14
2,Psilothrix_viridicoerulea,5,B2,LEMA,2,8,0,14
2,Eupeodes_corollae,5,D2,LEMA,2,0,0,14
2,Meligethes_sp.,6,B2,LEMA,1,1,0,14
2,Psilothrix_viridicoerulea,6,B4,LEMA,1,8,0,14
2,Psilothrix_viridicoerulea,6,B6,LEMA,4,8,0,14
2,Psilothrix_viridicoerulea,6,C1,LEMA,2,8,0,14
2,Andrena_cinerea,6,C4,LEMA,2,1,0,14
2,Sphaerophoria_scripta,6,D1,LEMA,1,8,0,14
2,Sphaerophoria_scripta,6,D3,LEMA,1,8,0,14
2,Sphaerophoria_scripta,6,F4,LEMA,1,8,0,14
3,Eupeodes_corollae,7,A5,LEMA,1,0,0,14
3,Andrena_cinerea,7,B3,LEMA,1,3,0,14
3,Musca_sp.,7,C1,LEMA,2,1,5,14
3,Sphaerophoria_scripta,7,C1,LEMA,2,5,0,14
3,Psilothrix_viridicoerulea,7,C3,LEMA,1,15,0,14
3,Sphaerophoria_scripta,7,D1,LEMA,1,5,0,14
3,Psilothrix_viridicoerulea,7,E2,LEMA,1,15,0,14
3,Musca_sp.,7,E2,ME,3,4,2,14
3,Dilophus_sp.,7,F2,LEMA,1,1,0,14
3,Andrena_cinerea,7,F3,LEMA,1,3,0,14
3,Andrena_cinerea,7,F4,LEMA,1,3,0,14
3,Musca_sp.,8,A3,LEMA,1,1,5,14
3,Sphaerophoria_scripta,8,A3,LEMA,1,5,0,14
3,Psilothrix_viridicoerulea,8,A5,LEMA,2,15,0,14
3,Meligethes_sp.,8,B3,LEMA,1,2,0,14
3,Psilothrix_viridicoerulea,8,B3,LEMA,1,15,0,14
3,Dilophus_sp.,8,B4,LEMA,1,1,0,14
3,Malachius_bipustulatus,8,B5,LEMA,1,1,0,14
3,Psilothrix_viridicoerulea,8,B5,LEMA,1,15,0,14
3,Andrena_cinerea,8,C2,LEMA,1,3,0,14
3,Psilothrix_viridicoerulea,8,C2,LEMA,3,15,0,14
3,Sphaerophoria_scripta,8,C2,LEMA,1,5,0,14
3,Psilothrix_viridicoerulea,8,C3,LEMA,3,15,0,14
3,Meligethes_sp.,8,C4,LEMA,1,2,0,14
3,Psilothrix_viridicoerulea,8,C4,LEMA,1,15,0,14
3,Musca_sp.,8,C5,ME,1,4,2,14
3,Psilothrix_viridicoerulea,8,D3,LEMA,1,15,0,14
3,Sphaerophoria_scripta,8,D4,LEMA,1,5,0,14
3,Oedemeridae,8,D5,LEMA,1,0,0,14
3,Psilothrix_viridicoerulea,8,E1,LEMA,1,15,0,14
3,Psilothrix_viridicoerulea,8,E2,LEMA,1,15,0,14
3,Meligethes_sp.,8,F1,LEMA,1,2,0,14
3,Psilothrix_viridicoerulea,8,F2,LEMA,1,15,0,14
3,Malachius_bipustulatus,8,F4,LEMA,1,1,0,14
3,Psilothrix_viridicoerulea,8,F4,LEMA,3,15,0,14
3,Psilothrix_viridicoerulea,9,B6,LEMA,1,15,0,14
3,Psilothrix_viridicoerulea,9,C5,LEMA,1,15,0,14
3,Musca_sp.,9,D5,ME,1,4,2,14
3,Sphaerophoria_scripta,9,E3,LEMA,2,5,0,14
3,Musca_sp.,9,E6,ME,1,4,2,14
3,Musca_sp.,9,F4,ME,1,4,2,14
3,Psilothrix_viridicoerulea,9,F5,LEMA,2,15,0,14
1,Oedemeridae,1,B1,LEMA,1,0,0,15
1,Sphaerophoria_scripta,1,E3,ME,1,0,0,15
1,Dilophus_sp.,1,E5,LEMA,1,8,2,15
1,Psilothrix_viridicoerulea,1,E5,LEMA,2,21,2,15
1,Psilothrix_viridicoerulea,1,F3,LEMA,3,21,2,15
1,Psilothrix_viridicoerulea,1,F5,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,2,A3,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,2,B1,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,2,B3,LEMA,1,21,2,15
1,Dilophus_sp.,2,C1,LEMA,2,8,2,15
1,Psilothrix_viridicoerulea,2,C3,LEMA,1,21,2,15
1,Brassicogethes_sp.,2,D1,LEMA,1,1,0,15
1,Dilophus_sp.,2,D1,LEMA,3,8,2,15
1,Musca_sp.,2,D1,LEMA,1,0,0,15
1,Psilothrix_viridicoerulea,2,D1,LEMA,2,21,2,15
1,Psilothrix_viridicoerulea,2,D4,LEMA,1,21,2,15
1,Dilophus_sp.,2,E1,CHFU,1,0,10,15
1,Dilophus_sp.,2,E1,LEMA,5,8,2,15
1,Mordellidae,2,E1,LEMA,1,0,0,15
1,Psilothrix_viridicoerulea,2,E1,LEMA,2,21,2,15
1,Dilophus_sp.,2,E2,LEMA,1,8,2,15
1,Psilothrix_viridicoerulea,2,E4,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,2,E5,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,2,E6,LEMA,1,21,2,15
1,Dilophus_sp.,2,F1,LEMA,2,8,2,15
1,Psilothrix_viridicoerulea,2,F1,LEMA,1,21,2,15
1,Dilophus_sp.,2,F2,LEMA,1,8,2,15
1,Malachius_bipustulatus,2,F2,LEMA,1,0,0,15
1,Brassicogethes_sp.,2,F3,LEMA,3,1,0,15
1,Dilophus_sp.,2,F3,LEMA,2,8,2,15
1,Psilothrix_viridicoerulea,2,F3,LEMA,4,21,2,15
1,Dilophus_sp.,2,F6,LEMA,1,8,2,15
1,Psilothrix_viridicoerulea,3,B2,LEMA,1,21,2,15
1,Dilophus_sp.,3,C3,ME,1,0,10,15
1,Diptera,3,C3,ME,1,0,0,15
1,Psilothrix_viridicoerulea,3,C3,ME,1,1,22,15
1,Psilothrix_viridicoerulea,3,D4,ME,1,1,22,15
1,Psilothrix_viridicoerulea,3,D6,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,3,E1,LEMA,2,21,2,15
1,Psilothrix_viridicoerulea,3,E2,LEMA,3,21,2,15
1,Psilothrix_viridicoerulea,3,F1,LEMA,2,21,2,15
1,Psilothrix_viridicoerulea,3,F2,LEMA,1,21,2,15
1,Psilothrix_viridicoerulea,3,F4,LEMA,1,21,2,15
2,Dilophus_sp.,4,E1,LEMA,3,6,0,15
2,Psilothrix_viridicoerulea,4,E1,LEMA,3,6,0,15
2,Psilothrix_viridicoerulea,4,E4,LEMA,1,6,0,15
2,Psilothrix_viridicoerulea,4,F1,LEMA,1,6,0,15
2,Diptera,4,F2,LEMA,1,0,0,15
2,Psilothrix_viridicoerulea,4,F3,LEMA,1,6,0,15
2,Psilothrix_viridicoerulea,5,B4,LEMA,2,6,0,15
2,Dilophus_sp.,5,C1,LEMA,1,6,0,15
2,Dilophus_sp.,5,C4,LEMA,1,6,0,15
2,Dilophus_sp.,5,C5,LEMA,1,6,0,15
2,Dilophus_sp.,5,D1,LEMA,8,6,0,15
2,Malachius_bipustulatus,5,D1,LEMA,1,0,0,15
2,Mordellidae,5,D1,LEMA,1,0,0,15
2,Psilothrix_viridicoerulea,5,D1,LEMA,1,6,0,15
2,Dilophus_sp.,5,D2,LEMA,1,6,0,15
2,Dilophus_sp.,5,E1,LEMA,2,6,0,15
2,Psilothrix_viridicoerulea,5,E1,LEMA,4,6,0,15
3,Psilothrix_viridicoerulea,7,A4,LEMA,1,22,1,15
3,Sphaerophoria_scripta,7,A4,LEMA,2,15,0,15
3,Sphaerophoria_scripta,7,A5,LEMA,1,15,0,15
3,Psilothrix_viridicoerulea,7,B3,LEMA,1,22,1,15
3,Andrena_cinerea,7,B4,LEMA,4,8,1,15
3,Andrena_cinerea,7,B5,LEMA,2,8,1,15
3,Sphaerophoria_scripta,7,B5,LEMA,2,15,0,15
3,Psilothrix_viridicoerulea,7,B6,LEMA,1,22,1,15
3,Sphaerophoria_scripta,7,B6,LEMA,2,15,0,15
3,Malachius_bipustulatus,7,C2,LEMA,1,1,0,15
3,Psilothrix_viridicoerulea,7,C2,LEMA,2,22,1,15
3,Sphaerophoria_scripta,7,C2,LEMA,1,15,0,15
3,Andrena_cinerea,7,C3,LEMA,2,8,1,15
3,Psilothrix_viridicoerulea,7,C3,LEMA,1,22,1,15
3,Andrena_cinerea,7,C4,LEMA,3,8,1,15
3,Psilothrix_viridicoerulea,7,C4,LEMA,1,22,1,15
3,Sphaerophoria_scripta,7,C4,LEMA,1,15,0,15
3,Sphaerophoria_scripta,7,C5,LEMA,2,15,0,15
3,Psilothrix_viridicoerulea,7,D2,LEMA,1,22,1,15
3,Sphaerophoria_scripta,7,D5,LEMA,1,15,0,15
3,Sphaerophoria_scripta,7,E4,LEMA,1,15,0,15
3,Psilothrix_viridicoerulea,7,E6,LEMA,1,22,1,15
3,Coleoptera,7,F3,LEMA,1,0,0,15
3,Sphaerophoria_scripta,8,A1,LEMA,1,15,0,15
3,Psilothrix_viridicoerulea,8,A2,LEMA,1,22,1,15
3,Sphaerophoria_scripta,8,A2,LEMA,2,15,0,15
3,Dilophus_sp.,8,A3,LEMA,1,12,2,15
3,Andrena_cinerea,8,A4,LEMA,1,8,1,15
3,Sphaerophoria_scripta,8,A5,LEMA,2,15,0,15
3,Dilophus_sp.,8,B2,LEMA,1,12,2,15
3,Sphaerophoria_scripta,8,B2,LEMA,1,15,0,15
3,Oedemeridae,8,B3,LEMA,1,2,0,15
3,Psilothrix_viridicoerulea,8,B3,LEMA,2,22,1,15
3,Andrena_cinerea,8,B4,LEMA,1,8,1,15
3,Dilophus_sp.,8,B4,LEMA,2,12,2,15
3,Andrena_cinerea,8,B5,LEMA,2,8,1,15
3,Dilophus_sp.,8,B5,LEMA,3,12,2,15
3,Dilophus_sp.,8,B5,ME,1,1,13,15
3,Psilothrix_viridicoerulea,8,B6,LEMA,1,22,1,15
3,Dilophus_sp.,8,C2,LEMA,1,12,2,15
3,Psilothrix_viridicoerulea,8,C2,LEMA,1,22,1,15
3,Psilothrix_viridicoerulea,8,C3,LEMA,3,22,1,15
3,Andrena_cinerea,8,C4,LEMA,1,8,1,15
3,Dilophus_sp.,8,C4,LEMA,1,12,2,15
3,Psilothrix_viridicoerulea,8,C4,LEMA,1,22,1,15
3,Oedemeridae,8,D1,LEMA,1,2,0,15
3,Oedemeridae,8,D2,LEMA,3,2,0,15
3,Sphaerophoria_scripta,8,D2,LEMA,2,15,0,15
3,Dilophus_sp.,8,E2,LEMA,1,12,2,15
3,Andrena_cinerea,8,E2,ME,1,0,9,15
3,Psilothrix_viridicoerulea,8,E3,LEMA,1,22,1,15
3,Andrena_cinerea,8,E4,LEMA,1,8,1,15
3,Dilophus_sp.,8,E4,LEMA,1,12,2,15
3,Dilophus_sp.,8,F3,LEMA,1,12,2,15
3,Psilothrix_viridicoerulea,9,B4,LEMA,2,22,1,15
3,Sphaerophoria_scripta,9,B4,LEMA,1,15,0,15
3,Dilophus_sp.,9,B5,LEMA,2,12,2,15
3,Malachius_bipustulatus,9,B5,LEMA,1,1,0,15
3,Psilothrix_viridicoerulea,9,B5,LEMA,1,22,1,15
3,Psilothrix_viridicoerulea,9,B6,LEMA,2,22,1,15
3,Psilothrix_viridicoerulea,9,C5,LEMA,1,22,1,15
3,Dilophus_sp.,9,D5,LEMA,1,12,2,15
3,Musca_sp.,9,D5,ME,1,1,0,15
3,Psilothrix_viridicoerulea,9,D5,ME,1,0,23,15
3,Dilophus_sp.,9,D6,ME,1,1,13,15
3,Dilophus_sp.,9,E3,LEMA,2,12,2,15
3,Melyridae,9,E3,LEMA,3,0,0,15
3,Psilothrix_viridicoerulea,9,E3,LEMA,4,22,1,15
3,Sphaerophoria_scripta,9,E3,LEMA,1,15,0,15
3,Musca_sp.,9,E3,ME,1,1,0,15
3,Psilothrix_viridicoerulea,9,E5,LEMA,2,22,1,15
3,Dilophus_sp.,9,F1,LEMA,1,12,2,15
3,Psilothrix_viridicoerulea,9,F2,LEMA,5,22,1,15
3,Psilothrix_viridicoerulea,9,F5,LEMA,1,22,1,15
3,Mordellidae,7,D1,CHMI,2,2,1,17
3,Dilophus_sp.,7,D3,CHMI,1,0,2,17
3,Dilophus_sp.,7,D4,LEMA,1,0,2,17
3,Odontomyia_sp.,7,E4,LEMA,1,0,0,17
3,Curculionidae,7,F3,LEMA,1,1,0,17
3,Mordellidae,7,F4,CHMI,2,2,1,17
3,Psilothrix_viridicoerulea,7,F4,CHMI,1,0,8,17
3,Curculionidae,7,F4,LEMA,1,1,0,17
3,Mordellidae,7,F5,CHMI,1,2,1,17
3,Psilothrix_viridicoerulea,8,A4,LEMA,1,7,1,17
3,Mordellidae,8,B5,LEMA,1,0,3,17
3,Psilothrix_viridicoerulea,8,B5,LEMA,2,7,1,17
3,Psilothrix_viridicoerulea,8,E5,LEMA,1,7,1,17
3,Cantharidae,8,F2,PUPA,1,0,0,17
3,Dilophus_sp.,8,F3,PUPA,1,0,2,17
3,Psilothrix_viridicoerulea,9,B6,LEMA,1,7,1,17
3,Psilothrix_viridicoerulea,9,D6,LEMA,1,7,1,17
3,Psilothrix_viridicoerulea,9,E5,LEMA,2,7,1,17
3,Psilothrix_viridicoerulea,9,E6,LEMA,1,7,1,17
3,Psilothrix_viridicoerulea,9,F6,LEMA,2,7,1,17
3,Eucera_sp.,7,B5,PUPA,1,11,0,18
3,Dilophus_sp.,7,C2,PUPA,1,0,0,18
3,Eucera_sp.,7,C2,PUPA,2,11,0,18
3,Lasiocampa_trifolii,7,C2,PUPA,1,2,0,18
3,Eucera_sp.,7,D2,PUPA,2,11,0,18
3,Eucera_sp.,7,D3,PUPA,1,11,0,18
3,Eucera_sp.,7,D5,PUPA,2,11,0,18
3,Eucera_sp.,8,B2,PUPA,2,11,0,18
3,Lasiocampa_trifolii,8,B4,PUPA,1,2,0,18
3,Eucera_sp.,8,C3,PUPA,3,11,0,18
3,Lasiocampa_trifolii,8,C3,PUPA,1,2,0,18
3,Eucera_sp.,8,D3,PUPA,7,11,0,18
3,Psilothrix_viridicoerulea,8,D3,PUPA,1,1,0,18
3,Eucera_sp.,8,D5,PUPA,1,11,0,18
3,Eucera_sp.,8,D6,PUPA,1,11,0,18
3,Meligethes_sp.,8,D6,PUPA,1,0,0,18
3,Psilothrix_viridicoerulea,8,D6,PUPA,1,1,0,18
3,Eucera_sp.,8,E1,PUPA,1,11,0,18
3,Musca_sp.,8,E2,PUPA,1,0,0,18
3,Eucera_sp.,8,F3,PUPA,2,11,0,18
3,Thymelicus_sp.,8,B2,PUPA,2,6,0,20
3,Musca_sp.,8,B3,PUPA,1,0,0,20
3,Thymelicus_sp.,8,B4,PUPA,1,6,0,20
3,Thymelicus_sp.,8,B6,PUPA,1,6,0,20
3,Lasiocampa_trifolii,8,C5,PUPA,1,1,0,20
3,Thymelicus_sp.,8,C5,PUPA,6,6,0,20
3,Bombyliidae,8,D2,PUPA,1,2,0,20
3,Lasiocampa_trifolii,8,D2,PUPA,1,1,0,20
3,Thymelicus_sp.,8,D6,PUPA,3,6,0,20
3,Thymelicus_sp.,8,E6,PUPA,1,6,0,20
3,Bombyliidae,8,F1,PUPA,1,2,0,20
3,Bombyliidae,8,F4,PUPA,2,2,0,20
3,Eucera_sp.,8,F4,PUPA,1,0,0,20
3,Thymelicus_sp.,8,F5,PUPA,2,6,0,20
3,Bombyliidae,7,A6,PUPA,1,25,0,21
3,Bombyliidae,7,B4,PUPA,1,25,0,21
3,Lasiocampa_trifolii,7,B4,PUPA,1,15,0,21
3,Bombyliidae,7,B5,PUPA,1,25,0,21
3,Bombyliidae,7,C2,PUPA,1,25,0,21
3,Colias_croceus,7,C3,PUPA,1,0,0,21
3,Bombyliidae,7,C4,PUPA,1,25,0,21
3,Andrena_cinerea,7,E3,PUPA,2,1,0,21
3,Bombyliidae,7,E4,PUPA,3,25,0,21
3,Lasiocampa_trifolii,7,E4,PUPA,1,15,0,21
3,Bombyliidae,7,E6,PUPA,1,25,0,21
3,Bombyliidae,7,F3,PUPA,1,25,0,21
3,Lasiocampa_trifolii,7,F3,PUPA,1,15,0,21
3,Lasiocampa_trifolii,7,F4,PUPA,1,15,0,21
3,Lasiocampa_trifolii,7,F6,PUPA,1,15,0,21
3,Eristalis_sp.,8,A2,PUPA,1,1,0,21
3,Lasiocampa_trifolii,8,B2,PUPA,1,15,0,21
3,Bombyliidae,8,B3,PUPA,3,25,0,21
3,Lasiocampa_trifolii,8,B3,PUPA,1,15,0,21
3,Bombyliidae,8,B4,PUPA,1,25,0,21
3,Bombyliidae,8,B5,PUPA,1,25,0,21
3,Bombyliidae,8,C2,PUPA,1,25,0,21
3,Lasiocampa_trifolii,8,C2,PUPA,1,15,0,21
3,Bombyliidae,8,C3,PUPA,6,25,0,21
3,Lasiocampa_trifolii,8,C3,PUPA,2,15,0,21
3,Bombyliidae,8,C4,PUPA,1,25,0,21
3,Lasiocampa_trifolii,8,C4,PUPA,1,15,0,21
3,Lasiocampa_trifolii,8,C5,PUPA,1,15,0,21
3,Bombyliidae,8,C6,PUPA,1,25,0,21
3,Bombyliidae,8,D2,PUPA,2,25,0,21
3,Lasiocampa_trifolii,8,D2,PUPA,2,15,0,21
3,Bombyliidae,8,D3,PUPA,2,25,0,21
3,Lasiocampa_trifolii,8,D3,PUPA,2,15,0,21
3,Bombyliidae,8,D4,PUPA,3,25,0,21
3,Bombyliidae,8,D5,PUPA,2,25,0,21
3,Bombyliidae,8,D6,PUPA,3,25,0,21
3,Lasiocampa_trifolii,8,D6,PUPA,1,15,0,21
3,Bombyliidae,8,E1,PUPA,1,25,0,21
3,Eristalis_sp.,8,E1,PUPA,2,1,0,21
3,Bombyliidae,8,E2,PUPA,2,25,0,21
3,Bombyliidae,8,E3,PUPA,3,25,0,21
3,Lasiocampa_trifolii,8,E3,PUPA,1,15,0,21
3,Andrena_cinerea,8,E5,PUPA,1,1,0,21
3,Bombyliidae,8,F1,PUPA,2,25,0,21
3,Bombyliidae,8,F2,PUPA,2,25,0,21
3,Lasiocampa_trifolii,8,F3,PUPA,1,15,0,21
3,Bombyliidae,8,F4,PUPA,1,25,0,21
