node_id,module,layer_id,type,species,layer_name,Plot
1,1,1,plant,A2 CHFU,CHFU,9
2,1,1,plant,A3 CHFU,CHFU,9
3,2,2,plant,A3 LEMA,LEMA,9
4,1,1,plant,A4 CHFU,CHFU,9
5,1,2,plant,A5 LEMA,LEMA,9
6,1,1,plant,A6 CHFU,CHFU,9
7,7,1,plant,B1 CHFU,CHFU,9
8,1,1,plant,B2 CHFU,CHFU,9
9,2,2,plant,B2 LEMA,LEMA,9
10,6,1,plant,B3 CHFU,CHFU,9
11,2,2,plant,B4 LEMA,LEMA,9
12,2,2,plant,B5 LEMA,LEMA,9
13,2,2,plant,B6 LEMA,LEMA,9
14,3,1,plant,C1 CHFU,CHFU,9
15,3,1,plant,C3 CHFU,CHFU,9
16,1,2,plant,C3 LEMA,LEMA,9
17,2,2,plant,C4 LEMA,LEMA,9
18,3,1,plant,C5 CHFU,CHFU,9
19,2,2,plant,C5 LEMA,LEMA,9
20,3,1,plant,C6 CHFU,CHFU,9
21,3,1,plant,D2 CHFU,CHFU,9
22,2,2,plant,D2 LEMA,LEMA,9
23,3,1,plant,D3 CHFU,CHFU,9
24,2,2,plant,D3 LEMA,LEMA,9
25,1,1,plant,D4 CHFU,CHFU,9
26,1,2,plant,D5 LEMA,LEMA,9
27,4,3,plant,D5 ME,ME,9
28,2,2,plant,D6 LEMA,LEMA,9
29,1,3,plant,D6 ME,ME,9
30,1,1,plant,E1 CHFU,CHFU,9
31,2,2,plant,E1 LEMA,LEMA,9
32,6,2,plant,E2 LEMA,LEMA,9
33,2,1,plant,E3 CHFU,CHFU,9
34,3,2,plant,E3 LEMA,LEMA,9
35,4,3,plant,E3 ME,ME,9
36,7,1,plant,E4 CHFU,CHFU,9
37,5,2,plant,E4 LEMA,LEMA,9
38,5,1,plant,E5 CHFU,CHFU,9
39,2,2,plant,E5 LEMA,LEMA,9
40,2,2,plant,E6 LEMA,LEMA,9
41,4,3,plant,E6 ME,ME,9
42,1,1,plant,F1 CHFU,CHFU,9
43,1,2,plant,F1 LEMA,LEMA,9
44,2,2,plant,F2 LEMA,LEMA,9
45,1,1,plant,F4 CHFU,CHFU,9
46,4,3,plant,F4 ME,ME,9
47,1,1,plant,F5 CHFU,CHFU,9
48,2,2,plant,F5 LEMA,LEMA,9
49,1,1,plant,F6 CHFU,CHFU,9
50,6,2,plant,F6 LEMA,LEMA,9
51,5,1,pollinator,Bees,CHFU,9
51,5,2,pollinator,Bees,LEMA,9
52,7,1,pollinator,Flies,CHFU,9
53,2,1,pollinator,Flower_beetles,CHFU,9
53,2,2,pollinator,Flower_beetles,LEMA,9
53,2,3,pollinator,Flower_beetles,ME,9
54,7,1,pollinator,House_flies,CHFU,9
54,4,3,pollinator,House_flies,ME,9
55,3,1,pollinator,Hoverflies,CHFU,9
55,3,2,pollinator,Hoverflies,LEMA,9
56,6,1,pollinator,Small_beetles,CHFU,9
56,6,2,pollinator,Small_beetles,LEMA,9
57,1,1,pollinator,Small_flies,CHFU,9
57,1,2,pollinator,Small_flies,LEMA,9
57,1,3,pollinator,Small_flies,ME,9
