node_id,module,layer_id,type,species,layer_name,Plot
1,3,2,plant,A1 LEMA,LEMA,2
2,1,1,plant,A3 CHFU,CHFU,2
3,2,2,plant,A3 LEMA,LEMA,2
4,1,1,plant,A4 CHFU,CHFU,2
5,1,2,plant,A4 LEMA,LEMA,2
6,4,2,plant,A5 LEMA,LEMA,2
7,4,3,plant,A5 ME,ME,2
8,1,1,plant,B1 CHFU,CHFU,2
9,2,2,plant,B1 LEMA,LEMA,2
10,3,3,plant,B1 ME,ME,2
11,6,2,plant,B2 LEMA,LEMA,2
12,2,2,plant,B3 LEMA,LEMA,2
13,2,2,plant,B4 LEMA,LEMA,2
14,5,3,plant,B5 ME,ME,2
15,2,2,plant,B6 LEMA,LEMA,2
16,1,2,plant,C1 LEMA,LEMA,2
17,2,3,plant,C1 ME,ME,2
18,2,2,plant,C3 LEMA,LEMA,2
19,4,2,plant,C5 LEMA,LEMA,2
20,6,2,plant,C6 LEMA,LEMA,2
21,3,1,plant,D1 CHFU,CHFU,2
22,5,2,plant,D1 LEMA,LEMA,2
23,7,3,plant,D2 ME,ME,2
24,5,3,plant,D3 ME,ME,2
25,1,2,plant,D4 LEMA,LEMA,2
26,4,2,plant,D5 LEMA,LEMA,2
27,4,2,plant,D6 LEMA,LEMA,2
28,1,1,plant,E1 CHFU,CHFU,2
29,1,2,plant,E1 LEMA,LEMA,2
30,4,2,plant,E2 LEMA,LEMA,2
31,1,3,plant,E2 ME,ME,2
32,6,2,plant,E3 LEMA,LEMA,2
33,2,2,plant,E4 LEMA,LEMA,2
34,7,3,plant,E4 ME,ME,2
35,2,2,plant,E5 LEMA,LEMA,2
36,2,2,plant,E6 LEMA,LEMA,2
37,2,2,plant,F1 LEMA,LEMA,2
38,2,2,plant,F2 LEMA,LEMA,2
39,6,2,plant,F3 LEMA,LEMA,2
40,2,2,plant,F4 LEMA,LEMA,2
41,6,2,plant,F6 LEMA,LEMA,2
42,7,2,pollinator,Bees,LEMA,2
42,7,3,pollinator,Bees,ME,2
43,3,1,pollinator,Flies,CHFU,2
43,3,2,pollinator,Flies,LEMA,2
43,3,3,pollinator,Flies,ME,2
44,2,2,pollinator,Flower_beetles,LEMA,2
44,2,3,pollinator,Flower_beetles,ME,2
45,5,2,pollinator,House_flies,LEMA,2
45,5,3,pollinator,House_flies,ME,2
46,4,2,pollinator,Hoverflies,LEMA,2
46,4,3,pollinator,Hoverflies,ME,2
47,6,2,pollinator,Small_beetles,LEMA,2
48,1,1,pollinator,Small_flies,CHFU,2
48,1,2,pollinator,Small_flies,LEMA,2
48,1,3,pollinator,Small_flies,ME,2
