node_id,module,layer_id,type,species,layer_name,Plot
1,1,1,plant,A1 CHFU,CHFU,5
2,4,2,plant,A1 LEMA,LEMA,5
3,2,2,plant,A2 LEMA,LEMA,5
4,2,1,plant,A3 CHFU,CHFU,5
5,5,2,plant,A3 LEMA,LEMA,5
6,1,1,plant,A4 CHFU,CHFU,5
7,4,2,plant,A4 LEMA,LEMA,5
8,1,1,plant,A5 CHFU,CHFU,5
9,3,2,plant,A6 LEMA,LEMA,5
10,1,1,plant,B1 CHFU,CHFU,5
11,2,1,plant,B2 CHFU,CHFU,5
12,3,2,plant,B2 LEMA,LEMA,5
13,2,1,plant,B3 CHFU,CHFU,5
14,3,2,plant,B4 LEMA,LEMA,5
15,3,2,plant,B5 LEMA,LEMA,5
16,3,2,plant,C1 LEMA,LEMA,5
17,2,1,plant,C3 CHFU,CHFU,5
18,3,2,plant,C3 LEMA,LEMA,5
19,1,1,plant,C4 CHFU,CHFU,5
20,3,2,plant,C4 LEMA,LEMA,5
21,1,2,plant,C5 LEMA,LEMA,5
22,5,1,plant,D1 CHFU,CHFU,5
23,1,2,plant,D1 LEMA,LEMA,5
24,1,1,plant,D2 CHFU,CHFU,5
25,2,2,plant,D2 LEMA,LEMA,5
26,3,2,plant,D4 LEMA,LEMA,5
27,1,1,plant,D5 CHFU,CHFU,5
28,2,2,plant,D5 LEMA,LEMA,5
29,4,1,plant,E1 CHFU,CHFU,5
30,3,2,plant,E1 LEMA,LEMA,5
31,4,2,plant,E5 LEMA,LEMA,5
32,3,2,plant,F1 LEMA,LEMA,5
33,4,2,plant,F4 LEMA,LEMA,5
34,1,1,plant,F5 CHFU,CHFU,5
35,2,1,plant,F6 CHFU,CHFU,5
36,2,2,pollinator,Beetles,LEMA,5
37,5,1,pollinator,Flies,CHFU,5
37,5,2,pollinator,Flies,LEMA,5
38,3,2,pollinator,Flower_beetles,LEMA,5
39,2,1,pollinator,Hoverflies,CHFU,5
39,2,2,pollinator,Hoverflies,LEMA,5
40,4,1,pollinator,Small_beetles,CHFU,5
40,4,2,pollinator,Small_beetles,LEMA,5
41,1,1,pollinator,Small_flies,CHFU,5
41,1,2,pollinator,Small_flies,LEMA,5
